코드,임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수
11680660,171681,401,597,807,727,985,1137,1201,707,230,834,606,534,569,1879.397,7909.915,2,7,0,12,0,0,0,0,1,0
11680670,157113,1686,2620,3010,2930,3763,3888,2935,1266,354,1612,1766,2063,2163,2215.171,21587.51,10,25,1,145,1,1,9,9,8,3
11680690,88367,1138,1641,2687,2887,2992,3100,2331,1039,329,2978,1598,1466,1323,9109.193,16473.08,27,29,3,235,2,4,14,17,6,0
11680700,146949,4760,4562,5514,7230,7815,6062,4896,2687,1204,5954,3967,3269,3330,5325.571,46351.75,22,36,0,225,11,3,3,4,4,0
11680720,199699,2326,3402,2647,3151,4627,3692,2806,1069,382,1461,1534,2005,2579,8737.012,24671.16,12,14,0,59,0,1,1,1,5,1
11680730,131773,775,1263,2344,2348,2253,2643,2543,1398,501,3196,1778,1254,935,3534.848,18413.17,12,23,0,199,2,8,12,21,7,0
11680740,156133,1267,1852,2027,2678,3143,2640,2490,1443,404,2291,1797,1542,1440,15850.55,15103.24,8,14,0,89,5,1,0,0,4,1
11680750,184392,675,639,1713,2466,1731,2395,3333,1896,687,3457,2332,1185,672,16382.09,25788.27,19,17,0,224,1,2,3,4,4,1
11710510,87904,758,983,1848,2219,2206,2781,2488,1260,436,2506,1593,1144,949,1025.223,16877.15,8,14,0,142,0,4,2,14,0,0
11710520,113474,2049,2140,3925,4440,4130,3795,3231,1586,558,4181,2279,2223,1898,10893.35,37678.71,21,27,0,161,2,3,3,15,14,0
11710531,97746,695,1078,1842,1726,2088,2392,1901,1074,340,1919,1371,1045,963,3111.923,12416.2,12,19,3,124,2,5,8,13,2,1
11710532,111590,1097,1438,1894,2291,2703,2889,2390,1447,521,2553,1797,1428,1091,2393.098,12589.62,11,21,0,131,1,5,5,13,5,0
11710540,99137,1087,1695,2508,2337,3080,3730,3295,1891,711,3537,2144,1589,1294,1202.051,12359.95,14,30,4,158,0,3,3,12,0,1
11710550,125973,979,1469,2516,2401,2912,3909,3263,1791,680,3341,2166,1647,1249,3074.47,17701.29,11,32,0,226,2,9,7,14,1,0
11710561,129212,1154,1723,2526,2392,2732,2769,1905,832,362,1886,1219,1338,1446,5453.908,16877.52,20,15,1,317,3,3,13,23,10,1
11710562,144311,1285,1351,5184,6053,3775,3806,3153,1505,472,7987,2825,1784,1311,14946.96,35924.96,42,37,62,716,2,11,25,68,5,0
11710566,345767,1380,2839,2248,1807,3490,3133,2390,983,350,657,1134,1569,2071,4478.676,19975.85,16,19,0,78,1,1,2,0,3,1
11710570,104174,3039,3409,5821,6007,6092,7164,5664,2449,993,4433,3753,3601,3215,12579.57,39316.45,43,69,0,367,12,7,15,22,16,1
11710580,123838,1370,1453,4730,5680,3652,3745,3041,1471,457,5993,2666,1898,1414,7542.423,28377.19,27,45,1,525,3,6,19,37,5,0
11710590,108827,1679,1949,2977,3133,3195,3448,2773,1142,413,1741,1588,1797,1881,4346.557,19994.06,16,28,1,158,1,4,0,1,12,0
11710600,147191,1770,2013,5838,7352,5176,5095,3919,1962,617,8813,3555,2403,1791,9005.593,33488.83,45,58,5,621,10,7,15,58,16,1
11710610,142871,1745,2127,5475,6929,5276,4738,3588,1687,536,8365,3331,2368,1759,7475.084,31374.48,37,34,4,420,4,8,15,27,13,0
11710620,143558,1732,1962,4380,4960,4028,4931,3560,1512,558,4660,2535,2209,1947,27024.8,35394.54,41,41,3,655,1,10,22,131,7,0
11710631,169185,3229,2275,3713,5641,4363,4067,3171,1220,324,1600,2520,2628,2570,10710.59,28555.63,11,54,0,179,1,0,0,1,0,2
11710632,115464,2660,3640,4721,4981,5754,5399,3975,1650,614,3020,2505,2972,3086,7418.477,30395.9,20,42,0,299,10,9,6,31,12,2
11710641,102419,1433,1642,3395,3686,2967,3562,2901,1171,394,2772,1927,1726,1641,6026.069,22690.78,13,34,2,216,1,4,6,24,10,1
11710642,207509,1794,1527,5396,7871,4341,3556,3148,1567,664,8530,2811,1975,1763,42688.82,44471.14,71,77,0,884,7,4,7,9,4,0
11710646,127557,2548,2905,4234,5002,4929,5104,3745,1742,653,3475,2975,2766,2339,8573.074,33198.83,20,31,0,225,3,6,6,14,3,1
11710647,206886,4715,3565,2716,5108,5701,3249,2079,861,269,1038,1780,2338,2932,2234.636,33579.98,15,11,0,166,3,1,1,0,3,1
11710650,166724,1340,1881,5262,6366,4571,4353,3426,1608,522,8444,2973,2022,1493,11744.2,36806.49,55,42,32,881,6,21,31,71,19,0
11710670,451144,4355,5973,3363,4419,8897,4787,2812,1528,463,1819,1885,3092,4299,2548.305,36632.54,23,17,0,120,0,0,2,0,1,0
11710680,252070,3421,4000,4094,4811,6318,5307,4632,2381,669,1891,2611,3313,3512,5120.051,42596.46,20,38,0,239,0,0,2,1,2,1
11710690,336928,2990,2324,2083,3363,4356,2943,2401,1151,361,1205,1453,2039,2210,1924.019,22671.42,6,12,1,56,0,0,1,0,0,1
11710710,199164,1537,1748,2088,2537,2783,2703,2397,1136,439,971,1352,1601,1520,169892.7,37504.32,24,28,0,420,0,1,2,2,5,2
11710720,168896,618,1094,1303,1110,1456,1673,1449,916,397,531,850,887,936,588.4375,9804.967,2,11,0,21,0,0,1,0,2,1
11740515,217976,2524,4455,4000,3447,5513,5020,3765,2052,919,2382,2659,2286,2739,10078.55,43268.65,23,23,0,108,1,4,2,2,3,0
11740520,124857,4124,3236,3618,5462,5668,4816,3810,1385,408,1983,2532,2883,3185,5430.105,32412.28,15,31,0,200,3,5,3,10,1,1
11740530,115613,2151,2595,3358,4245,4312,4151,3506,1563,544,2368,2453,2411,2237,3258.642,29561.41,17,35,3,382,1,7,15,25,9,2
11740540,143253,1200,2545,2188,1898,3120,2797,2396,941,322,1174,1113,1368,1842,2601.564,17106.23,17,14,1,211,3,11,9,7,16,0
11740550,134010,3231,3461,2577,3877,5466,3561,2697,1078,434,1593,1584,2330,2763,1439.122,24382.92,8,24,0,119,0,1,3,3,1,1
11740560,216979,2399,1876,2328,3700,3563,3225,2688,1080,360,2105,1900,1880,1850,1272.892,22003.59,8,16,0,116,0,3,4,6,0,0
11740570,107218,2309,2773,4966,5605,5763,6180,4960,2645,889,6343,3762,3047,2402,3366.542,28476.12,32,50,8,354,4,10,12,27,4,1
11740580,134084,1454,1063,2053,2970,2469,2270,1888,1101,324,1941,1561,1386,1190,1292.17,17626.68,11,16,1,147,5,3,3,6,4,0
11740590,116392,2073,1945,1996,2697,3274,2699,2315,1039,327,1126,1399,1591,1717,1628.047,15375.37,7,14,0,69,0,0,0,1,4,0
11740600,111019,1567,1879,3908,4225,4201,4769,4354,2260,737,5355,3008,2340,1658,2855.605,32661.38,25,42,0,262,1,7,6,8,5,0
11740610,123504,1920,1958,5089,6449,5230,6172,5021,2740,887,8750,3988,2639,1837,6544.16,47035.52,49,66,60,705,7,8,21,35,0,0
11740620,144388,1429,1392,4218,4879,3949,4574,3983,2062,706,6949,2959,2028,1413,5887.716,30844.1,27,56,12,364,0,6,11,18,0,0
11740640,126344,1602,1789,2743,3388,3440,3070,2562,1300,426,2426,1921,1830,1562,17010.56,26260.1,21,26,0,383,4,1,8,12,2,1
11740650,97042,1186,1276,4083,4471,3660,4146,3661,1885,620,6608,2735,1887,1174,4017.005,26137.15,25,38,2,403,3,11,11,24,4,2
11740660,136060,1344,1894,3740,3645,3706,4050,3192,1665,500,4123,2398,1887,1628,6516.349,26811.93,31,41,3,591,3,17,21,33,4,1
11740685,115506,2675,3161,7189,7722,6962,7770,6886,3299,1079,8895,4652,3808,2954,14206.11,51552.36,58,78,46,759,6,14,23,49,7,1
11740690,125177,6,9,22,26,55,33,55,40,12,114,18,11,14,330.1603,7530.814,5,8,0,6,0,0,0,0,0,0
11740700,98771,1916,2336,3907,4073,4064,4587,3918,1740,624,3676,2581,2299,2152,4157.61,29157.92,20,24,5,276,5,7,8,17,5,0
