NM,CD,GUBUN,,자치구,행정동,,,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
연희동,11410615,dong,서대문구연희동,서대문구,연희동,18330.66667,19443.33333,10193,3728,2583.666667,2126.333333,560,1961.666667,2858.333333,7347.333333,5979.333333,5693.333333,5490.333333,4033.333333,2970.666667,1249.666667,38264.86297,9203.189065,38,0,0,112806
홍제1동,11410620,dong,서대문구홍제1동,서대문구,홍제1동,11219.33333,12600,3496.333333,2465.333333,2070,1731,433.6666667,1621.666667,2056,3047.666667,3402.333333,3892.666667,3907,3024.666667,1966.333333,788,18735.68457,1516.792485,14,7.1,0,117383
홍제3동,11410640,dong,서대문구홍제3동,서대문구,홍제3동,7918.666667,8432.666667,2662,1662.666667,1348.333333,1072,270.3333333,845,1348.666667,2166.666667,2038.666667,2494.333333,2803.333333,2243.666667,1610,705,12145.11425,1191.249464,13,0,1,118282
홍제2동,11410655,dong,서대문구홍제2동,서대문구,홍제2동,7015.333333,7662.333333,1738.666667,1416,1262,1088.666667,256.3333333,970.3333333,1221,1903,2012.333333,2277.666667,2669.333333,1786.666667,1267.666667,494.3333333,21736.84681,1787.711636,5,0,1,178528
홍은1동,11410660,dong,서대문구홍은1동,서대문구,홍은1동,11471.33333,12115.33333,3154.666667,2243.666667,1839.333333,1691.333333,420,1458,2067.333333,3061.666667,2957,3629,4205,3152.333333,2035.666667,876.6666667,22754.53618,1570.730737,11,0,0,84184
홍은2동,11410685,dong,서대문구홍은2동,서대문구,홍은2동,13701.33333,14336,4781.666667,2807,2195.333333,1804.666667,427.6666667,1595,2518,4131.333333,3763.333333,4544.333333,4726.666667,3457,2214,931.6666667,30657.61839,3653.186128,21,0,0,114069
남가좌1동,11410690,dong,서대문구남가좌1동,서대문구,남가좌1동,8096.666667,8681,1433,1204.666667,1474.333333,1470,334,2369.666667,1405.333333,1802.666667,2769.666667,3144,2269,1603.666667,982.3333333,370.3333333,18366.79628,1599.125349,8,0,1,113347
남가좌2동,11410700,dong,서대문구남가좌2동,서대문구,남가좌2동,12051.33333,12832.66667,4768.333333,2660.666667,2237.333333,1938.333333,417.3333333,1882.333333,2126.333333,3711,3631.333333,3991,3798.666667,2838.333333,1968.333333,781,21717.0081,1664.970621,23,4.3,0,108688
북가좌1동,11410710,dong,서대문구북가좌1동,서대문구,북가좌1동,9299,9811.666667,1606.666667,1660.666667,1636.666667,1592,384.6666667,1657,2009,2265,2769.333333,3445.333333,2986.333333,2070,1334.666667,498,17122.01822,1752.370494,10,0,0,80992
북가좌2동,11410720,dong,서대문구북가좌2동,서대문구,북가좌2동,16550.33333,17338,5587.333333,3533.333333,2744,2170.333333,548.3333333,2004.666667,2821.666667,4892.333333,4708.666667,5516,5680,4306,2833,1010.333333,36389.36166,2858.293924,32,3.1,0,83126
마포구,11440,gu,마포구계,마포구,계,178030.6667,197219.3333,79296,36115.33333,28584,24419.66667,5628.666667,27389.33333,30818.33333,59953,66642.66667,63576.33333,54045,37067.33333,24198.66667,9869,360037.2541,217693.7405,539,4.6,15,140850
아현동,11440555,dong,마포구아현동,마포구,아현동,11740.66667,13177.33333,3221.333333,2257.666667,2383,1909.666667,341.3333333,2650,1685.666667,3156.333333,5269,3929,3874.333333,2370.666667,1268,576.6666667,23883.85622,19931.29232,23,0,1,168915
공덕동,11440565,dong,마포구공덕동,마포구,공덕동,18970.66667,20912.66667,8829.333333,3986,3087.666667,2499.333333,523.3333333,2463.333333,2759.666667,6551,6779,6206.333333,6745.666667,4329.666667,2731.666667,1115.333333,43287.21995,12555.74169,29,3.4,1,94021
도화동,11440585,dong,마포구도화동,마포구,도화동,10713.66667,11820,3612,2049.333333,1805.666667,1614,387,1669.333333,1779.333333,3121.333333,3883.333333,3509,3534.333333,2509,1608,775,16017.02806,11289.75028,23,0,0,186060
용강동,11440590,dong,마포구용강동,마포구,용강동,10496.66667,11532,3210,1961.333333,1881,1652.333333,364,2345,2057.666667,2432.666667,3825,4424.666667,3008,1995.666667,1279.666667,588,18448.1342,17395.35231,26,3.8,1,152912
대흥동,11440600,dong,마포구대흥동,마포구,대흥동,5721.666667,6018.333333,4893.333333,1186,676.3333333,563.6666667,112.3333333,437.3333333,713.6666667,2840.666667,1829.333333,1746.333333,1635,1222.666667,872,354.6666667,12128.18895,6181.038611,41,0,3,124487
염리동,11440610,dong,마포구염리동,마포구,염리동,6007.333333,6381.333333,2443,1192.333333,979,836,183,983.6666667,1147.333333,1832.666667,1945.333333,2212,1833.666667,1150.333333,880.6666667,346.6666667,10124.85421,6599.423946,10,0,1,122033
신수동,11440630,dong,마포구신수동,마포구,신수동,10425.66667,10883,3887,2148.333333,1982,1700.666667,362,1606.666667,1931.333333,3139.666667,3444.333333,3714.666667,3153.666667,2146,1459.333333,609.3333333,18056.68512,3795.435704,17,0,0,124548
서강동,11440655,dong,마포구서강동,마포구,서강동,11880,13021,5218.333333,2220,1966.333333,1748.333333,388.6666667,1955.333333,1888.666667,4594,4364,4195.333333,3666.666667,2213.666667,1335.333333,591,19135.50013,7819.862096,40,7.5,2,159219
서교동,11440660,dong,마포구서교동,마포구,서교동,11391.66667,13192,8856,2379.333333,1460.333333,1056,269.6666667,1063.666667,1366.333333,5339,5285.666667,3842.666667,3094,2186.666667,1569,723.3333333,22981.73898,50895.96247,123,5.7,2,150469
합정동,11440680,dong,마포구합정동,마포구,합정동,8879.666667,10151.66667,5059.333333,2111,1269.666667,893.6666667,205,1363.666667,1107.666667,3615.666667,4059.333333,2707,2549.666667,1866.333333,1203.333333,476.3333333,17506.83496,11160.7752,30,0,1,125270
망원1동,11440690,dong,마포구망원1동,마포구,망원1동,10328,11467.66667,5107.666667,2438.333333,1487,1244.666667,298.3333333,1278,1534.666667,3507.666667,4159.666667,3539,3182.666667,2340,1599,576.6666667,21857.49579,3050.899761,24,4.2,0,136752
망원2동,11440700,dong,마포구망원2동,마포구,망원2동,9287,10128.66667,3190,1997.333333,1455,1395,305,1405.333333,1814.666667,2690.666667,3222.333333,3448.333333,2786.666667,2129.666667,1378,462.6666667,10771.51004,1460.684561,17,0,0,111145
연남동,11440710,dong,마포구연남동,마포구,연남동,7609,8623.333333,4944,1683.666667,1045.666667,719.6666667,207.6666667,787.6666667,924,3196.666667,3355,2476.333333,2140,1671.666667,1109,482.6666667,16320.84631,5142.717325,26,11.5,0,126666
성산1동,11440720,dong,마포구성산1동,마포구,성산1동,9503.333333,10527.33333,4299.666667,2058,1487.333333,1149.666667,320,1156,1631,3141.333333,3662,3616.333333,2830.666667,2078.666667,1366.666667,482,18526.2784,8323.644305,28,3.6,0,104942
성산2동,11440730,dong,마포구성산2동,마포구,성산2동,19314.66667,22240,8211.666667,3925.333333,3186.666667,2809,643,3019.333333,3963.333333,6601,7030.333333,7214.666667,5692.666667,4024.666667,2852.666667,989.3333333,42890.47844,10318.16901,32,0,2,140666
상암동,11440740,dong,마포구상암동,마포구,상암동,15761,17143,4313.333333,2521.333333,2431.333333,2628,718.3333333,3205,4513.333333,4192.666667,4529,6794.666667,4317.333333,2832,1686.333333,719.3333333,36184.44164,38379.43555,50,16,1,199671
양천구,11470,gu,양천구계,양천구,계,227981,235122.3333,50934,37895.33333,38238,39295.33333,8636.333333,34589.66667,54563.33333,61600.33333,62251.66667,82394.66667,77942.66667,52246.66667,26098.66667,9742.333333,448059.006,69713.65412,313,4.5,7,121926
목1동,11470510,dong,양천구목1동,양천구,목1동,15521.66667,16696,1575.666667,1756.333333,2946.333333,3414,651,3073.333333,5357.333333,3654.666667,3603,7245.666667,4932.333333,2606.666667,1224,442.3333333,26277.72514,12982.8425,36,2.8,2,204936
목2동,11470520,dong,양천구목2동,양천구,목2동,15386.33333,16011.33333,4724.666667,2896,2579.333333,2284.666667,539.3333333,2036,2914.333333,5049,5707,4848,5055.666667,3487.333333,1586,612,31428.36025,2576.260401,27,3.7,1,93391
목3동,11470530,dong,양천구목3동,양천구,목3동,11085.33333,11942.66667,3629.666667,2420.333333,1958.666667,1528.333333,328.6666667,1520,1734.333333,3705,4273.666667,3377.666667,3865.333333,2672.333333,1277.333333,518.3333333,22791.80752,2619.80513,17,0,1,128763
목4동,11470540,dong,양천구목4동,양천구,목4동,13349.66667,13792.33333,2980.666667,1895,2097,2473,533.6666667,1648,3851.333333,4186.666667,3172,5098,4797.666667,2423.666667,1384.333333,499,26621.42622,2218.205718,20,5,0,99924
목5동,11470550,dong,양천구목5동,양천구,목5동,21331,21854.33333,1648.333333,2082.333333,3709,5053.333333,852,3707.333333,7812.333333,4883.666667,4395.333333,9546.333333,6715.333333,3725.333333,1502.333333,743,38160.85998,5294.027771,21,9.5,0,196212
신월1동,11470560,dong,양천구신월1동,양천구,신월1동,11246.66667,10660.33333,4367.666667,2367.666667,1743.333333,1241,297,1258,1533.666667,2849.333333,3107.333333,3424.666667,4153.666667,3284,1689.333333,515,22745.79916,2796.750851,15,6.7,0,94044
신월2동,11470570,dong,양천구신월2동,양천구,신월2동,11116.33333,11489.33333,2403,2039,1879.666667,1621.666667,455.3333333,1721,1957.666667,2846.333333,3516.666667,3486.666667,3660,3302.666667,1536.333333,493.6666667,22383.25057,2313.052915,8,0,0,87570
신월3동,11470580,dong,양천구신월3동,양천구,신월3동,8927.333333,7955.666667,3903.666667,1790.666667,1209.333333,859.6666667,258.3333333,1069.333333,1357,2272.333333,2280,2570.666667,3235.333333,2352.666667,1264.666667,417.3333333,14868.33269,2473.388677,11,9.1,0,81027
신월4동,11470590,dong,양천구신월4동,양천구,신월4동,9422.666667,9705.333333,1524,1618.666667,1635,1577.333333,407,1803,1793,2234,2880,3148.333333,3036,2491.333333,1253.666667,420.6666667,21279.98571,2252.628534,16,6.3,0,108069
신월5동,11470600,dong,양천구신월5동,양천구,신월5동,7681.333333,7843.333333,2167.666667,1496.666667,1303,1071.666667,278.3333333,1163.333333,1406.666667,2218,2393.333333,2415,2678,1890.666667,998.6666667,314.3333333,21886.70196,3571.536391,17,0,0,77061
신월6동,11470610,dong,양천구신월6동,양천구,신월6동,3333.333333,3397,643,587.6666667,540,554,137.6666667,436.3333333,733.6666667,819.6666667,859,1071.333333,1179.666667,964.3333333,484.3333333,148.3333333,6353.200146,1233.676638,5,0,0,103225
신월7동,11470611,dong,양천구신월7동,양천구,신월7동,10875.33333,11182.66667,3054.333333,2592.666667,1855.333333,1383,289,1397.666667,1719,2846,3145,3305.666667,3850.333333,3248,1759.333333,703,21551.23316,3031.887085,13,7.7,1,78624
신정1동,11470620,dong,양천구신정1동,양천구,신정1동,10529.33333,10968.66667,1398.333333,1246.333333,1683.333333,2336.666667,478,1931.333333,3232.333333,2599.333333,2354.666667,4236.666667,3538,2023,1041.666667,441.3333333,20727.43123,2644.323905,10,0,0,126832
신정2동,11470630,dong,양천구신정2동,양천구,신정2동,10173.33333,10628.33333,1568.666667,1279.333333,1547,2207.333333,465,1392,3138.333333,2867.666667,2003,4032,3743,2052.666667,1048,452.6666667,18291.79545,1656.137237,11,9.1,0,142966
신정3동,11470640,dong,양천구신정3동,양천구,신정3동,23597.66667,24561.33333,4550.333333,4169,3871.333333,4021,1090.333333,4196.666667,5830.666667,5908.333333,6363.666667,8782,7906,5208,2790,1007.666667,46373.01691,6266.318853,19,5.3,1,137258
신정4동,11470650,dong,양천구신정4동,양천구,신정4동,17340.66667,17921.66667,6809.666667,3600.333333,2802.333333,2106.666667,543.3333333,2111.666667,2647,5375.333333,5860.666667,5544.333333,5807,4565.666667,2498.333333,731.6666667,35882.96337,7799.983139,45,4.4,1,116340
신정6동,11470670,dong,양천구신정6동,양천구,신정6동,12397,13015.33333,1009.666667,1474.333333,2262.666667,2772.333333,516.6666667,2129.333333,3893.333333,3360.333333,2914.666667,4960,4389.666667,2360,881,437.6666667,24696.98403,5806.061553,11,9.1,0,170505
신정7동,11470680,dong,양천구신정7동,양천구,신정7동,14666,15496.66667,2975,2583,2615.333333,2789.666667,515.6666667,1995.333333,3651.333333,3924.666667,3422.666667,5301.666667,5399.666667,3588.333333,1879.333333,844.3333333,31814.3853,2154.308319,11,0,0,158571
강서구,11500,gu,강서구계,강서구,계,289674,306909.6667,104800,58853.33333,47245.66667,40233.66667,9554.333333,46097,49137.66667,87474,106103.3333,94312.66667,90933,70958.33333,36076.33333,13140.66667,572348.9807,194449.7607,561,5.5,17,133229
염창동,11500510,dong,강서구염창동,강서구,염창동,20044.66667,20863.66667,3907.333333,3126,3805,3972.666667,767,4302.666667,4676.333333,5299.333333,6968,7708,5985,3679.333333,1605.666667,581.3333333,35913.96202,11146.0188,25,0,1,127321
등촌1동,11500520,dong,강서구등촌1동,강서구,등촌1동,11087,12325.66667,6551,2321.666667,1653,1358,270,1529,1535.333333,4555.666667,5495,3344,3166.333333,2009,1045.333333,611,20443.60166,26620.38021,32,3.1,1,90788
등촌2동,11500530,dong,강서구등촌2동,강서구,등촌2동,10902.33333,11038.66667,2688,2017.666667,1848.666667,1634.666667,390.6666667,1583,1853.333333,3400.333333,3817.666667,3190,3679.333333,2711.333333,1205.333333,411,22290.22047,2473.991772,10,20,0,107636
등촌3동,11500535,dong,강서구등촌3동,강서구,등촌3동,15760.66667,17188,5738.333333,3922.333333,2625.666667,1981,402.6666667,1862.333333,2663.333333,4614,4830,4399.666667,5993.333333,4650.666667,2331.666667,1340.666667,23904.55924,14038.11646,30,0,0,141066
화곡1동,11500540,dong,강서구화곡1동,강서구,화곡1동,26338.33333,27221.66667,12451.66667,6135.333333,4306.333333,2747,667.3333333,3377.666667,2890.666667,8750.666667,11529.33333,7670.666667,8002,6684,3504.333333,996.3333333,50005.3399,4672.064601,57,8.8,1,107403
화곡2동,11500550,dong,강서구화곡2동,강서구,화곡2동,9557.333333,10084,2854,2057,1646.666667,1190,354.6666667,1553,1672,2631.666667,3493.333333,3406.666667,2921.333333,2356.666667,1218,332,20268.1001,1749.897492,11,9.1,0,96005
화곡3동,11500560,dong,강서구화곡3동,강서구,화곡3동,10881.66667,11730.33333,3300.666667,2160,1877,1578,396,1496,1796.333333,3353.666667,3540.333333,3324,3622.666667,3241.333333,1632,503,22232.05766,2017.858944,15,6.7,0,111713
화곡4동,11500570,dong,강서구화곡4동,강서구,화곡4동,10939.33333,11284.66667,3590.666667,2460,1864,1327,318.3333333,1436.666667,1567.666667,3053.666667,3881.333333,3490.666667,3699,2971,1526.666667,527.3333333,21504.51105,1856.255712,17,5.9,0,124698
화곡본동,11500590,dong,강서구화곡본동,강서구,화곡본동,17510.33333,18349,7115,3779.666667,2812,2161,541,2795.666667,2790.333333,5493.333333,7031.666667,5985,5020.333333,4001.333333,1993.666667,632.6666667,39669.23191,2604.567797,27,7.4,0,98917
화곡6동,11500591,dong,강서구화곡6동,강서구,화곡6동,12259.66667,12492.33333,5371.333333,2493.333333,1897,1576.666667,365.3333333,1516,1856.333333,3920,4173.333333,3759,4139,3332.333333,1467,510.6666667,26502.2269,10905.29506,33,3,0,99713
화곡8동,11500593,dong,강서구화곡8동,강서구,화곡8동,12706.66667,13622.33333,4390.333333,3106.666667,2125,1585.666667,373,1746,1842,3839.333333,4885.333333,4147.333333,4006,3409.666667,1887.666667,491,24653.2489,1703.413915,15,0,1,170331
가양1동,11500603,dong,강서구가양1동,강서구,가양1동,15707.33333,17695,12202.33333,2615,2103,1804.333333,438,2073.333333,2133.333333,7937.666667,7964,4551.333333,4364.666667,2716.333333,1138,443.3333333,30878.21809,25346.57996,88,8,2,238109
가양2동,11500604,dong,강서구가양2동,강서구,가양2동,7380.333333,8183,4049.666667,2149.666667,1093.666667,582,126.3333333,593,572,2108.333333,2716.666667,1532,2761.666667,3012,1463.666667,680.3333333,15896.58144,2293.152342,6,0,1,151529
가양3동,11500605,dong,강서구가양3동,강서구,가양3동,7721.333333,8627,3240,2419,1377.333333,669,176,898,786.3333333,2087.666667,3289.666667,2058.333333,2579.666667,2538,1433.666667,586.3333333,23497.00536,8273.351432,8,0,0,95083
발산1동,11500611,dong,강서구발산1동,강서구,발산1동,18424.33333,20185.33333,2803.666667,2987.666667,3091.666667,3596,909,4054.666667,5266.666667,4675.333333,5029.333333,7597.666667,5689.333333,3523.333333,1978.666667,680,37460.66881,7784.783035,33,3,0,115386
우장산동,11500615,dong,강서구우장산동,강서구,우장산동,22135.33333,23921,3816.333333,3140,3701.333333,4304.666667,883.3333333,4442,5730,5503,6652.333333,8950.333333,6720.333333,4891.333333,2352,673.3333333,49194.24278,5116.381373,28,10.7,1,148765
공항동,11500620,dong,강서구공항동,강서구,공항동,14002,13759,5607.333333,2686.666667,2103.333333,1767.333333,458.6666667,2851.333333,1818.666667,4033,5581.666667,4199.666667,3955,2987,1643.666667,583,29916.9167,42746.36823,46,6.5,4,123722
방화1동,11500630,dong,강서구방화1동,강서구,방화1동,22448.66667,23426,4962,3850.333333,3629,3737,1002.333333,4962.666667,4340.333333,5696.666667,7297.333333,7895,6801,5185.666667,2604.333333,923.6666667,33422.95936,7944.650374,33,9.1,2,120472
방화2동,11500640,dong,강서구방화2동,강서구,방화2동,11951.33333,12185,5538,2552.666667,1732,1302,359.6666667,1380.666667,1655.333333,3598.666667,3817,3407,3894.666667,3442.666667,2028.666667,783.3333333,27547.30776,4396.141118,28,0,2,63438
방화3동,11500641,dong,강서구방화3동,강서구,방화3동,11915.33333,12728,4622.333333,2872.666667,1954,1359.666667,355,1643.333333,1691.333333,2922,4110,3696.333333,3932.333333,3615.333333,2016.333333,850.3333333,29962.96523,4157.517438,19,0,1,131854
구로구,11530,gu,구로구계,구로구,계,200124,204023.6667,66751,40504,32714,28182.66667,6869.333333,30913.33333,32410.66667,55042.66667,65174.66667,64674.33333,64203,51546.66667,29027.66667,9747,402826.6806,175027.0702,351,5.1,10,112623
신도림동,11530510,dong,구로구신도림동,구로구,신도림동,18228,19012.33333,2978,2901,3282,3319,685,3922.666667,3658,4576,6748,6610.333333,5279.333333,3925.666667,1791,633,39317.29729,10635.62186,32,3.1,2,113670
구로1동,11530520,dong,구로구구로1동,구로구,구로1동,10569.66667,10846.33333,2190.333333,1840.666667,1856,1904.333333,383.3333333,2142.333333,2113.333333,2676.333333,4066.333333,3678,3098.333333,2335,918,327,21894.29721,2512.943229,10,10,0,116460
구로2동,11530530,dong,구로구구로2동,구로구,구로2동,13132.33333,12831.33333,6180.666667,2971.666667,1833.666667,1260,338.6666667,1171,1701.666667,3416.666667,3201,4097.333333,4954.666667,3852,2607.666667,833.6666667,25352.46303,26386.58177,26,7.7,1,114919
구로3동,11530540,dong,구로구구로3동,구로구,구로3동,12619,12204.33333,7655.666667,2243,1609.666667,1263,309,1647.333333,1548.333333,4462.333333,5528,4112.333333,3042,2469,1437,508,24583.84431,80182.56628,69,1.4,2,153840
구로4동,11530550,dong,구로구구로4동,구로구,구로4동,10544,10890,5075,2519.666667,1580.333333,1064.333333,232.3333333,1048.333333,1353.333333,2954,3291.333333,3321.666667,3707.666667,2968.333333,2001.666667,689.3333333,18455.89588,2230.707059,18,0,0,127658
구로5동,11530560,dong,구로구구로5동,구로구,구로5동,14569.66667,15551,7022,2921.666667,2209.666667,1815,418.6666667,2141.333333,1871.666667,5064.333333,5758,4381.666667,4737.333333,3459.666667,1971.666667,653.3333333,29269.54717,19199.88062,28,7.1,1,102922
가리봉동,11530595,dong,구로구가리봉동,구로구,가리봉동,5286,4394,3972.666667,976,497.6666667,301,84,316.3333333,406,1267.666667,1199.333333,1506,2111,1571,878.6666667,358.6666667,9398.895012,1583.640208,16,18.8,0,84621
고척1동,11530720,dong,구로구고척1동,구로구,고척1동,12065.33333,12041.66667,2973,2228.666667,1910.666667,1913,417,1594.666667,2286,3323,3185.333333,3840.666667,4118.666667,3324.333333,1792.333333,553,25061.42899,6782.022521,13,0,0,110201
고척2동,11530730,dong,구로구고척2동,구로구,고척2동,14263.33333,14480,3765.666667,2766.666667,2333,2132.333333,489.3333333,2185.333333,2566.333333,3805,3804.333333,4742,5025.333333,3666.333333,2107,759.3333333,29165.93765,2092.47897,22,9.1,0,78301
개봉1동,11530740,dong,구로구개봉1동,구로구,개봉1동,16734.66667,16689.33333,4862,3433,2641.333333,2206,568.3333333,2374.333333,2722,4332.666667,4743.666667,5192.333333,5738.333333,4700.333333,2655.333333,862.6666667,37177.53209,3590.807727,20,5,1,98441
개봉2동,11530750,dong,구로구개봉2동,구로구,개봉2동,16204.33333,16926,3157.666667,3221.333333,2919,2430.333333,593,2757,2642,3978.666667,5333.333333,5057.333333,5158.333333,4741,2586.666667,749.6666667,31315.00131,1456.804722,11,0,0,126892
개봉3동,11530760,dong,구로구개봉3동,구로구,개봉3동,10610.33333,11035,2628,2368.333333,1893.333333,1498,359,1536.333333,1688.666667,2805.666667,3351.333333,3363.666667,3551,3088,1619,559.3333333,21941.74897,4831.898822,9,11.1,0,89238
오류1동,11530770,dong,구로구오류1동,구로구,오류1동,10757.33333,11206.66667,5671.333333,2456,1647,1217.333333,318,1380.333333,1325.666667,3585.333333,4348,3095,3124,2798,1655,580,18447.66875,2479.713773,24,4.2,0,115770
오류2동,11530780,dong,구로구오류2동,구로구,오류2동,22104,23327.33333,4392.333333,3905,3078.333333,3022,929.6666667,4838.666667,4265.666667,5621,6907.333333,7535.666667,6462,5273.333333,3234,1121.666667,47244.25289,4945.752791,30,6.7,2,130308
수궁동,11530790,dong,구로구수궁동,구로구,수궁동,12436,12588.33333,2870.333333,2563.333333,2124,1690.333333,484.6666667,1857.333333,2262,3174,3709.333333,4140.333333,4095,3374.666667,1772.666667,558.3333333,24911.01825,4152.002164,23,4.3,1,81278
금천구,11545,gu,금천구계,금천구,계,118972.6667,115124.3333,50854.66667,24205.33333,17518.33333,14110.33333,3509,14528.33333,16758,35721.66667,36280.66667,35302.66667,42018,30177.33333,16926,5473.666667,237661.8895,192664.5333,268,2.2,3,109204
가산동,11545510,dong,금천구가산동,금천구,가산동,11482.66667,9319,10141.66667,1832.666667,1091.333333,735.6666667,167,862.3333333,803.6666667,5187.666667,4692,2682.333333,3040,2123.333333,1037.333333,316.3333333,22705.68545,155091.3579,110,0,1,133177
독산1동,11545610,dong,금천구독산1동,금천구,독산1동,20725,19288.33333,10117.33333,3996.666667,3061.666667,2589.666667,621,3330,2422.666667,6622,7991,5968.333333,6163,4212.333333,2413,780,39649.48883,18341.18745,38,2.6,1,111957
독산2동,11545620,dong,금천구독산2동,금천구,독산2동,10175.66667,9795,4055,2189.666667,1576.666667,1111.333333,263,1070.666667,1464.333333,2891.333333,2708,2996.666667,4141.666667,2769,1426.666667,422.3333333,20299.22479,1746.483405,14,7.1,0,84197
독산3동,11545630,dong,금천구독산3동,금천구,독산3동,12924.66667,12601.33333,5871.333333,2831,1875.666667,1413.333333,335.3333333,1252,1672.333333,3812,3736,3770,5084,3593.666667,1894,603,24177.17475,4549.95147,18,0,0,90039
독산4동,11545640,dong,금천구독산4동,금천구,독산4동,8257,8101,3397,1791,1207.333333,906.3333333,248.3333333,793,1195,2351.333333,2128.333333,2546,3427,2307,1224.333333,330.3333333,16127.1939,1746.511324,14,7.1,0,95417
시흥1동,11545670,dong,금천구시흥1동,금천구,시흥1동,17362,17267,6734,3628.333333,2639.333333,2163.666667,532,2250.666667,2641,4906.666667,5245.333333,5300.666667,6202,4417.333333,2649,864.6666667,40454.43953,11871.07635,37,5.4,1,118723
시흥2동,11545680,dong,금천구시흥2동,금천구,시흥2동,11152.66667,11733.66667,2071,2019.333333,1834.666667,1824,460.6666667,1822.666667,2343.333333,2720.666667,2808.666667,3855.333333,3941.333333,2929.333333,1732,610.3333333,24781.99231,1549.412884,3,0,0,152814
시흥3동,11545690,dong,금천구시흥3동,금천구,시흥3동,5782.333333,5757.666667,1454.666667,1299.666667,934.6666667,758,217,696.6666667,802.3333333,1527.666667,1608,1651,2128.333333,1771.666667,999,307,9140.191109,7207.92829,9,0,0,84551
시흥4동,11545700,dong,금천구시흥4동,금천구,시흥4동,10802.66667,10977.33333,3164,2254.666667,1754,1440.333333,355.6666667,1348.666667,1741.333333,2981,2871,3299.333333,4142.666667,3102.666667,1673.333333,540,23428.40697,969.6710319,12,8.3,0,85187
시흥5동,11545710,dong,금천구시흥5동,금천구,시흥5동,10308,10284,3848.666667,2362.333333,1543,1168,309,1101.666667,1672,2721.333333,2492.333333,3233,3748,2951,1877.333333,699.6666667,19233.13493,1999.791027,13,0,0,125931
영등포구,11560,gu,영등포구계,영등포구,계,183398.6667,185038,82307.66667,35405.33333,28169.33333,23571,5424.333333,26106.33333,25987.66667,55929.66667,66217,56608.33333,56813,43430.66667,25832.33333,9862.333333,414505.8014,560740.2639,490,6.1,15,115338
영등포본동,11560515,dong,영등포구영등포본동,영등포구,영등포본동,11370,10929,4612.666667,2048.666667,1673.333333,1471,342.6666667,1661,1533.666667,2896.666667,3515.666667,3440.666667,3788,3015.333333,1707.333333,624.3333333,26799.02227,3903.051971,22,4.5,1,91780
영등포동,11560535,dong,영등포구영등포동,영등포구,영등포동,14129.66667,11606.33333,12701.33333,2257.333333,1330.333333,1009.333333,224.6666667,1232.333333,978,5506.333333,6056.333333,3366.333333,3652.333333,2825,1479,534.6666667,22663.07654,22242.61803,70,4.3,1,123854
여의동,11560540,dong,영등포구여의동,영등포구,여의동,16005.66667,17814,4092.666667,2994.333333,2969.333333,2742.666667,591,3092,2944,3926,5346.333333,5528.666667,5011,3889.666667,2651.666667,1231.666667,41420.38403,362661.1189,91,9.9,4,228571
당산1동,11560550,dong,영등포구당산1동,영등포구,당산1동,10267.33333,10569,5468.666667,2171,1530.666667,1148,271.3333333,1305.333333,1182.333333,3399.666667,4196,3083.333333,3091.333333,2532.666667,1417,540.6666667,20948.23879,18904.55719,33,9.1,1,98208
당산2동,11560560,dong,영등포구당산2동,영등포구,당산2동,16833,18940.66667,8858.666667,2956,2675,2369.333333,523,2788.666667,2341,7077.666667,7780.666667,4999,4680.666667,3358.666667,1810.666667,790,35538.69423,32162.80764,39,0,1,145663
도림동,11560585,dong,영등포구도림동,영등포구,도림동,9565,9373.666667,4555.666667,2037.666667,1400.666667,1002.333333,249,1174,1070,2766.333333,3487.333333,2965.333333,3142,2211,1459,578,30671.62007,3444.988849,11,9.1,0,91062
문래동,11560605,dong,영등포구문래동,영등포구,문래동,15821.33333,16169.33333,3654.333333,2702.666667,2754.666667,2631.333333,569.6666667,3386,2975.666667,3623.333333,6096,5629.333333,4055.333333,3404,1913.666667,761,27314.91681,35861.64886,39,0,1,107414
양평1동,11560610,dong,영등포구양평1동,영등포구,양평1동,8829.666667,8882.666667,4478.333333,1955,1361.333333,969.6666667,199,1419.666667,1116.666667,2562.333333,4294.333333,2825.666667,2162,1732,1110,409.3333333,17671.38584,19562.79691,19,5.3,1,82771
양평2동,11560620,dong,영등포구양평2동,영등포구,양평2동,11342,11329,4138.333333,2132,1811,1619,317,1839,1839,3711,4968.666667,3627,3072.333333,2041.666667,1069.666667,437.6666667,26374.44626,40494.28771,38,10.5,1,105215
신길1동,11560630,dong,영등포구신길1동,영등포구,신길1동,8868.666667,8602,6308.333333,1800.666667,1106,768.6666667,203,735.3333333,1045.666667,3084.666667,2958.666667,2589.666667,2738,2167.333333,1488,569.3333333,15134.68592,3283.190411,17,11.8,1,73102
신길3동,11560650,dong,영등포구신길3동,영등포구,신길3동,8077.666667,8124.333333,2988.333333,1675.666667,1467,1169,302.6666667,1097.333333,1245,2094.666667,2214.666667,2575.666667,2912.666667,2237.666667,1286.666667,465.3333333,15914.80106,1488.669207,10,10,0,124499
