NM,CD,GUBUN,,자치구,행정동,,,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
장지동,11710646,dong,송파구장지동,송파구,장지동,16769,17752,3581.333333,3061.333333,2839.666667,2461.666667,597,2940.666667,3447.333333,4852.333333,5521.333333,5483,5797.333333,3914.333333,1743,673,36477.85719,8864.904915,24,0,1,111685
위례동,11710647,dong,송파구위례동,송파구,위례동,13878,14626.66667,1053.333333,1773.333333,2313.666667,2914,765.6666667,5000.666667,3369.333333,2877.666667,5506.666667,5414.666667,3290.666667,1920,797,264,27992.16254,2244.343175,14,0,1,231610
잠실본동,11710650,dong,송파구잠실본동,송파구,잠실본동,13777.66667,15319.66667,8231.666667,2955.333333,2015,1546.333333,359,1549.333333,2081,5044,6302.333333,4690.666667,4207.666667,3173.333333,1482.333333,481,23911.17104,11443.04372,57,8.8,0,145763
잠실2동,11710670,dong,송파구잠실2동,송파구,잠실2동,17575.66667,19237,1812,1881,3087.333333,4292.666667,735.3333333,4583.666667,6076.333333,3277.333333,4891.666667,8993.333333,4358.666667,2676.666667,1453,396.3333333,27878.78704,2633.651127,23,8.7,0,511634
잠실3동,11710680,dong,송파구잠실3동,송파구,잠실3동,17206.33333,18865,1911.333333,2551.666667,3273,3574.333333,701.6666667,3523.333333,4046.666667,4303.666667,5121.666667,6294.666667,5343.333333,4530.666667,2153.333333,626.3333333,35929.36419,5225.873555,17,0,1,183093
잠실4동,11710690,dong,송파구잠실4동,송파구,잠실4동,13884.66667,14892.66667,1200.333333,1428,2052.333333,2218.666667,428.6666667,3761.666667,2724,2908.333333,5045.333333,5098,3919.666667,3271,1445.333333,482.3333333,55904.48131,2000.310126,7,0,1,433531
잠실6동,11710710,dong,송파구잠실6동,송파구,잠실6동,8241.333333,9044.666667,966.3333333,1322.333333,1589,1559.333333,375,1446.666667,1716,2260,2595.333333,2652,2798.666667,2291.666667,1003.666667,430,32729.34291,175667.4253,30,0,2,262823
잠실7동,11710720,dong,송파구잠실7동,송파구,잠실7동,4809,5507.333333,525.3333333,817.6666667,896.3333333,958,217,671.6666667,1182.333333,1341.666667,1184.333333,1560,1665.333333,1428.333333,844,374.3333333,9121.669669,607.9927942,2,0,1,118629
강동구,11740,gu,강동구계,강동구,계,210904.6667,215198.6667,65816.66667,41441.66667,36772.33333,33557,7837.333333,31401.33333,38895.66667,57767.33333,66527.33333,68740.66667,70861.66667,54502,26567.33333,9037,412498.3678,100111.1632,403,4.5,10,109830
강일동,11740515,dong,강동구강일동,강동구,강일동,15779.33333,16823,2323,2626,2238.333333,2760,1013,3142.333333,4559,3929,3715.333333,5777,4981.666667,3533.333333,1941.666667,869,24566.08123,15966.2229,21,9.5,0,221970
상일동,11740520,dong,강동구상일동,강동구,상일동,5527.333333,5533.333333,1525.666667,1561.333333,1825.666667,1961.333333,435.6666667,668.3333333,1314.666667,1453.333333,1390.666667,1677.333333,2100.333333,1536.666667,639.3333333,225.6666667,16355.04602,5817.023653,11,0,1,77462
명일1동,11740530,dong,강동구명일1동,강동구,명일1동,10949.66667,11360.33333,2291,2361.666667,2376.666667,2297.333333,471.6666667,1644.666667,2551.666667,2914.333333,3091.666667,3749.333333,3653,2898.666667,1240.666667,459.3333333,21553.29978,3325.421556,19,0,2,119494
명일2동,11740540,dong,강동구명일2동,강동구,명일2동,8915.666667,9052,1169.666667,1079,1361.333333,1865.666667,402.6666667,1205.666667,2734.333333,2359,1900.333333,3229,3069,2249.333333,827.3333333,313.6666667,19061.98626,2854.347595,15,0,0,103300
고덕1동,11740550,dong,강동구고덕1동,강동구,고덕1동,13873.66667,13450.66667,1607,1584.333333,2314.333333,2804.333333,568.6666667,3392.666667,3426.333333,2850,4436,5300,3780.666667,2569,1009.333333,432.6666667,24481.41028,1502.639564,8,0,1,147885
고덕2동,11740560,dong,강동구고덕2동,강동구,고덕2동,3934.333333,3485,2071,1834.666667,1832.666667,1808.333333,326.3333333,309,585.3333333,956,798,1100.666667,1546.666667,1208.666667,613.6666667,251,6388.665914,1371.384648,6,0,0,80778
암사1동,11740570,dong,강동구암사1동,강동구,암사1동,18606,18739,6228,3741.333333,3076.666667,2420.333333,539.3333333,2588.666667,3078,5109.666667,5991.333333,5973,6370.666667,4765,2496.333333,820.6666667,51601.88849,3573.756105,32,3.1,1,111446
암사2동,11740580,dong,강동구암사2동,강동구,암사2동,7128.333333,7500.666667,1921.333333,1487,1338.333333,1177,233.3333333,1362.666667,1074,1923.333333,2702.333333,2374.333333,2226.666667,1699.333333,932.3333333,277.6666667,7415.844053,1306.30305,10,0,0,120630
암사3동,11740590,dong,강동구암사3동,강동구,암사3동,9258,9630.333333,1102.666667,1380.666667,1611,1697.666667,418.6666667,2157,2083,2086,2854.666667,3387.666667,2782.333333,2220,961.3333333,284.6666667,25655.36021,1662.07857,7,0,0,63442
천호1동,11740600,dong,강동구천호1동,강동구,천호1동,14195,14515.66667,5227.333333,2989.333333,2366,1714,410.6666667,1684,2152,4048,4442.666667,4273.666667,5085,4121.333333,2127,658,30739.36894,2748.506133,23,13,0,84099
천호2동,11740610,dong,강동구천호2동,강동구,천호2동,17775,17724.66667,8584,3938,2662.666667,1878,426.6666667,2014.333333,2194,4855.666667,6393.333333,5380.666667,6350.666667,4718.666667,2623.333333,808.6666667,30165.30815,6629.171879,50,6,0,112203
천호3동,11740620,dong,강동구천호3동,강동구,천호3동,13814.66667,14136,6707.333333,2930.666667,2136.333333,1478.666667,336.6666667,1702.333333,1578.666667,4128,5071.333333,4071.333333,4747,3906.333333,2006.333333,637.6666667,38762.64817,5668.522258,30,3.3,0,113511
성내1동,11740640,dong,강동구성내1동,강동구,성내1동,10092.66667,10755.33333,2416.666667,1879.666667,1805,1599,366.3333333,1735.333333,1959.666667,2756.333333,3510,3507,3183.666667,2528.666667,1196.666667,400,18394.40979,16943.6104,23,4.3,1,106218
성내2동,11740650,dong,강동구성내2동,강동구,성내2동,12379.66667,12528.66667,6382.666667,2729.666667,1912,1194,295.3333333,1298,1392.666667,3857,4593.333333,3724.333333,4207,3361,1818.666667,556.3333333,26787.90072,3970.882055,25,4,2,114348
성내3동,11740660,dong,강동구성내3동,강동구,성내3동,11802.33333,11962.33333,3995.333333,2327,1901.666667,1677.333333,390.6666667,1450.666667,2121.666667,3540.666667,3781.333333,3815,4058.666667,2924.666667,1529.333333,467,26357.37017,7509.505851,33,6.1,1,111500
길동,11740685,dong,강동구길동,강동구,길동,22871,23716,8534,4463,3675.666667,3007,743.6666667,2952.666667,3452.666667,6930.666667,7658.666667,7074,7902.333333,6477,2973.333333,985,64610.31008,14956.45663,65,3.1,1,115451
둔촌1동,11740690,dong,강동구둔촌1동,강동구,둔촌1동,138.3333333,146.3333333,114.3333333,20,11.33333333,14,2,8,7,22.33333333,32.33333333,50.66666667,38,63.66666667,37.66666667,9,318.881574,304.5267765,4,0,0, 
둔촌2동,11740700,dong,강동구둔촌2동,강동구,둔촌2동,13863.66667,14139.33333,3615.666667,2508.333333,2326.666667,2203,456,2085,2631,4048,4164,4275.666667,4778.333333,3720.666667,1593,581,17465.16491,4515.260983,21,9.5,0,90375
