임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수,폐업률
-2409,-46,50.333,1551.667,75.333,56.333,-7,54.333,24.333,36.667,-690.333,-73.333,88.333,236.667,72.84808,-27633.7,47,0,0,0,0,-1,1,-1,0,2,2.1
-30201,8.333,-8.667,157,-12.333,17.667,89,80.667,22.667,31,-559.333,-283.333,-173,-23,12.69478,8161.254,22,0,0,0,0,-1,-1,-2,-1,1,9.1
-9653,5.667,-31.333,93.667,28.333,34.667,143.667,60.667,28.667,1,-662.667,-92,72,123,50.72441,9253.544,12,1,0,0,0,2,0,0,0,0,0
-17049,-17.333,-46,126.333,49,40.333,88,52.667,45,6.3333,-802.333,-117.333,78,197,72.84844,5947.872,14,2,0,0,0,0,0,-1,0,0,0
9668,-9,15.667,1704.333,29.667,-81.333,-117,-62.333,-45.333,-17,-377,-443.667,-363.333,-197,108.3476,-3469.67,27,-1,1,0,0,0,0,0,0,1,0
-11077,-0.667,1,250,103.333,103,245.333,67,29.333,7.3333,-987.667,-88,112,148.333,90.23773,-3762.49,30,2,0,0,0,0,0,0,0,0,10
36123,-31.667,-20.667,30.333,56.333,32.333,159.333,62.333,37,14.3333,-196.667,-106,-6.333,116.333,187.5545,-20530.7,23,0,0,0,0,0,0,1,0,2,0
1607,180.333,53,266.333,276.333,243.667,251,95.667,74.667,19.6667,-146.333,-131,-64,126.333,-176.208,-412.991,13,2,0,0,0,0,0,0,0,0,7.7
36345,-21,-27.3333,130.667,32.667,15.667,19.667,50.667,22.667,0.6667,-396.333,-99.333,38,88.6667,-16.7432,-3619.72,10,0,0,0,0,0,1,0,0,1,0
2542,7,-18,85.667,-17.667,12.333,17,17.333,18.6667,14.3333,-141,-43.333,12.667,42.3333,-10.3828,19250.47,6,-1,0,0,0,0,0,0,0,0,0
6397,-54.333,-89,173.667,102.333,27,91.667,58.333,39.333,39.6667,-664,-95.333,15.667,250.333,-152.87,-14691.4,36,1,0,0,0,1,1,0,0,2,8.3
-16479,101,55.667,174.667,434.667,636,1101.333,316.667,16,24.3333,-222,-38.667,46.333,134,18.08775,-4702.94,9,-2,0,0,0,0,0,0,-1,1,0
-22497,2.667,-4.333,150.333,98,52,163.667,43,0.333,18,-530.333,-103,66,120.333,-10725.7,10566.54,31,1,0,0,0,-1,1,-1,0,0,0
1355,17.333,7.333,401.333,299.667,142.667,184,88,20.667,30,-754,-139.667,96.333,185.667,-106.279,39160.08,16,2,0,0,0,0,0,-1,0,0,6.3
-4508,-23.333,-4.10E+01,78,-10.667,-6.667,18.333,32,10.667,8,-53.333,-85,37,109.667,-11.779,14493.96,7,-1,0,0,0,-1,0,-1,0,0,0
-11224,-49.333,-20.667,68.667,6,-51.667,56.667,14.333,30.333,26.3333,-5,48,177.333,268,-49.8544,12080.97,11,0,0,0,0,0,0,0,0,0,0
9468,-9.333,0.333,272,25,81.333,122,2.333,62.333,14,-868.67,-69.667,122.667,174.667,81.81497,-7948.98,35,-2,0,0,0,0,0,0,0,0,2.9
-28515,48.3333,2.6667,467,226.333,75.333,33.333,20.333,4.6667,15,-523.667,56.333,68.3333,97,926.8448,-3614.71,23,1,1,0,0,-1,0,-3,0,0,0
19604,26.333,-5.667,580.667,272.667,127,405.333,155.333,-10,16.6667,-2812.67,-442.333,-274.667,-123,-47.749,-18719,43,0,1,0,0,0,0,0,0,1,7
19420,-8.667,-0.333,157.333,103.667,109.333,230.333,46.667,63.333,29,-884.333,-85,120,267,-25.3596,-9384.6,24,-2,0,0,0,0,-1,1,0,0,0
-8745,2.3333,-36.6667,166,96,44,132.333,58,5.667,26.3333,-816.667,-29,54.6667,67,12.15155,8692.22,20,1,0,0,0,0,0,0,-1,1,5
19287,-20.333,-63.333,150,51.667,-0.667,88.333,34.333,2.333,27.6667,-625.333,-64.667,136.667,170,-3.04359,16266.31,21,0,0,0,0,0,0,0,0,1,0
-9414,-24.333,-19.667,49,55,51.333,63,21,38.667,1.6667,-433.667,-71,55.333,107,265.8683,6792.217,22,0,0,0,0,0,0,-1,0,0,0
-9654,31.3333,31.667,306,184.667,77.667,240.667,60,18,19.3333,-996.333,-160.667,88.333,156.6667,264.98,-15470.5,27,-1,0,0,0,-1,1,-3,0,0,0
4180,41.6667,-10.333,301,228.667,215,464.333,94.667,18.667,8,-721.333,29,98,120.6667,-60.0967,33069.11,10,0,0,0,0,0,0,0,0,0,10
-11383,-34.333,0.333,365.667,42.333,26,99.333,3,23,17.3333,-191,-99.333,140.667,102.333,7.060067,-1147.97,22,-1,0,0,0,0,1,0,0,0,4.5
-12895,199,21,361,595.667,610.333,1159,238.333,34.333,17.3333,-973.667,-18.333,156.667,85.667,36.77153,19213.04,27,2,0,0,0,0,-1,-2,0,0,3.7
-681,18.6667,19,391.667,217.333,159.667,215.667,65,12.6667,14.6667,-1499,59.667,70.3333,59,47.86612,16463.73,44,0,-2,0,0,-1,2,-1,0,1,4.5
25921,-45.667,28,-19,2.333,-2,53.333,12,27.333,7,-129.333,-75.667,68.667,126.667,-5.08269,22975.08,4,2,0,0,0,0,0,0,0,0,0
-11873,104.3333,-0.667,201.667,367.667,426.333,896.333,146,26,2,-518.667,-43,95,101.3333,-49.2821,-12275,23,4,0,0,0,1,1,-3,0,0,8.7
-5549,14.6667,45.333,787.333,249.667,24.333,57.667,10.333,21.667,15.6667,-396,-45.667,67.667,96.6667,45.04424,-24144.8,43,1,0,0,0,1,-1,-4,1,0,4.7
25558,-3,-41.333,-0.333,2.667,-40.667,18,64.667,10,14,-250.333,-111.333,177,209.667,50.2905,-7133.38,7,0,0,0,0,0,0,0,0,0,0
-8848,51,-11,149.333,103,138,226.333,78.667,40.333,31,-339.667,-121,76,243.667,54.98414,-8235.96,21,0,0,0,1,0,0,0,0,0,9.5
-18715,-8.333,-80.333,72,38.667,40,147.667,66.333,59.667,-7.6667,-406.667,-173,168,192.333,6.841129,3520.25,21,-1,0,0,0,0,-1,0,0,0,9.5
-33325,-23.333,-12,63,105.667,51.667,53.333,35.667,11,3.6667,-219.333,-53,-3.667,52.333,345.9634,-26070,35,3,0,0,0,0,2,-1,1,1,8.6
52966,50.333,66,224.333,270,161.333,134.333,87,65.6667,19.6667,-554,-106.667,-94.333,20,-1405.61,5677.418,44,-7,0,0,0,1,-1,-1,0,1,4.5
-2741,5,-47.333,119,116,47.333,42,6,55.333,18.6667,-863.667,-184.333,0.667,97.333,192.5916,-40409.3,86,1,1,0,0,-1,1,-2,0,0,3.5
-72014,5.667,-19.667,112.667,69,-6,113,3.667,28.667,5.6667,-205,-86.333,-62.333,45.667,1075.614,-40603.1,37,1,0,0,0,0,0,0,1,0,2.7
-932,-27.667,-64.667,57.333,11.333,-30.667,70,51.333,49.333,-1.6667,-127.333,-21.333,-34,19,-50.6727,10698.75,37,-1,1,0,0,0,0,0,0,1,2.7
34981,-44,-97.667,30.667,-8,-129,62.667,18.667,7.6667,20.6667,-26,3.6667,8,97,2.031834,28452.33,7,1,0,0,0,1,0,0,0,1,0
27821,-24.667,29.667,77.667,-16,52.333,35,-2,8.333,12.6667,-275,-292.333,-413,-448.667,573.685,-5409.6,28,-2,0,0,0,-1,0,0,0,2,7.1
-147527,-61.333,-8.70E+01,6.333,-78.667,-95.667,17.333,-45,28,-8.3333,478.6667,566,604.667,753.333,-19.3156,-3471.75,9,1,0,0,0,0,0,0,0,1,0
-53078,-9.333,64.333,44.333,58.333,82.667,75,91.667,26,2,-3.667,-121.333,-190.333,-48.667,-84.0364,-3251.13,8,3,0,0,0,0,0,0,0,0,0
42209,94.667,4.53E+01,3,107.333,130.667,4.667,26.667,42.333,3.3333,-22.667,14.333,-54.667,103.667,873.5492,-11234.7,42,0,0,0,0,0,0,-1,0,1,0
5080,-27,-13.667,6.333,-40,47,8,26,19.333,17,-87,-84,1.333,40.333,125.7894,-9530.71,24,-1,2,0,-1,0,0,-1,0,0,12.5
-10430,-28,10.667,38,-7,71,44.333,1,43.667,21.3333,-142,-68,14.667,30,82.02947,-7924.74,17,1,1,0,0,0,0,3,0,0,5.9
21750,-32,-93.333,-121,-89,-94,-98.667,-29,19.667,-4.3333,635.333,393.667,454.667,470.667,-149.186,3611.909,27,-3,0,0,0,-1,1,0,0,1,0
-95264,-19,-29,1.333,-26.667,-30,-19.667,41.333,17.667,-1,63.333,-83.667,-55.333,33.333,261.7072,-2151.29,17,1,0,0,0,0,0,0,0,0,0
-10632,-53.667,-59.333,-24.333,-83,-28.333,41,-46.333,8,14.6667,-17,40,154.333,225,237.1641,19134.99,25,-2,0,0,0,0,1,0,1,0,0
17281,-102.333,-14,65,14.333,34.333,125.667,39,76.333,4,-188.333,-113.333,-3,280.333,2148.136,-35865.5,50,3,0,0,-1,0,0,-1,1,1,0
-9410,6,12.667,78.333,-1,67,78.667,53,64,8.3333,-67.667,57.333,61.333,83,-2701.47,72808.69,53,0,0,0,0,0,1,-1,0,1,0
34061,-24.667,-5,-23.333,-42,79,-1.667,23,24.667,8.3333,-189.667,-114,23.667,110.667,253.7786,5173.118,12,0,0,0,0,0,0,1,0,1,0
20063,-16.667,-27.333,19,10.667,-3.333,29.333,-11.333,40,14.3333,27.667,15.333,-5,96,8962.57,3587.456,50,1,1,0,0,0,1,0,0,1,6
10511,3,25.667,126.667,72.667,133.667,53,25.333,11.667,8,-449.667,-80,120,86,-1207.8,-34338.7,83,2,0,0,1,0,-1,-2,1,2,3.6
-5314,-16,-33.667,124.667,32.333,54.333,41.667,6.667,29,4.3333,-449.333,56,65,80,207.4483,28.03104,78,5,0,0,0,1,0,0,1,2,2.6
-27824,0,6.333,69.667,-31.667,51.667,46.333,18,35.333,2.3333,-31.667,-120.333,34.667,127.667,897.2112,-10551.6,56,3,0,0,0,0,-1,0,0,0,5.4
-25768,-17,-29,77.667,37.333,10,37,-12,9,10.3333,-468,-101.667,17.667,132.333,474.8508,-27554.8,60,2,0,0,0,0,0,0,0,1,0
-44439,34.333,6.667,21.333,131.333,60,37.667,30.333,19.6667,3.6667,-192,-51.333,-37.333,117.667,-2143.32,-28744.3,57,-1,-1,0,0,0,-3,-1,0,3,3.5
20385,44.333,-21,127.667,108.667,77,122.667,91.333,98.333,25,-382,-120,1.333,-20.667,1067.268,-25304.3,55,-1,-1,0,-1,0,-1,0,0,4,5.5
-58494,-25,1,16,-13,14.667,30.333,23,12.3333,18,-2.3333,-7.6667,-25,38.667,204.5086,-13432.7,23,2,0,0,0,-1,0,0,0,0,8.7
-11849,-43,-194.333,22.333,9.333,-149.333,65.667,6,73,18.3333,-3.333,76.333,33.333,391,-1106.72,-27766.5,50,1,0,0,-1,0,0,0,2,2,2
-18632,-9,-46.667,122,63.667,53.333,96,23.667,23,-4.6667,-176.667,-28.333,30.667,93,-654.95,-21392.9,66,-1,0,0,0,0,-1,0,1,0,6.1
-9236,-27.333,7.333,348.333,257,55,52.667,26.667,43.333,9.6667,-1097.67,-125,113,57.667,968.8295,-91433.1,191,7,-1,0,-2,-4,2,-3,2,2,3.1
-30873,-85,-58.667,88,-1.667,-28.333,25.667,-48.333,-18.333,5.6667,-688,-58,-23.333,20.667,1101.522,-23728.7,56,1,1,0,1,0,0,0,0,0,5.4
12905,-13.667,-20,57.667,25.333,-1,66,56.667,29.667,2,-65,-78.333,-50.333,51.333,-8934.38,-14329.1,28,1,0,0,0,0,0,0,0,1,3.6
-3934,-46.333,-46.333,0,-11,-39.333,6,17.333,47,23.3333,135,-30.333,-33.333,86,10817.07,20724.91,24,0,0,0,-1,0,0,-2,0,2,4.2
-85571,-264,-545,-1161.67,-956.333,-813.333,-1309,-818.667,-256.333,-101,790,548,467.3333,531,-123.988,11847.34,2,0,0,0,0,0,0,0,0,0,0
-57534,-11.3333,-49.667,-31,-44.667,-76.667,-31,-4.333,17.6667,16,-503.667,-820.667,-927,-681,-72.518,-771.758,12,0,0,0,0,0,0,0,1,3,8.3
616,33,-27.667,77.667,44,15,121,105,31,21,0.333,-94.333,-17.667,126.667,-150.77,7648.079,29,0,0,0,0,0,1,0,0,0,3.4
37730,-87,23.667,81.333,61.333,107.333,18,104.333,53.667,11,-630,-374,-15.333,222.333,606.3556,-33805,22,1,0,0,0,0,0,0,0,0,0
-41214,-58.667,-1.57E+01,-14.667,-10.333,-71,4.667,83.667,41,0.6667,63.667,-52.333,-26,111,737.7439,7673.249,11,-3,0,0,0,0,0,0,0,1,0
-33286,11.3333,-12,27.667,34.333,32.667,43.333,67.667,41.667,8.3333,-178.667,-52.333,100.667,131.6667,-0.97058,-9261.58,12,0,0,0,0,0,0,1,0,0,8.3
-9689,-57.667,-76,-5.333,-54,-90.333,-47.333,1,38.333,5.3333,-249.333,-236.667,-167,-182.667,-209.06,1092.198,7,1,0,0,0,0,0,0,0,1,0
-97765,-19,-1.97E+01,22.667,-14.333,0.333,-20.667,28,29.333,10,-308,-28,164.667,125.3333,5722.974,624.3661,19,0,0,0,0,0,0,0,2,1,0
10752,48,-29.667,43.333,125.667,116.333,287,108.667,16.333,8,-6.667,36.333,158,103.667,1.456283,19906.14,9,1,0,0,0,0,0,0,0,0,0
-21642,-19.667,-49.333,68.333,6.333,-2.667,-23,27.333,53.667,13.6667,-361.333,-183.333,-43,85,259.2709,-18940.1,18,0,0,0,0,0,0,0,-1,0,0
-7398,-18.6667,-37.333,27,10,3.667,43.333,6,5.6667,14,-203.333,-159,19.667,64,-27.8739,25645.63,14,-1,0,0,0,-1,0,1,0,1,7.1
7670,-61.667,-25,-3,-45,-48.333,10.333,-7.667,14.333,8.3333,-118,-50.333,23.667,172,83.12976,10059.69,12,2,0,0,0,0,-1,-3,0,0,0
-6473,-41.333,-38.333,-10,10,-40,19.333,62,37.667,-7,24.333,-44.667,56.333,162.333,26.43133,10951.45,11,-2,0,0,0,0,0,0,0,1,9.1
-9392,-38.333,-53.333,-19,0,6.333,26,45,45,32,-230,-126.333,17,136.333,-56.0896,2084.439,9,0,0,0,0,0,0,0,0,0,11.1
-32308,-14.333,-45,76.333,-11.333,-31.667,14,26,12.6667,16.3333,-182.333,-21.667,-13.333,41.333,38.66192,42636.52,24,2,0,0,0,0,0,0,0,1,0
-11330,-20.333,-35.333,134.667,55.667,55.667,23.333,48,41,5.3333,-1297,-271,104.667,101.333,301.5991,-21620.6,38,-1,0,0,-1,0,2,-2,1,0,2.6
-9455,-38.667,-52.333,7.667,-29.333,-24.333,-12,45.333,23,-4,-19.6667,-41.333,-23.667,90.333,1190.356,-4972.76,13,1,0,0,0,0,0,0,0,1,0
-13248,274.667,52.333,321,259.667,155.667,247.333,275.667,96.667,30.3333,-398,-394.667,-173,95,48.7845,-28465.6,36,-1,0,0,-1,-1,-1,0,1,1,2.8
-19410,-21,-55.333,143.667,127.333,26,139.333,48.333,16.667,8.6667,-495,-108.333,123.667,164.333,-183.365,-7688.64,26,0,0,0,0,-1,0,0,0,0,3.8
37458,11.333,-25.667,-29,64,15.667,8,47.667,31.3333,0,-240.667,-88,-23.667,132,48.33212,6820.415,12,0,0,0,0,1,0,0,0,0,8.3
-24516,-13,-8.333,157,221.667,86,239.667,91.667,48.333,9.3333,-913.333,-125,170,189.333,-306.997,-12065.4,47,-1,0,0,0,0,2,0,0,1,4.3
-23943,-27,-63,93.667,74,31,53.333,63,47.667,-9,-441,-109,159.333,234.333,-71.793,-17867.4,36,-1,1,0,0,0,0,0,2,0,2.8
-21628,-1.333,-76.667,79,98.667,-14.667,124.333,71.333,63.333,-1.6667,-486.333,-196,93.333,204.333,-899.797,-16080.2,44,3,0,0,0,-1,2,1,0,0,2.3
-84192,4,2.33E+00,0.3333,0.6667,6.3333,-7.3333,6,5,-1,-1487.33,-2431.33,-2488.33,-2499.67,413.6543,12221.31,5,0,0,0,0,0,0,0,0,2,0
-11310,-37.667,-47.667,47.333,59,-21,29,89.667,36.333,-4.6667,-258,-113.333,-41,231,-244.61,-8932.38,19,2,0,0,0,0,-1,-1,-1,2,0
7794,-7,-25.667,68.667,98.667,8.333,60.667,33,30.333,4.6667,-165.333,-117.333,39.667,117.667,30.57978,3962.979,20,-1,0,0,0,1,-1,0,0,1,5
32526,38,-3,588.667,692,219,98.667,23.667,62.667,5.3333,-621,-47.333,7.333,72.333,6111.697,18923.32,69,4,0,0,0,0,1,0,0,0,5.8
-20825,-45,-121.333,76,73.333,-41.667,20.333,85.667,12.667,23,-16.333,13.667,167.333,377.333,-689.399,12042.51,24,1,0,0,0,0,0,0,0,1,8.3
77745,43.333,61.667,11.333,7.333,27.667,36,49,18,7.3333,11.667,-86.333,18.333,51,258.216,-7321.87,16,-1,0,0,0,0,0,0,0,1,12.5
-35970,-0.333,-66.667,105.333,109.333,37,190.333,111.667,22,5,-998.667,-137.333,91,223.667,69.4972,-23566.2,62,-2,1,0,-1,1,2,-2,0,0,4.8
-110256,-105.667,2.50E+01,24.333,-46,12.333,92.333,14.667,37,8.6667,76,-74,-2.333,83.333,9.818603,553.204,24,0,0,0,0,0,0,0,0,0,0
48447,-69.333,-31.333,31,-17.333,32.667,23.667,16.667,79.667,24,156.667,-69.667,-21,148.667,67.25197,-26702.1,18,1,0,0,0,0,0,0,0,1,0
-43869,-14.667,-2.333,-22.667,-71.333,21.667,-21.667,63,21,1.3333,556.667,690,818.667,723.333,-3.72151,-16089.6,8,1,0,0,0,0,0,0,0,1,0
76074,52.667,-40.333,-23.667,61.667,-36.667,13,50.333,-2.3333,14,-7.3333,-40.333,-52,85.667,10362.27,-12798,30,0,0,0,0,0,0,0,-1,2,0
705,-25,-1.63E+01,5.333,-39.333,-2.667,-19.333,24.333,33,4.3333,-34.3333,-24.6667,-15.3333,77,-1.77776,3915.744,2,-1,0,0,0,0,0,0,0,1,0
49905,-129.333,-23.667,17,-61,-51,20.333,46,24.333,11.3333,-167,-193,-18.333,226,36.85438,6529.653,23,2,0,0,0,0,0,0,0,0,8.7
-2402,58.6667,0.667,69,105.333,47,99.667,66,41.3333,-3.3333,-388.667,-677.333,-908.667,-1002.33,311.889,9206.441,11,-1,0,0,0,0,0,-1,0,1,9.1
-6589,-25.667,-54.667,-0.667,22.667,-19.667,10.667,59.667,36,-4.3333,-299,-762.667,-437.667,-231.333,154.8508,7136.759,18,-2,0,0,-1,0,0,0,0,2,0
-22525,-21.667,-29.333,-15.333,11.333,-52.333,1.667,31.667,23.6667,10.6667,-187.667,-66,-47.333,170.333,99.00689,6473.563,17,1,0,0,0,0,0,0,0,0,0
-71115,-68,23,2,-44.333,64.667,0.667,40.667,17,5.6667,-83,82.667,-78.333,103.667,132.4791,4767.87,9,0,0,0,0,0,1,0,0,1,0
-59275,-3,-33,55.333,35,-42.667,-3.667,-6,7.3333,0.3333,-564,-1041.67,-1224.67,-1329.33,129.3759,2722.091,6,0,0,0,0,0,0,0,0,0,0
11315,-5.333,-120.667,59.667,-27.667,18.333,74.667,120,13.667,27.6667,-149,-124.333,63.333,297.667,30.39143,2337.519,34,-1,0,0,0,-1,0,1,0,1,0
-12395,-25,-36,7.667,-8,-19.333,-4,7,9,5.3333,-138.333,-197,-63.333,65,-200.892,6427.438,10,0,0,0,0,0,0,0,0,0,10
-26632,-25.333,6.67E+00,-24.333,30,-18.667,-17.333,25.333,22.3333,9.6667,-84.667,-141.667,17,157.333,-57.1722,22795.51,7,0,0,0,0,0,0,0,0,0,0
4183,-1.333,-75.333,-6,53.333,28.667,57.333,66,47.333,-6.3333,-209.333,-72.333,112,206,-221.62,6167.878,24,1,0,0,0,0,0,0,1,0,0
-17519,15,-64.333,144,230.667,18,259.333,88,51.333,23.6667,-402,-142,179.333,237,-21.4675,-31465,51,2,2,0,-1,0,0,1,0,0,7.8
-7784,32.333,-2.667,90.667,144.333,83.667,126,90.333,40.333,15.3333,-573.333,-75.667,57.667,187.333,1136.202,-19888,30,-1,0,0,0,0,0,0,0,0,3.3
-22912,4.333,-22,12.667,-30.333,16.667,23.667,26.333,22.333,5.3333,-140.667,-67.667,16,136,235.1934,15494.4,26,-2,0,0,0,0,0,1,0,1,11.5
10156,12,-30,93,149,104.333,211,74.333,47.333,12.3333,-591.667,-1.667,54,241,143.7326,-20893.3,25,0,0,0,0,-2,0,0,0,2,12
-26294,-20.333,-51.667,59.667,3.333,-15,-5.333,63,26.667,16.3333,-325.333,-166,125.333,156.667,-81.8414,-23466.2,35,0,0,0,0,0,2,2,0,1,2.9
9328,-52.333,-105.333,-95.333,-125.667,-6.667,8,67.333,62,23.3333,-749,7,370.333,503,612.5558,-26770.4,65,1,-2,0,0,-1,0,-1,0,1,0
-7970,-6.66667,-18.6667,-22.3333,-30,-24.6667,-46.3333,-25.6667,-4.66667,-2.33333,25.6667,4,2.66667,2,-472.683,13713.05,3,-1,0,0,0,0,0,0,0,0,0
-3450,-30.333,-74.667,-12,-7.333,-72.667,28,29.667,31.667,5.3333,-288.667,-210.333,47.333,264,61.55775,-24560.4,23,0,0,0,0,1,0,0,-1,0,0
7377,-22.6667,-21,91,-1,22.333,19.667,29,8.333,12,-32.333,-30.333,9,32,4065.634,12402.52,12,0,0,0,0,0,0,0,0,0,0
-5326,-20.3333,-17.6667,40.333,52,38.333,37.667,24,7.3333,0.6667,-69,-25,-3.6667,-5,-21794,-6970.88,30,3,0,0,0,0,0,0,0,2,3.7
-8633,23,28,14.6667,49.3333,42.6667,22,23.3333,4.6667,4.6667,9.6667,-4.6667,0.3333,3,2803.054,7009.397,8,1,0,0,0,0,0,0,0,0,33.3
9964,-5.6667,-2,208.667,95,10.667,17.667,13.667,-9.6667,6.3333,-12.667,-10.6667,-9.3333,-2.6667,900.2896,-484.354,12,1,0,0,0,0,0,0,0,0,0
6134,-8.667,-56.667,-45.333,13.333,-24,18,46,-1.667,6,6.667,-62.667,-1.333,39,17794.41,-684.678,14,1,0,0,0,0,0,0,0,0,0
11388,45,12,20.3333,73.6667,34,53.667,26,27.3333,9.3333,-18.3333,-26,3.3333,19.3333,-94.5236,9067.417,4,0,0,0,0,0,0,0,0,1,0
54886,10.3333,-11,-22,23.333,7,7,21.333,-2,20.3333,-36.333,11.667,8.6667,2.3333,-2824.5,9254.282,16,0,0,0,0,0,0,0,0,0,6.7
23109,-2.6667,-8.6667,-6.6667,22.3333,8,27.6667,17.3333,1,2.3333,-24.3333,-1,-0.6667,-1.6667,-15532.2,38489.67,9,2,-1,0,0,0,-1,0,0,0,0
10851,68.6667,88,224.6667,209,246,178,91.667,15,15.6667,73.667,3.6667,7.6667,10.6667,-51690.4,-53096.9,117,4,1,0,-1,1,0,-4,0,3,3.6
27469,11.3333,25,242.3333,66,28,33,38.3333,8.3333,0.3333,-231,-13.667,-0.667,13.67,-8353.14,635.8921,26,3,1,0,0,0,-1,-1,0,2,3.8
-33292,-3.3333,50.6667,326,101,9.333,4,7.6667,3.6667,11,42.667,-4.3333,23.6667,20,-13672.3,-6402.79,19,1,1,0,0,0,1,0,1,0,0
-18193,7.6667,339,2877.333,153.667,-7.333,28.333,17,-8.333,19.3333,43.333,-30.333,4.333,16.6667,848.7018,-7039.33,33,1,0,0,0,0,0,0,2,1,0
62205,28.6667,23.3333,251.3333,126.6667,122.3333,211,61,-3.3333,9,-17,-13,20.6667,3,-1056.38,13889.41,7,-1,1,0,0,0,0,-1,0,0,0
1607,25,26.6667,356,160.3333,113.667,307.667,117.667,7.6667,10,-24.667,-36.3333,12.3333,38,-268.908,37719.98,4,0,0,0,0,0,0,-1,0,0,0
130969,0.3333,0.3333,27,26.667,14.667,21,32.3333,-2,5.6667,-33,2.6667,-7.6667,25,-239.328,5520.955,3,0,0,0,0,0,0,0,0,1,0
-33940,11.3333,2.3333,53.6667,86,55.333,61,15,9.6667,3.6667,-3.333,-3,18.3333,-1.6667,-191.361,16914.81,8,0,0,0,0,0,1,0,0,0,0
-6068,-0.6667,-23.3333,208.333,86.667,27,77.333,43,8.3333,12.3333,-44.333,-11.3333,43.6667,6,-585.307,-511.026,25,1,0,0,0,0,0,0,0,1,3.7
20728,96,58.6667,88,255,223,145,71.3333,14.3333,9.66667,10.3333,-13.3333,-6.3333,-3.3333,-48382.3,3215.006,52,-3,0,0,0,0,0,0,0,1,2
-3866,36,38.6667,22.6667,117.3333,113.6667,82.333,85,21.3333,10.3333,93,-6.3333,0,-8.6667,-41680.2,4697.409,60,3,-1,0,0,0,1,0,0,2,2.2
-2972,30.3333,36.3333,168,122.3333,111,109.6667,42.3333,12,6.6667,-144.333,4.3333,-3,1,-55845.5,-33991.2,91,3,2,0,0,0,0,0,0,2,1.2
8338,13,88.3333,719.3333,138,28,36.3333,28,2.3333,-0.3333,-21,-11,17.6667,7.3333,-2601.1,13804.69,31,1,1,0,0,0,0,0,0,1,3.1
13686,29.6667,62.6667,578,78.6667,83.6667,54,37.6667,5,2.6667,-41,24.3333,2,9,2113.982,4048.051,16,0,1,0,0,0,0,0,0,1,5.9
12408,48,34.6667,482.3333,244.3333,196.6667,202,72.6667,20.3333,9.3333,-77.667,13.6667,1.3333,7.6667,3545.192,604.9094,55,-4,1,0,0,0,0,0,0,1,0
-8425,7,4.33333,94,64.6667,21.6667,23.3333,19.6667,6.6667,3.66667,-18.333,-3.3333,4,-0.33333,-14343.8,4425.377,34,4,0,0,0,0,1,-1,0,2,3.4
7776,68.3333,37,480.667,285.667,186,407.333,125,29,8,-60.667,-15,25,11,-11245,-4867.06,32,-2,0,0,0,0,0,-1,0,1,5.9
1032,22,2.667,261.667,48.667,4.667,65,30,-7.333,27,-74.333,-8.667,27,18,-1057.87,104.2234,17,0,0,0,0,0,1,1,0,1,11.8
59334,-3.333,1.667,-8,-50,27.333,28,30.333,24.333,24,-61.667,-18.333,-19,29.667,26678.24,13104.75,12,1,0,0,0,0,-1,0,0,2,0
-27605,-0.3333,5.333,23.667,18.333,13,24.333,26,11.333,13.3333,-7.667,20.333,19.333,36,159.5994,25166.81,6,0,0,0,0,0,0,0,0,0,16.7
-23592,36.3333,-2,203.667,212,77.333,117,72.667,34.3333,6,-306,-161.333,-15.6667,-18.3333,-1166.1,16887.79,7,5,0,0,0,0,0,0,0,0,0
-3006,14.6667,-0.3333,22,6.333,11,16,44.667,8,17,-2,-6,-8.3333,30,-1009.91,22455.47,10,-2,-1,0,0,0,1,-1,0,0,0
886,63.3333,33.6667,310.667,229.667,107.333,252.333,74.333,30.6667,11.3333,-128,-70,20,13,-1320.23,28985.25,13,3,0,0,0,0,0,0,0,0,7.7
-26463,20,-12.3333,46,54.333,77.333,49.667,60.333,5.6667,27.3333,-28.667,-26,39,34.6667,-2324.31,6276.593,14,0,0,0,0,-1,0,0,0,0,0
-3073,0.333,-12,105.333,79.333,57,170.333,58.333,-1,6.6667,-87.333,-12.667,7.333,55.6667,-1080.45,9674.318,19,2,0,0,0,0,0,0,0,0,5.9
-3126,56,50,291,435.333,225.333,84,56,25.6667,4.6667,-24.667,28,6,26.6667,-1588.22,10785.95,20,-1,0,0,0,0,0,0,0,1,5.6
-1930,17.6667,29.6667,200.3333,100.333,101.667,105.333,48,19,4.6667,-3.667,-12.6667,5.3333,16.3333,-17450.3,-3310.19,33,2,-1,0,0,0,0,-1,0,3,0
21509,3.3333,-6.667,347,164.333,14.333,134.667,67.333,17.667,14.3333,-263.333,-11.667,28.667,53.6667,-2267.46,-3004.33,27,2,0,0,0,0,0,0,1,0,7.4
-3119,67.667,10,125,183.333,154,108,71.667,15.6667,15.6667,-236.667,-26.667,-47,2.3333,-12093.5,9539.022,19,-1,0,0,0,0,0,-2,0,0,4.8
