임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수,폐업률
-33930,-1,311.667,4439.333,571,92,85.667,37,23.667,14.3333,-228.667,7.667,25.3333,26,-16465.5,-56133.5,85,4,0,0,0,-1,-1,0,0,2,6
-2436,82.333,196.667,1403.667,508.667,341.667,293.667,327.667,76.333,69.333,-289,-84,59.333,30.667,5957.545,-13387.4,41,2,0,0,0,0,0,0,0,0,5.1
-16968,106.333,20,184.333,262.667,124.333,245,148.333,28.667,44,-89.333,-4.333,5,3,232.4649,4905.782,18,-1,0,0,0,0,0,1,0,0,0
-9696,31,-44.667,78.333,23.333,-5.333,27.667,36.333,-7,42,-22,-4.667,-28.333,68,-177.058,-5248.94,13,-1,0,0,0,0,-1,0,-1,1,0
56184,-42.3333,-17,42,-28.333,-36.667,-0.333,59.333,5.333,24.6667,-2.667,-6,34,10.333,-433.159,19517.24,6,2,0,0,0,0,0,-1,0,1,0
-5863,-26,-105.333,-12.667,-69,-162,-123,-39.333,-61.667,-8.6667,-50.667,-99.667,17.667,-24.333,724.2414,-4.18848,12,-1,0,0,0,0,0,-1,0,0,0
-23570,-32,49,312.667,52.667,-46.333,30.333,96,-5,50.3333,-92.667,-59,23.667,57.333,1551.725,-150.672,23,1,0,0,-1,-1,0,0,-1,0,0
24074,-27.667,68.667,90.333,31.333,95,27,16.333,28.6667,11.6667,28,38.333,-10.333,21,2569.121,-2175.5,9,1,0,0,0,0,0,0,0,1,0
-3393,44.667,90.667,512,94.667,70,94.333,44.667,23.667,8,-200.333,-252.667,-255.333,-190.333,2346.806,23510.44,23,1,0,0,0,-1,0,-2,0,0,0
17712,-22,34,13,-0.333,34.667,39.667,40,14.333,24,-29.667,-43.667,38.333,30,1345.797,17606.37,11,1,0,0,0,0,0,0,0,0,0
61,-33.667,-50.667,70.667,36.333,-34,53,99,68,24.667,-119.333,-36.333,53,112.667,182.2227,-13649.3,31,1,0,0,0,0,-1,0,0,0,3.2
-11519,59,-20.667,102.667,175,63,39.667,48.333,11,10.3333,-55.333,5.333,-13,23.333,-806.574,-12761.6,25,-4,0,0,0,0,0,0,0,1,4.3
-1016,24.667,-43.667,258,178,18.667,213.333,81.333,8.333,58.667,-306.333,-3,46.333,83.667,-2133.99,-17787.4,28,-1,-1,0,0,-1,0,0,0,1,0
16500,-27.333,-21.333,57.667,-8.333,8,58.667,72,-10,26,25,-3.333,13.333,7,-2805.21,-16129,24,0,0,0,0,0,0,1,0,0,0
12584,7,0.333,63.333,147,77.333,96,65.333,-3.667,16,-37,-7.333,-11,40.667,-1684.82,6943.209,28,-2,0,0,0,0,-1,-1,0,1,0
10118,21.6667,81.3333,1341.333,208.667,50.667,91,57.333,2,4.3333,-126.333,-37,-94.3333,-58.6667,-2603.68,-2491.68,40,-1,1,0,0,0,0,0,0,3,2.5
3374,33.3333,37.667,616.333,177.667,61,76.333,34.667,5.3333,10.3333,12,-10.333,19,12,11101.27,20769.32,9,-2,-1,0,0,0,0,0,-1,1,10
-2778,-34.667,-5.333,302.333,-22.333,-5.667,28.333,64,-14.333,1.6667,-313,-254.333,-267,-136.667,696.9816,-6144.03,17,0,0,0,0,0,0,0,0,0,0
379,80.667,107.333,696,172,125.667,72.333,113.333,11.667,28,-33.333,43,-13.333,58.667,-1868.3,-2060.69,34,-1,1,0,0,0,1,0,0,2,0
3301,-5.667,95.667,1082,299.333,47.333,65,39.333,5,14.6667,-194,64.667,32.667,42,-21545.3,-67360.3,125,5,0,0,0,-1,3,0,0,2,4
15339,-22.667,0.333,133.333,37.667,51,34.333,16.667,6.667,-0.3333,-115.333,-9,13.333,54.3333,-5044.03,11411.38,29,-3,1,0,0,0,0,0,0,1,10.7
-6413,-30,-49.667,149.333,161.333,-23,94.333,30,10,8.3333,-22.667,-39.333,41,49.333,391.4017,17321.86,26,3,0,0,0,1,1,0,1,0,0
-1206,-25.333,-24.667,12.333,-30.333,28.667,30.333,16.333,21,24.3333,-194,-116.333,56,45,-180.578,-905.52,18,2,0,0,0,0,0,0,0,0,0
4295,20.3333,12,373.333,172,100.667,81,119.333,25,15.3333,-119,45.333,13.333,58.3333,-1923.03,16487.75,25,2,2,0,0,0,0,-1,0,0,3.8
155,-11,0,151.667,11,56.667,98.333,27.333,18.333,11,-162.667,3,6.667,52.333,1213.397,5753.22,28,0,1,0,0,1,0,-1,0,0,3.6
-22595,-58.333,-42.333,147,26.667,-60.667,53.333,40.333,35.333,40.6667,-356.667,-79.333,40.333,112,-6890.22,-382.68,36,3,0,0,0,0,0,0,0,2,3.1
-7552,-55,33.667,152.333,-32,58.333,112.667,56,13.667,13.6667,-61.333,-89.333,53.667,80,-20030.7,-19689.3,51,-2,0,0,0,0,0,0,1,1,1.9
-4666,-49.333,-85.333,3.333,18,-80.667,45.667,52.333,40,-3.3333,8.333,-67.333,-116.333,84,8920.941,-20803.8,35,-1,-1,0,0,2,0,0,0,2,0
7845,-10,-101.333,95,-4,1,55.333,73.667,16,16,-278.667,-59,16.667,102.333,2906.99,-1509.25,27,-2,0,0,0,0,0,0,-2,1,7.1
-8892,10,-32.333,-3,6.333,16.333,29.667,72.667,7.667,4.6667,-132.667,-69.333,26.333,55.667,-60.6482,-2073.27,17,-7,0,0,0,-1,-2,-2,1,1,0
-6910,-40,-113.333,52.333,0,-62,107.333,51.333,39.667,4,-101.667,5,-3,76,1252.054,972.0918,19,1,1,0,0,0,1,-1,0,0,5
-16615,-95.333,-119.333,-8.667,-61.333,-94.333,18.667,63.667,32.667,-4,-0.333,-45.333,-52,41.667,23326.84,-18469.2,19,-1,0,0,0,0,0,0,1,0,15.8
8800,-24,-40.667,33.667,-4.333,32.333,27.333,131,4.667,25,-69.667,-51.667,50.667,58,-155.779,-8424.47,14,0,0,0,0,-1,1,0,0,0,0
8871,-21,-22.667,-20.333,-27.667,28.333,12,16.333,42.667,11.3333,5,-1,34.333,89.333,710.1654,20353.49,9,-1,0,0,0,0,0,0,0,0,11.1
-4435,-6.333,-40,12.667,17,-0.667,45.667,64.333,13.333,14.6667,13.333,38.333,35.667,29.3333,-972.555,19571.01,12,2,0,0,0,0,0,0,0,0,0
-30029,-22,-33,2,-55,13.667,10,34.667,26.333,15.3333,-58,-59.667,32,17.667,-318.487,15926.84,16,0,0,0,-1,0,0,1,0,0,0
2363,-50.333,-2.667,8,-9.333,11,40,57.333,8.3333,8.6667,-27.667,-34.667,6,54.333,-1083.72,29966.47,19,-2,-1,0,0,0,-1,0,1,0,0
-4454,-14.3333,-10.6667,11.3333,-29,-0.333,-2.667,16.6667,0.6667,4.6667,16,-21.6667,16,14,-126.651,3039.582,10,0,0,0,0,-1,0,0,0,0,0
6893,-37.667,-86,8,-66,-44.667,44.667,50,24.667,11,-133.333,-42.667,26.667,103,59.33243,-3783.11,16,-2,0,0,0,0,-1,0,0,1,7.7
-7589,-16.333,-54.333,15.667,-19.667,-4.667,65,26,19.333,15.6667,-22.333,-19.333,-32.333,6.333,10007.75,3229.85,10,-1,0,0,0,0,0,1,-1,0,0
10421,7,-103.333,7.333,10,-84,55,45.333,-8,15.3333,-41.667,-3.333,-25,-10.333,5115.235,872.1641,13,1,0,0,0,0,0,-1,0,0,0
-6362,-68.667,-137.667,202.667,104.333,-34,198,177,78,38.333,-146.333,-102,65.667,119,1708.436,112.1886,19,2,0,0,0,0,0,0,0,1,0
-4974,10.333,-48,122.667,68.333,111.667,195,113.333,35.667,14.3333,-163.667,-77.333,116.667,62.333,-918.361,72008.1,42,-1,0,0,0,-1,0,-3,-1,1,9.3
-9354,-37.333,-59.333,-23.333,-18.667,-97,56.333,13,24,4.3333,17.333,-57.333,26.333,0.667,14490.48,-13473.1,12,1,0,0,0,0,0,0,0,0,0
12876,81.667,-18.333,72.333,115.333,117.333,129.333,111.667,28.667,24.6667,-84,-26,-13.333,46.333,4782.416,-16839,9,0,0,0,0,0,-1,0,0,0,9.1
-14841,84.333,48.667,207.667,286,136,143,145.667,44.333,26.6667,-483.333,-226,-55,108.333,1016.668,-18939.8,30,1,-2,0,0,0,0,-1,-2,1,3.7
-1083,-19,-46.333,22.333,174,-24,3.667,54,-2.333,14,-234,-139.667,20,71,-18945.5,576.6164,36,1,0,0,0,1,0,0,1,1,2.9
-156,-15,-41.333,43.667,-19.667,-19,4.667,34.667,28.667,6,-170,-40.667,27.333,55.333,2494.237,-2486.95,9,-2,0,0,0,0,-1,0,0,0,0
10968,-2.333,-114.333,-68,29,-47.667,-18.333,127.333,36.333,22.333,-177.333,21.667,10.333,123,-3149.76,-17612.9,27,2,0,0,0,-1,0,0,0,0,10.7
40,20.333,0.333,277.333,204.67,210.333,226,198,43.667,57.6667,-525.67,-89.333,41.667,146,267.1626,-25659.7,59,-2,0,0,0,0,-2,1,-1,1,3.4
-270,-25,-11,17.333,-25.333,9.333,74.667,53.333,43,15,-51,-32,43.333,69,-173.135,15449.77,12,0,0,0,0,0,0,0,0,0,9.1
11133,-19,-43.333,34.333,-37.333,-18,18.333,73.667,39,14,-98.667,-37,40,-1,3562.906,76603.29,15,-3,0,0,0,0,0,-1,0,0,0
-2507,-23.667,-24.667,7.333,-24.333,-9.667,40,63,31.333,16.6667,-48.667,-52,43,41,759.9888,-2755.82,17,1,0,0,0,0,-1,0,0,0,5.9
6217,-45.667,-47.333,169.667,30.333,5,36.667,66.667,27.333,17.3333,-238,-110.667,111,59,772.6627,-21893.7,28,-4,-3,0,-1,-1,1,0,0,0,0
4558,-29,-3.333,118,24.667,48,52,76.667,20,7.3333,-446.333,-73.333,-3,58.333,2915.223,-5972,31,0,0,0,-1,0,0,0,0,0,3.1
-23871,-10,-1,94.667,21.667,80.667,163,47.333,48.333,21,-165.333,-68.667,66,82.333,826.0109,-15807.7,15,1,0,0,0,0,-1,0,0,1,0
-2009,-18.333,-34.333,292.333,152,76.667,13.333,165.667,23,12.6667,-440.33,-56,-47,100.667,-20660.5,-20158.1,86,4,0,0,0,-1,-2,1,0,2,9.8
28625,2,-38,-91.333,-4.667,-28,-89.667,63,15.333,19.6667,-72.667,27.333,35.333,44,827.5812,27677.92,6,-1,0,0,0,0,0,0,0,1,0
3485,4,-22.3333,-29.667,41.333,21.667,-22.667,58,26.333,19.6667,-128,17,53.667,52,-2783.56,4674.255,7,0,0,0,0,0,0,0,0,0,0
2917,-90.667,-31.667,35.667,-60.333,-28.667,40.667,87.667,18.333,28,-154.667,-95.667,12.333,76,-4555.68,-15455,43,0,0,0,-1,0,0,1,0,0,2.9
-11094,-65,-15,29,-112.333,15.667,23.667,48.667,38,18.6667,150.667,44,68.667,178.333,2165.778,-20677.8,24,1,0,0,0,-1,0,-2,0,1,3.7
-3330,-2.333,-13.667,17,25.333,230.333,331,140,19.333,10,-64.333,-23.667,62.667,39.667,-10805.1,-20488.3,47,0,0,0,0,0,-1,2,0,4,8.9
598,-78.667,-17.333,8.333,3.667,46,2,105.333,18.667,12.3333,-94,-103.333,55,92,-261.434,-305.927,34,2,0,0,0,-3,0,0,0,2,6.3
-1451,-10.667,-33.333,18.333,42,44,8.333,85.333,22.333,32.6667,-126,30.333,48,27,-438.923,7261.047,27,-2,-1,0,0,-1,-1,-2,0,2,3.7
16107,-23.333,-14.333,-8,-66,-9.333,15.667,76.667,35.667,11.6667,-169.333,-13.667,60,57.333,2207.81,5746.466,19,1,0,0,1,0,0,0,0,1,0
15539,-59.667,35,49,-5,90.667,51.667,41.333,23,18,-16,-48,72,64,4368.962,-8236.03,35,1,0,0,0,0,-1,-1,0,2,3.2
22333,4.667,-18.333,70.667,95.667,83,84.667,80,17,14,-423.333,-48.667,7,57.667,2910.098,21285.51,13,0,0,0,0,0,0,0,0,0,0
-1922,618,166.333,859.333,1855,1994.667,3485.333,897,46.333,54.3333,-2.667,-58.667,36.333,115,-12006.3,-13131.3,28,-5,1,0,0,-1,1,0,0,1,0
14340,118.667,27.667,103.667,354,317.667,560,204,45,24,14.333,-51,19.333,51,-25069.6,-20582.7,68,-1,1,0,0,0,-2,1,1,2,2.8
442,323.667,110.667,263,862.667,1043.333,2036.333,574.667,50.333,24.6667,-134,12.333,75.667,60.667,-247.856,9671.905,20,0,0,0,0,0,0,2,0,0,0
8935,198.667,36.333,353.667,675,729.333,1197.667,407.333,42.333,33.6667,-202,-55.667,34.333,70,-3585.43,6465.331,31,3,0,0,0,0,0,-1,0,1,0
9952,244.6667,81,342.333,969.667,1331,2586,626,30.3333,22.3333,-89.667,47,13.3333,30,-595.549,6113.939,14,0,1,0,0,-2,0,-1,0,0,14.3
-8746,-27.667,-36,161,39.667,-8.667,94.333,45.667,36.667,10,-88,-73.667,81.333,38,1175.677,-5945.26,14,-1,0,0,0,-1,0,1,0,0,6.7
759,-34.333,-19.333,21,38.667,80,180.667,135.667,33,32.6667,-72.667,-23.667,8,92.667,1136.779,59111.2,23,-2,0,0,1,0,0,-2,1,0,0
-7159,29.667,-50,149.333,156.333,148.667,316.667,175.667,57.667,29.3333,-101,-19,74.667,116,2016.325,5476.289,22,-2,0,0,-1,0,-1,-1,0,1,4.8
12596,-28,-12,63.333,-43.333,91.667,156.667,112,46.333,32.3333,-40.667,-12.333,-2,101.667,6197.478,-10682.2,12,1,-1,0,0,1,0,1,0,0,0
7629,9.667,-29.667,37.333,62.667,48.333,175,165,40,27.6667,-31,-82.333,20.667,67,-2801.16,-6405.99,9,1,0,0,0,0,0,-2,0,0,0
37745,20.667,-1.667,127.667,155,126,174,90,33,2,-611.333,-105,26,16.667,664.9838,20250.39,24,-1,0,0,0,0,-2,-2,0,0,4.3
-3321,471.333,190.333,551,1105.667,488.333,480,350.667,163,69.333,1033.667,642,739.667,719,85.28998,-19112.7,34,1,0,0,0,1,0,0,0,2,13.3
-1184,-55.333,-16,69,-25.333,24.667,59,43.333,42.333,5.6667,-92.333,-84.333,18,100.667,209.888,-1062.04,22,-1,0,0,-1,1,1,0,0,1,0
4413,155.6667,25.3333,355.333,704,760.667,1314,343.667,39.667,24.6667,-551.67,-68.667,14.667,47.3333,-46578.6,-42406,124,1,-2,0,0,1,2,0,0,1,3.6
-1568,129,31.333,710,828,608.667,837,330.667,53,32,-676.33,-246.667,-55.667,34.333,-3859.28,-5532.56,45,-1,0,0,0,0,1,-3,1,1,2.4
6127,145.333,-15.333,106.667,339,322.333,651.333,195,41.333,21.6667,-81,-28.667,33.333,85.667,702.8163,3019.174,15,-1,0,0,0,0,0,0,0,0,0
-3463,299,61.667,314,713,950,1980,496.333,24,25,-247.333,-49,52.333,75.667,-561.607,-7450.19,23,-1,0,0,0,1,-1,0,0,0,0
7327,176,33,121.667,394.667,465,816,204,31.667,8.6667,-100,-24,45.667,59.6667,114.0937,20523.22,15,0,-1,0,0,0,0,0,0,0,0
-7456,155.333,-18,287.333,334.667,487.333,844,341.667,38,48.3333,-147,-81.333,56.667,119.333,-2889.26,-8053.55,42,2,0,0,0,0,0,0,0,1,7.3
-29320,-28.667,-40.333,-9.667,-21.667,-9.333,4.667,58.667,7,12.6667,-59,-5.333,20.333,58,2276.205,6791.423,3,0,0,0,0,0,0,0,0,0,0
2351,-16.6667,-24.3333,17.333,1,6,38.667,46.333,19,15,-25.667,-61.667,58.3333,22,-319.762,14707.22,9,-2,0,0,0,0,0,-1,0,0,11.1
34882,18.333,-5.333,-10,120,24.667,244.333,117.333,50.667,10,-86,-39.667,20,57.667,717.7955,20437.89,11,1,0,0,0,0,0,0,0,0,8.3
11971,37.333,-31,11.667,118.667,77,207,119,17.667,38.3333,-64.667,-78.333,34,78,-138.127,-3385.21,16,0,-1,0,0,0,0,1,0,0,8.3
9030,162,33.333,136.333,463.333,529.333,1200,332.667,28.667,3.6667,-129.667,-60.667,73.667,58,1257.489,3639.923,21,2,0,0,0,1,-1,2,0,1,10
-286,55.667,7,426.667,356.667,116.667,153.667,77,28,6.3333,-617.33,-51.333,16.667,17.667,-9806.47,-28975.3,68,-2,-4,0,-1,0,-1,-1,0,1,9
-3466,18,13,167,163.667,77.333,89,62.333,27.333,37.333,-160.667,-117.333,20.667,21.333,-108703,-54775.1,108,-2,0,0,-1,0,-1,0,0,4,1
-5023,49.667,-23.333,160.333,124,75.667,139.667,100.333,11,15.3333,-195.667,-67,15.333,51,-3052.46,-12015.3,37,5,0,0,1,0,0,-1,0,1,3
-10038,-36.667,4,142.333,76.333,62,70.333,84.333,15.333,9,-317.667,-70,-11,56.667,-16741.4,-2160.29,42,0,0,0,0,-1,0,1,-2,1,2.6
-9854,208,41,156.667,541.667,551.667,1074,408,22,31,-167.667,27.333,34.333,46.667,164.9899,-1315.01,12,1,0,0,0,0,1,0,0,0,0
-8834,-54,-5.667,24.667,-91,67.667,37.667,40,39.333,7,-21.333,-36.667,60.333,15.667,30856.34,-2635.22,45,-2,0,0,0,0,-1,1,0,1,2.6
8919,13.333,-19.667,214.667,163.667,56.333,57,20,5,20.6667,-207.333,-38,25.667,46.3333,-4569.14,25041.34,22,0,1,0,-1,0,0,-1,0,1,11.1
558,3,-16,87,81.333,-19,58.667,47.333,7.333,12.3333,19.667,-76,-14,44,-22040.1,10937.31,38,0,0,0,0,0,0,0,0,1,8.1
15489,95.6667,42.333,229.333,392.333,419.333,697,262.667,31,30.6667,-390.333,-25.667,24,28.3333,250.8894,2304.965,17,2,1,0,0,1,1,0,0,1,25
-784,271.667,54,261.333,554.333,402.333,670.333,254.333,45.333,21.6667,-54.333,-78.667,-43,59,-36.6818,11601.61,11,0,0,0,0,-1,0,0,0,0,0
6729,40.3333,14.3333,-17,157.667,210.667,394,120.333,4,19.6667,-90,-1,7,40.3333,298.7568,4349.999,5,0,0,0,0,0,0,0,0,0,0
5330,73.6667,15,52.333,213,349.667,595.667,126,-17.6667,21.6667,-26,-36.3333,-9.6667,-23.3333,119.7664,34848.67,9,0,-1,0,0,0,0,0,0,0,0
-17039,59.333,24,80.333,178.667,238.333,465,164.333,12.667,23,-152.333,-32.667,9.333,76,-232.365,-182.734,15,0,-1,0,0,-1,0,-1,0,1,0
11426,1.333,-26.667,2.667,70.333,-30,10.333,67.333,16,10.6667,-161.667,-173.667,-159.333,-137.667,733.3537,14843.88,16,1,0,0,0,0,0,0,0,1,0
6808,230,92,154,638.667,721,1247,286.333,30.667,9.6667,-66.333,-8.333,14.3333,13.3333,-438.863,-1525.19,14,1,0,0,0,0,0,1,0,0,6.7
-2778,532,193.3333,541,1617.333,1895,3479,910.667,58,37.3333,-102.333,4,28,51.3333,1429.342,4127.821,20,0,0,0,0,0,0,2,0,0,0
11953,330.667,68.333,263.667,835,970.667,1842.667,473.333,42.667,27.6667,-24.667,-29.333,63.333,111.333,3333.523,-15977.6,30,-2,0,0,0,0,-1,0,0,1,0
9075,8.667,-38,148.667,94.333,20.333,30.333,40.667,17,5.667,-356.333,-31.667,3,66.333,1915.228,-24314.2,40,-1,3,0,0,-1,-1,-3,-2,2,2.3
1396,44.6667,-18.3333,113.667,139.333,116,367.333,126.333,18,13.6667,-102,-21.667,73.3333,52,-1361.72,17672.35,18,-3,0,0,0,0,0,-2,-1,0,5.3
15234,-59,159.333,1933.333,69.333,-23,122.333,74.333,20.333,41,-103.333,-26.333,15.333,138.667,243.8387,-28695.7,50,2,1,0,0,0,0,0,0,2,6.3
22264,21,20,219.667,137,100,170,77,43.667,29,-91.333,-24.333,21,65,-1779.81,175.4342,16,0,0,0,0,0,-3,-1,0,1,5.3
-15035,6,-17,141,29.333,64.667,84.667,97.333,23,24.3333,-219.667,-68,45,45,40.76069,-24.2627,12,-2,0,0,0,0,0,0,0,0,8.3
17996,-6.333,-20.333,138,24,13.667,126.667,56.667,1.667,43,-194.333,-38.333,74,84,345.2382,10449.47,14,0,0,0,0,0,0,0,0,0,7.1
6912,91,242.667,2237,410,140.333,224.333,88.667,54.667,21.667,5,-25.667,-17.333,32,-3765.28,-15316,29,1,0,0,0,-2,0,1,0,1,3.6
-3159,-4.3333,10,216.333,92.667,86.667,213,95.667,36,26,-251.667,-4,25,54.333,-765.767,-1133.28,27,1,1,0,0,0,0,-1,-1,0,3.6
-2989,14.333,-4.333,40,70.333,54.667,159.667,61,42,21.6667,-21.667,-19,-24.333,68.333,-1153.15,-9201.96,27,-3,0,0,0,1,1,0,1,2,14.8
-6943,-22.667,-4.667,36.333,-22,51.333,18.333,62.333,-8.333,20.6667,-13.333,27,47,94.333,12208.56,16862.78,13,0,1,0,0,0,0,0,-1,0,0
-17368,-8,-20.3333,82.333,54,2,-4.667,35.333,8.667,14.3333,-112.333,-34.333,14,36.6667,414.1747,-78.9587,9,-1,0,0,0,1,0,0,0,1,11.1
5828,-13.6667,-5.6667,35,8.667,2.333,23,11,0.3333,7.3333,-63,-0.333,-5.333,16.3333,757.9465,17560.48,9,0,0,0,0,0,0,0,0,0,0
14005,-29,-46.667,140.667,35,-26.333,174.667,64.667,18,25.6667,-188,-23.333,-16.333,98.333,988.2993,-28431.7,36,0,0,0,0,0,0,-1,0,2,2.8
15638,123,11.333,177.333,337.333,534.667,1153,324,18.667,22.3333,-156,-51.667,12.333,58,4537.311,52723,11,0,0,0,0,0,0,0,0,1,0
-1413,-43.667,-41,131.667,35,-37,114.667,36.333,-0.667,-0.3333,-146.333,-27,8,50.333,4435.672,-15054.9,30,0,0,0,0,0,0,0,0,0,7.1
15863,59.333,-0.667,359.333,224.333,113,196,55,30.333,24.3333,-200,-73.667,45.333,73.667,-3598.46,22616.99,17,-2,0,0,0,0,0,1,0,0,0
61586,-9,-27,70.333,-39.333,20.667,20.667,32.667,1.667,18.6667,-34.333,-72,51,41.667,1825.743,30321.89,7,0,0,0,-1,0,0,0,0,0,0
-21098,-68.667,-24.667,29.333,-67.667,8,79.333,51.667,24.333,35,124,91,140.333,165,4375.461,-1923.83,9,-1,0,0,0,0,0,0,0,0,0
-3902,4.667,-4,239,141,103.333,90.333,49.333,22,27.6667,-249.67,-5.667,65.667,72.667,165.5779,-8795.32,31,1,0,0,0,0,-1,-2,0,0,0
8469,44.6667,-2.3333,371.667,232,67.333,44,-6.333,7.6667,4,-177.667,33.333,29.3333,33,-2943.41,-5296.29,28,1,0,0,0,0,0,0,0,0,0
15440,22,43.333,730.333,272,183.667,420,161.333,32.333,22.3333,-1007.67,-380.333,-327.667,-227,-1083.3,-18588,43,-1,1,0,0,-1,0,1,0,1,2.4
-11850,-21.667,2.333,234,71.333,116.667,183.667,91.333,26,42.6667,-270.333,13,60,138,3862.061,-20184.1,24,6,0,0,0,-1,0,0,0,0,4.2
13298,8,7,156.667,108.667,76.333,114.333,24.667,27.667,8.6667,-376.667,6,25.6667,37,-757.447,-6642.31,20,0,0,0,0,0,0,0,0,1,5.3
7765,-11.333,2.333,165.333,79.667,36.667,31.333,70.333,5.333,15.3333,-266.333,-36.667,51.667,74,1428.966,-3361.33,22,1,0,0,0,-1,0,-1,1,1,0
965,-6,-5.3333,64.333,63.667,10.333,39,63.333,26.333,12.3333,-163.667,-38,35.333,58,-186.03,3341.361,19,1,-1,0,-1,0,1,1,1,0,0
27838,12,-21.333,332.333,227.333,62,173,81.333,10,23.6667,-300.333,-21.667,22.333,75.6667,-1130.72,-9175.94,27,0,-1,0,0,-1,-1,1,0,0,0
-7742,65,-13.667,182,193,184.333,487.333,133,14.333,30.3333,-334.333,46,70,50.6667,-116.187,-1360.71,10,0,0,0,0,-2,-1,0,1,0,0
174,-9.667,18.667,238,110.667,26.667,53.333,14.667,11.333,7.3333,-65,-7.333,59.667,51.333,41.35183,17543.2,22,0,0,0,-1,1,0,0,0,0,0
431,198,16,392.667,443,548.333,1176.667,346.667,18.667,14,-319.667,-0.333,61.667,59.667,2422.718,1543.621,24,-1,0,0,0,0,-2,0,0,0,0
-34103,17.3333,22.3333,419.667,270,149.667,206.667,77.333,15,16,-338,53.667,31.3333,42,-486.107,-8122.86,37,0,-5,0,0,0,0,1,0,1,10.3
4776,-33,-17.333,-43.667,-20.667,-12,40.667,34.333,25,7,-33.333,-26.667,7.667,65.667,810.1806,12155.29,3,1,0,0,0,0,0,0,0,0,0
6401,98.3333,34.3333,238.333,276.667,390,854.333,210,-1.333,17.6667,-263.667,-31,21,44.3333,-796.728,-11454.5,24,1,0,0,0,1,-1,0,0,0,0
2255,1.3333,16.667,543.667,196.333,10.667,82.667,13.667,16.333,18,-77,-9.667,40.667,14.6667,396.1846,1047.934,42,0,0,0,0,-2,0,-1,0,0,2.3
-6764,-6.667,-82,7.667,-29,-63.667,0.667,59.667,27.333,26,-72.333,-56.333,80,72.667,717.4094,-2083.54,9,0,0,0,0,0,0,0,0,0,0
8298,17.667,-59,89,50,67.333,189,86.333,40.333,29,-136.667,-42,43,73.667,992.7691,-6264.96,22,0,0,0,0,0,0,0,0,0,0
-35424,-22.333,-54,130.667,84,54.667,144,127,20.667,35.6667,-242.667,-48,69,99.333,407.5358,-7100.12,19,-2,0,0,0,0,1,-1,0,0,0
5429,-0.667,7.333,53,78,46,-22.667,20,20.333,4,-70.333,-26,44.333,-7.667,-8134.76,1062.129,34,0,2,0,0,-1,0,-1,0,1,8.8
-13093,16,-49.667,84.667,126.333,44.667,39.333,19,17,-0.6667,-157,-21.667,-39.333,-6,10802.21,-9205.67,42,0,0,0,0,0,1,0,1,1,0
485,-29,-52,153.333,145.667,37.333,-14,26.667,21,27.6667,-251.667,-89.333,13.667,23.333,-8232.08,-48916.1,77,1,0,0,0,-1,-2,-2,0,0,4.9
3496,-11.333,-47,20.333,107.333,14.333,77.333,47.333,10,32.3333,40,-33.333,-2.333,-26.333,8842.167,-22330.3,35,4,1,0,0,0,0,0,0,0,0
-7992,-78,-29.667,76.333,-57.333,-88.333,57.667,54.333,11,-4,-8.333,-30.333,-62,-64,-204.603,-7254.34,28,1,1,0,0,-1,0,2,1,1,12.5
-8575,1.6667,-87.667,40.333,3,-86,47.333,21.667,6.6667,10.3333,-17,25.6667,2,36,13303.77,36069.76,7,-2,0,0,0,0,0,-1,0,1,0
-2425,34,23.667,137.333,85.667,69,143,56.667,41.667,19,-39,38.667,-48,40.333,-647.644,4669.03,27,0,1,0,0,0,0,0,0,2,3.4
3955,-19,18,-9.333,-26.333,16.333,43,5.667,1.3333,17.3333,57.6667,-2,6.667,-17.667,9049.362,8767.72,7,1,0,0,0,0,0,0,0,1,14.3
-27036,10.667,-77.333,24.667,52,-35.667,24.333,8.667,19.333,10.3333,-6.667,-11.333,-7.333,30.333,912.8092,6002.053,10,-1,0,0,0,0,0,-1,0,0,0
36731,77.667,38.667,-23.333,54.667,148.333,63,-16.667,53.333,5.6667,35.333,7.333,-20.667,27.667,-3214.46,-22231.8,45,0,0,0,0,0,0,0,0,1,2.5
1391,-19,-20.667,21.333,-9.667,-24.333,57.333,34,18.667,4,-68,-2,36.333,-8.667,16633.62,1432.416,21,-2,1,0,1,0,0,0,0,0,5
6416,-5,-26.667,-26.667,22.667,-36,-4.667,41.667,22.667,7.3333,-52,-70,24.667,20,4733.404,-5891.12,21,2,0,0,0,-1,0,-2,0,0,0
7296,-47.333,-74.667,-66.667,6.333,-52.333,-60.667,19.667,-5.667,7.6667,40.333,-29.333,38.667,55.667,1991.171,-14383.1,25,2,0,0,0,0,1,0,1,1,12
33688,6.667,-5,4.667,77,-16.333,76.333,52.667,21,30,28.333,13.333,6.667,16.333,8037.296,-7618.49,18,0,0,0,0,0,0,0,0,0,0
9872,20.667,-19.667,18.667,72,33.333,20.333,13.333,6,15.6667,-17,-24,9.333,38,8444.479,1942.451,22,1,0,0,0,0,0,-1,0,0,0
