자치구,행정동,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세
성북구,길음1동,4786,4860,3487,5810,8374,4567,3124,2023,699,103
성북구,길음2동,907,1085,1586,1641,2065,1953,1496,856,311,41
성북구,월곡1동,2560,2857,3140,4020,5126,4257,3262,2054,661,82
성북구,월곡2동,1479,1710,3520,3121,3228,3173,2483,1506,586,80
성북구,장위1동,1155,1886,3057,2695,3451,3962,2797,1633,521,73
성북구,장위2동,832,1373,2286,2060,2674,3182,2463,1644,541,73
성북구,장위3동,894,1126,1478,1550,2043,2112,1518,920,300,31
성북구,성북동,1007,1486,2872,2766,2988,2817,1890,1377,643,107
성북구,삼선동,1565,2398,4881,4049,4537,4008,2819,1939,725,113
성북구,동선동,748,1152,4603,2882,2286,1916,1429,1056,391,64
성북구,종암동,3322,4201,7129,6122,7094,6384,4293,2868,1174,196
성북구,석관동,2109,2473,5094,4881,5280,5913,4578,2873,885,112
강북구,계,19782,26236,45182,45316,52680,55231,42576,28390,9230,1215
강북구,번1동,918,1308,3386,3119,3268,3270,2422,1666,508,67
강북구,번2동,940,1394,2320,2265,2822,3023,2510,1862,524,62
강북구,번3동,1183,1697,2225,2251,3140,2953,2690,2343,572,79
강북구,수유1동,1256,1642,3329,3150,3418,3893,2963,1901,649,89
강북구,수유2동,1321,1743,3124,2985,3548,3938,3050,2052,779,83
강북구,수유3동,1103,1361,4239,3889,3638,4164,3081,2013,675,71
강북구,삼양동,1783,2504,3627,3884,4494,5073,3726,2351,750,111
강북구,미아동,1073,1648,3824,3366,3517,4033,3086,1924,640,61
강북구,송중동,1616,2260,4349,4308,4771,5133,4109,2604,787,118
강북구,송천동,1498,2106,4013,4006,4529,5573,4235,2708,898,111
강북구,삼각산동,3669,4353,3438,4703,7105,4802,3047,1859,662,95
강북구,우이동,1390,1681,2855,2879,3408,3691,3060,2111,711,114
강북구,인수동,2032,2539,4453,4511,5022,5685,4597,2996,1075,154
도봉구,계,22979,30694,47166,46759,55021,60045,44341,25910,9645,1397
도봉구,쌍문1동,1367,2075,3176,2799,3632,3809,2916,1946,606,95
도봉구,쌍문2동,1251,1754,2830,3003,3181,3492,2651,1590,641,93
도봉구,쌍문3동,1025,1211,2587,2648,2697,2896,2258,1562,471,66
도봉구,쌍문4동,1395,2286,2892,2535,3360,3660,2401,1107,506,90
도봉구,방학1동,1886,2628,4329,3876,4833,5626,4203,2368,757,117
도봉구,방학2동,1222,1883,2999,2743,3508,4029,3020,1827,632,102
도봉구,방학3동,2288,3215,3991,3603,4883,5334,3662,1687,870,129
도봉구,창1동,1981,2571,3605,3977,4706,4392,3106,1894,728,113
도봉구,창2동,2340,2732,4562,4834,5144,5394,3631,2137,728,83
도봉구,창3동,1017,1277,1991,2038,2492,2682,1984,1291,432,64
도봉구,창4동,2154,3152,3929,3757,5043,5022,3013,1640,811,119
도봉구,창5동,1915,2341,3764,3912,4037,4636,3254,1698,683,95
도봉구,도봉1동,1167,1493,2945,2917,3325,4175,3641,2531,811,98
도봉구,도봉2동,1971,2076,3566,4117,4180,4898,4601,2632,969,133
노원구,계,39696,62573,78398,73725,96722,89995,61019,34730,14060,2019
노원구,월계1동,1611,1960,4195,3396,3737,3758,3003,1780,609,93
노원구,월계2동,1888,2446,3236,3510,4439,4527,3814,2177,843,145
노원구,월계3동,2938,2556,3938,5536,5187,5029,4284,2424,903,125
노원구,공릉2동,3504,5080,6757,5874,7283,6249,3976,2017,809,110
노원구,하계1동,1394,4338,5658,3040,5001,5155,3044,1687,790,111
노원구,하계2동,1733,3340,3384,2823,4582,4112,2138,1281,609,71
노원구,중계본동,1724,4955,3780,2094,5850,4802,2097,1119,545,78
노원구,중계1동,2034,6172,3354,2099,7210,4427,1722,1001,461,54
노원구,중계4동,1402,2699,2764,2391,4017,3614,2573,1686,630,88
노원구,상계1동,2860,3924,5924,5573,6580,7361,5104,2737,1076,174
노원구,상계2동,1199,2229,3630,2614,3554,4076,2559,1339,520,84
노원구,상계5동,1430,2580,3762,3160,4351,4810,3369,2210,812,133
노원구,상계8동,3049,2606,2653,5523,4321,2948,2050,1084,498,71
노원구,상계9동,1800,2593,2860,3248,4090,3604,2540,1269,558,75
노원구,상계10동,1235,1715,2501,2798,2956,2842,1892,813,410,54
노원구,상계3.4동,1488,2392,3285,3073,4331,4921,3923,2698,927,122
노원구,상계6.7동,3139,3721,4881,5548,6448,5637,3504,1823,872,144
노원구,중계2.3동,2698,3971,4687,5068,6829,5873,4557,3133,1316,154
노원구,공릉1동,2570,3296,7149,6357,5956,6250,4870,2452,872,133
은평구,계,34420,44037,66440,73297,82585,78522,57989,36785,12810,1782
은평구,녹번동,2226,2447,4406,5223,5388,5453,4144,2746,954,148
은평구,불광1동,3103,3185,5683,6363,6831,6995,4989,3393,1277,164
은평구,갈현1동,1336,2115,3956,3631,4015,4347,3208,1989,624,87
은평구,갈현2동,2010,3163,4467,4643,5241,4993,3410,2130,740,99
은평구,구산동,2272,3186,4554,4621,5643,5701,4286,2587,915,131
은평구,대조동,1901,2443,5275,5471,5249,5185,3906,2635,853,104
은평구,응암1동,1883,2773,3404,4177,4641,3820,2873,1879,678,99
은평구,응암2동,2362,1981,2319,3728,4063,2998,2166,1383,468,71
은평구,신사1동,1883,2384,3967,4431,4591,4575,3391,2127,670,88
은평구,신사2동,1453,2065,3027,3272,3622,3756,2845,1567,572,96
은평구,증산동,1041,1389,2204,2275,2659,2857,2259,1400,468,71
은평구,수색동,647,924,1656,1705,1815,2252,1830,1059,407,58
은평구,진관동,5769,7211,6564,7475,11336,7821,5454,3155,1206,192
은평구,불광2동,1558,2316,4376,4435,4726,5196,3965,2583,855,103
은평구,응암3동,1311,2042,3672,3707,4172,4564,3514,2535,930,105
은평구,역촌동,3665,4413,6910,8140,8593,8009,5749,3617,1193,166
서대문구,계,21687,26972,54771,47422,51325,50420,35535,24200,9320,1373
서대문구,천연동,1585,1733,2412,2822,3325,3075,2059,1512,651,92
서대문구,홍제1동,1589,2057,3010,3356,3957,3780,2899,1947,722,101
서대문구,홍제3동,910,1422,2253,2090,2668,2866,2249,1617,640,87
서대문구,홍제2동,1009,1279,1979,2013,2376,2698,1783,1228,456,74
서대문구,홍은1동,1508,2245,3300,3026,3911,4240,3089,2031,817,114
서대문구,홍은2동,1736,2729,4514,4017,4903,4946,3494,2366,909,126
서대문구,남가좌1동,2443,1432,2008,2919,3206,2273,1634,978,350,45
서대문구,남가좌2동,1486,1981,3707,3168,3637,3666,2627,1855,714,134
서대문구,북가좌1동,1758,2017,2396,2909,3548,3016,2051,1334,475,72
서대문구,북가좌2동,2144,2967,4974,4950,5694,5807,4230,2751,930,102
서대문구,충현동,893,1419,2984,2723,2912,3250,2225,1416,626,129
서대문구,북아현동,1512,1234,2822,3227,2872,2942,1649,1078,407,56
서대문구,신촌동,1038,1286,10124,3747,2199,2058,1420,1039,427,78
서대문구,연희동,2076,3171,8288,6455,6117,5803,4126,3048,1196,163
마포구,계,28490,31755,63553,69449,65607,54749,36785,24033,9494,1297
마포구,용강동,2429,2018,2599,4102,4458,3108,1974,1283,570,64
마포구,대흥동,490,852,4028,2115,1901,1839,1213,890,365,62
마포구,염리동,654,959,2163,1593,1862,1656,1102,837,317,36
마포구,신수동,1656,1974,3330,3609,3852,3187,2108,1409,575,88
마포구,서교동,1145,1527,6072,5748,4057,3148,2196,1577,675,88
마포구,합정동,1487,1155,3736,4307,2823,2596,1866,1223,461,53
마포구,망원1동,1277,1571,3484,4173,3555,3156,2305,1534,553,59
마포구,망원2동,1477,1882,2738,3331,3568,2814,2110,1346,451,68
마포구,연남동,851,1056,3588,3672,2674,2323,1789,1144,484,73
마포구,성산1동,1241,1706,3206,3808,3731,2865,2085,1361,445,57
마포구,성산2동,3193,4061,6273,6952,7384,5601,3988,2790,935,138
마포구,상암동,3547,4503,4137,4844,7011,4320,2782,1686,672,102
마포구,도화동,1719,1848,3182,4002,3701,3606,2488,1580,771,109
마포구,서강동,2033,2015,5021,4686,4345,3679,2160,1338,568,72
마포구,공덕동,2585,2841,6551,7048,6551,6836,4281,2739,1086,143
마포구,아현동,2706,1787,3445,5459,4134,4015,2338,1296,566,85
양천구,계,35999,55959,63156,64643,85223,79036,50933,25135,9369,1417
양천구,목1동,3132,5388,3758,3811,7379,4860,2550,1176,437,77
양천구,목2동,2135,2999,5134,5846,4958,5217,3313,1520,590,94
양천구,목3동,1496,1764,3567,4050,3350,3720,2494,1221,512,65
양천구,목4동,1756,3954,4158,3272,5309,4732,2376,1302,483,67
양천구,신월1동,1361,1655,2964,3333,3650,4317,3214,1619,471,77
양천구,신월2동,1810,2016,2922,3677,3601,3719,3215,1457,473,76
양천구,신월3동,1153,1431,2389,2396,2732,3300,2296,1217,404,47
양천구,신월4동,1897,1854,2298,3062,3186,3146,2481,1208,399,53
양천구,신월5동,1269,1431,2307,2460,2544,2711,1864,968,309,39
양천구,신월6동,463,756,870,897,1131,1249,929,468,140,21
양천구,신월7동,1506,1887,2963,3348,3530,3979,3177,1680,680,80
양천구,신정1동,1913,3266,2683,2452,4320,3534,2002,1022,415,87
양천구,신정2동,1404,3236,2925,2047,4183,3790,1982,1023,423,55
양천구,신정3동,4526,5978,6093,6863,9253,8065,5258,2754,1001,143
양천구,신정6동,2141,3983,3467,2920,5130,4317,2266,861,415,74
양천구,신정7동,1976,3742,4078,3488,5451,5536,3460,1817,812,125
양천구,목5동,3724,7869,5111,4449,9678,6778,3574,1438,738,142
양천구,신정4동,2337,2750,5469,6272,5838,6066,4482,2384,667,95
강서구,계,48407,50759,88807,109409,96999,93296,69489,35029,12599,1982
강서구,염창동,4366,4779,5411,7031,7891,5973,3601,1558,549,78
강서구,등촌1동,1573,1612,4560,5481,3384,3189,1948,1046,585,115
강서구,등촌2동,1596,1945,3485,3944,3259,3725,2678,1141,384,63
강서구,등촌3동,1955,2872,4889,5005,4684,6143,4446,2293,1301,235
강서구,화곡본동,3005,2880,5403,7265,6146,5186,3838,1945,615,96
강서구,화곡2동,1689,1730,2653,3750,3568,2968,2322,1192,293,46
강서구,화곡3동,1541,1851,3357,3572,3339,3742,3175,1577,477,74
강서구,화곡4동,1570,1684,3180,4133,3630,3829,2994,1474,492,60
강서구,화곡6동,1616,1920,3888,4311,3853,4222,3191,1412,509,68
강서구,화곡8동,1885,1954,3862,5152,4327,4142,3447,1819,479,69
강서구,가양1동,2118,2228,7845,7846,4679,4421,2600,1121,421,80
강서구,가양2동,631,639,2308,2825,1650,2938,2905,1426,680,123
강서구,가양3동,942,857,2137,3256,2086,2704,2469,1400,572,80
강서구,발산1동,4306,5322,4678,5372,7704,5629,3423,1865,668,99
강서구,공항동,2967,1860,4014,5738,4433,4359,3033,1639,561,81
강서구,방화1동,5242,4321,5782,7657,7977,6886,5118,2555,897,147
강서구,방화2동,1462,1750,3683,3909,3593,4002,3389,1999,739,89
강서구,방화3동,1755,1765,3141,4261,3787,4113,3518,1921,823,135
강서구,화곡1동,3613,3060,8894,11990,7911,8378,6625,3391,919,133
강서구,우장산동,4575,5730,5637,6911,9098,6747,4769,2255,635,111
구로구,계,34397,33831,58183,73275,73205,75536,53077,28335,9145,1166
구로구,신도림동,4048,3658,4721,6870,6684,5367,3853,1742,592,91
구로구,구로1동,2268,2185,2801,4226,3829,3252,2240,885,323,64
구로구,구로3동,1913,1613,4839,6295,4483,3640,2619,1393,483,41
구로구,구로4동,1537,1523,3286,4521,4620,5748,3437,1979,637,77
구로구,구로5동,2536,2040,5444,6705,5356,5943,3642,1962,620,75
구로구,고척1동,1728,2326,3449,3394,4023,4190,3226,1724,552,70
구로구,고척2동,2334,2703,3968,4131,5065,5206,3633,2058,710,74
구로구,개봉2동,2907,2699,4079,5643,5174,5352,4772,2484,718,104
구로구,개봉3동,1640,1784,2857,3542,3562,3619,3014,1558,515,66
구로구,오류1동,1452,1388,3665,4488,3245,3314,2811,1621,523,57
구로구,오류2동,4968,4204,5386,6914,7574,6536,5144,3036,1024,155
구로구,수궁동,2050,2319,3340,3926,4295,4154,3303,1751,512,61
구로구,가리봉동,618,533,1547,2268,3154,4813,2135,917,352,46
구로구,구로2동,1851,2005,4279,5237,6565,8287,4546,2656,798,89
구로구,개봉1동,2547,2851,4522,5115,5576,6115,4702,2569,786,96
금천구,계,16235,17816,36406,39551,40714,48826,30711,16515,5103,723
금천구,가산동,1071,874,5121,5134,3535,4411,2295,1034,299,49
금천구,독산1동,3074,2342,6482,7780,6053,6559,4045,2301,715,85
금천구,독산2동,1313,1612,3096,3152,3663,4869,2854,1368,387,69
금천구,독산3동,1686,1869,4014,4586,5166,7030,3913,1848,545,83
금천구,독산4동,1082,1337,2531,2645,3235,4172,2424,1210,308,43
금천구,시흥1동,2596,2816,4817,5750,6067,7053,4582,2577,812,127
금천구,시흥2동,1934,2431,2859,2933,4065,4037,2890,1712,585,88
금천구,시흥3동,747,853,1601,1697,1760,2209,1737,953,287,42
금천구,시흥4동,1515,1899,3120,3162,3635,4452,3060,1629,511,63
금천구,시흥5동,1217,1783,2765,2712,3535,4034,2911,1883,654,74
영등포구,계,29137,27818,57864,72586,65467,69657,45526,25496,9408,1304
영등포구,여의동,3142,2952,4023,5326,5509,5076,3810,2628,1163,167
영등포구,당산1동,1388,1232,3394,4357,3214,3218,2558,1375,511,74
영등포구,당산2동,2857,2388,7198,7866,5061,4774,3348,1778,751,103
영등포구,양평1동,1456,1151,2585,4201,2831,2245,1712,1086,410,65
영등포구,양평2동,1911,1911,3776,4987,3756,3165,1965,1070,403,61
영등포구,신길1동,886,1164,3129,3269,3176,3561,2364,1499,558,76
영등포구,신길3동,1212,1315,2237,2522,2942,3424,2310,1253,450,54
영등포구,신길4동,508,753,1436,1334,1733,2249,1462,823,303,39
영등포구,신길5동,671,882,1427,1655,2120,2692,1677,866,287,39
영등포구,신길6동,1323,1395,2958,3250,3097,3576,2462,1346,492,75
영등포구,신길7동,1669,1691,2522,2945,3042,2642,1635,868,327,40
영등포구,대림1동,910,1108,2187,2381,2922,3690,2179,1270,389,54
영등포구,대림2동,1207,990,2241,3523,4036,5806,2625,1373,426,44
영등포구,대림3동,1890,1993,3730,4721,4938,6391,3599,1831,590,55
영등포구,영등포본동,1894,1684,3179,4093,4225,5017,3196,1670,601,94
영등포구,영등포동,1284,1029,5204,5804,3475,3755,2784,1430,501,71
영등포구,도림동,1444,1222,2999,4142,3729,4292,2473,1461,532,74
영등포구,문래동,3485,2958,3639,6210,5661,4084,3367,1869,714,119
동작구,계,28928,31395,68829,68085,63709,61777,45540,27559,9779,1417
동작구,노량진2동,500,793,2464,2215,2023,2808,1967,1191,432,57
동작구,상도1동,3707,3710,10702,7646,7147,6353,4864,2909,1128,165
동작구,상도2동,2348,2023,4233,4873,4426,3963,2978,1805,684,120
동작구,상도3동,1700,1915,4189,4689,4046,4090,2952,1949,628,98
동작구,상도4동,2136,2223,4524,5346,4778,4775,3485,2081,785,78
동작구,사당1동,1125,1097,5111,5030,3147,3617,2858,1562,402,56
동작구,사당3동,2216,1818,3714,4445,4005,4065,3260,1888,551,88
동작구,사당4동,897,879,2584,2773,2212,2299,1826,1144,298,65
동작구,사당5동,1031,972,2059,2365,2121,1978,1483,871,312,33
동작구,대방동,2791,4778,6509,6010,7454,5814,3872,2349,935,110
동작구,신대방1동,2057,2836,3427,3944,5147,4879,2915,1551,558,89
동작구,신대방2동,1809,1931,3259,3661,3570,2897,2029,1367,444,55
동작구,흑석동,2175,2297,6498,4562,4570,4693,3477,2300,950,150
동작구,노량진1동,2276,2304,5575,5443,4686,5039,3878,2394,963,138
동작구,사당2동,2160,1819,3981,5083,4377,4507,3696,2198,709,115
관악구,계,29295,33968,106341,95516,77292,75932,56985,34540,10386,1418
관악구,보라매동,1654,1785,4618,4811,3890,3934,3225,1912,581,80
관악구,청림동,1639,1273,2059,2986,2725,2398,1823,1198,445,56
관악구,행운동,1526,1598,7346,6351,3989,3890,3180,1930,552,74
관악구,낙성대동,986,995,5443,3876,2289,1793,1398,926,299,38
관악구,중앙동,547,795,4077,3031,1968,2131,1660,1078,332,39
관악구,인헌동,1599,1886,5703,5482,4096,3723,2763,1729,520,74
관악구,남현동,1281,1014,3911,4063,2561,2703,2031,1164,312,54
관악구,서원동,953,1094,6040,4983,3131,3320,2414,1524,389,48
관악구,신원동,894,1093,4269,3715,2842,3055,2265,1491,410,68
관악구,서림동,1104,1336,6157,5080,3418,3280,2607,1527,442,64
관악구,신사동,1296,1514,5317,4854,4107,4569,2695,1520,457,55
관악구,신림동,534,611,7737,5699,2507,1985,1469,896,260,36
관악구,난향동,1514,1630,1808,2347,3290,2556,2005,1157,369,61
관악구,조원동,998,1032,3810,3838,2966,3510,2237,1197,389,59
관악구,대학동,935,1181,7178,4992,3709,3108,2083,1225,410,41
관악구,은천동,2829,2831,5295,6273,5832,5328,4185,2582,739,91
관악구,성현동,2561,3461,4151,4754,5981,5060,3866,2549,806,114
관악구,청룡동,1197,1632,8646,5690,3750,3664,2931,1766,474,63
관악구,난곡동,1781,2360,4330,4214,4700,5468,3781,2342,696,94
관악구,삼성동,1270,2079,3365,3316,4184,4852,3928,2552,883,127
관악구,미성동,2197,2768,5081,5161,5357,5605,4439,2275,621,82
서초구,계,38795,47642,58922,71713,82212,63517,45665,25245,8481,1611
서초구,서초1동,1720,1936,3066,3939,3864,2927,2313,1160,407,95
서초구,서초2동,1490,1734,2585,3634,3272,2312,1663,877,284,58
서초구,서초3동,1845,2832,4942,4877,4980,4885,3425,1962,640,116
서초구,서초4동,3189,4286,3683,4193,6530,4362,2962,1688,566,96
서초구,잠원동,2953,4080,4433,5757,7108,5081,3107,1574,622,136
서초구,반포본동,734,2259,1427,990,2904,1876,1114,959,291,32
서초구,반포1동,2692,2930,4118,5375,5814,3518,2470,1189,364,93
서초구,반포2동,2697,3627,2452,2895,5244,3102,2102,1348,369,85
서초구,반포3동,1765,2716,2109,2511,4171,2668,1723,959,390,71
서초구,반포4동,1963,2325,2494,3220,3816,2843,2193,1051,385,76
서초구,방배본동,1683,2941,2742,2757,4275,3237,2041,1185,555,89
서초구,방배1동,1231,1458,2641,3253,2890,2442,1894,1154,361,66
서초구,방배2동,1642,2163,3993,4203,4005,4276,3441,1949,515,99
서초구,방배3동,1432,2165,3176,3114,3487,3774,2968,1507,477,121
서초구,방배4동,1933,3010,3578,4150,4765,3741,2420,1618,529,77
서초구,양재1동,5424,4174,5790,8318,8044,6473,5158,2585,918,175
서초구,양재2동,1849,1788,3619,5078,4174,3476,2374,1176,350,68
서초구,내곡동,2553,1218,2074,3449,2869,2524,2297,1304,458,58
강남구,계,40487,61361,78880,90873,101432,80184,56324,30023,10132,1946
