자치구,행정동,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세
동대문구,답십리1동,2808,2029,4145,5546,4735,4409,3209,1869,760,102
중랑구,계,23988,27733,57116,59608,59095,70915,56852,31006,11334,1569
중랑구,면목2동,1389,1701,3520,3551,3914,5077,3614,2048,731,107
중랑구,면목4동,1150,1268,2575,2870,3074,3396,2873,1802,497,82
중랑구,면목5동,527,653,1272,1452,1463,1821,1403,794,258,28
중랑구,면목7동,1279,1331,3165,3579,3281,4062,3474,1901,654,87
중랑구,상봉1동,1953,2052,3702,3771,3680,4548,3241,1620,643,87
중랑구,상봉2동,836,878,3990,4156,2660,3209,2439,1342,446,69
중랑구,중화1동,1349,1405,3015,3362,2907,3500,3019,1508,558,71
중랑구,중화2동,1154,1290,3963,3888,3753,5263,4119,2279,850,90
중랑구,묵1동,2560,3227,4996,5194,6011,5649,4586,2552,968,120
중랑구,묵2동,1177,1277,2856,3206,2984,3243,2935,1524,512,63
중랑구,망우3동,909,1265,2483,2333,2547,3424,2707,1465,541,81
중랑구,신내1동,3611,3859,5098,5445,6154,6740,5429,2838,1206,214
중랑구,신내2동,1456,1805,2685,3040,3323,3646,3193,1629,735,98
중랑구,면목본동,1811,2140,5516,5699,5354,6619,4888,2811,948,115
중랑구,면목3.8동,1273,1626,3977,3871,3740,4805,3973,2298,816,105
중랑구,망우본동,1554,1956,4303,4191,4250,5913,4959,2595,971,152
성북구,계,30395,38926,72981,63037,72241,70483,54239,33774,13854,1984
성북구,돈암1동,876,1419,2158,2049,2300,2792,2154,1276,548,72
성북구,돈암2동,2160,2880,3021,3144,4650,4053,2654,1475,668,121
성북구,안암동,512,1026,6180,2325,1827,2171,1510,1034,448,53
성북구,보문동,1041,1039,2920,2813,2546,2651,1891,1087,446,70
성북구,정릉1동,1511,1863,2537,2795,3369,2900,2186,1414,595,79
성북구,정릉2동,1565,1950,3329,3198,3701,3789,3297,1993,797,112
성북구,정릉3동,712,1155,4140,2081,2077,2400,2171,1501,673,115
성북구,정릉4동,1824,2269,3485,3502,4324,4225,3528,2172,830,119
성북구,길음1동,4173,4886,3507,5008,8051,4895,3234,2089,796,117
성북구,길음2동,1515,1428,2217,2612,3018,2757,2082,1148,439,58
성북구,월곡1동,2197,2664,3107,3692,4737,4331,3508,2145,804,93
성북구,월곡2동,1212,1552,3828,2978,2977,3094,2631,1618,684,94
성북구,장위1동,1008,1648,3064,2509,3004,3909,2971,1665,681,83
성북구,장위2동,622,976,1979,1764,2071,2563,2193,1444,549,78
성북구,장위3동,1810,1503,2411,2975,2842,2853,2137,1160,387,54
성북구,성북동,859,1299,2855,2665,2726,2830,2058,1417,670,135
성북구,삼선동,1238,2054,4627,3518,3861,3770,2683,1874,803,101
성북구,동선동,594,1061,4959,2632,2104,1916,1486,1098,450,67
성북구,종암동,2852,3870,6949,5537,6683,6417,4653,2938,1420,234
성북구,석관동,2114,2384,5708,5240,5373,6167,5212,3226,1166,129
강북구,계,16834,22877,44359,40680,48595,53892,45337,29986,11122,1467
강북구,번1동,770,1160,3509,2989,3030,3217,2567,1757,598,79
강북구,번2동,762,1151,2182,1949,2560,2888,2663,1972,667,72
강북구,번3동,1030,1398,2052,1846,2765,2848,2671,2510,708,90
강북구,수유1동,1101,1388,3161,2899,3097,3752,3267,2008,803,109
강북구,수유2동,1130,1482,3118,2580,3205,3844,3224,2164,924,120
강북구,수유3동,899,1178,4417,3586,3389,4141,3361,2174,800,94
강북구,삼양동,1393,2059,3236,3137,3875,4494,3749,2255,814,134
강북구,미아동,886,1411,3966,3068,3215,3935,3315,2079,800,101
강북구,송중동,1643,2160,4483,4359,4836,5351,4520,2801,969,120
강북구,송천동,1203,1739,3849,3468,4132,5257,4560,2869,1061,137
강북구,삼각산동,3140,4080,3459,4003,6749,4960,3269,1995,770,96
강북구,우이동,1156,1441,2710,2693,3110,3626,3236,2171,904,132
강북구,인수동,1721,2230,4217,4103,4632,5579,4935,3231,1304,183
도봉구,계,19814,26587,44992,42735,50074,58107,48828,27542,11264,1629
도봉구,쌍문1동,1259,1703,3212,2710,3357,3746,3262,2054,795,109
도봉구,쌍문2동,1115,1479,2668,2743,2884,3372,3007,1655,721,113
도봉구,쌍문3동,872,1050,2626,2463,2511,2884,2431,1618,579,76
도봉구,쌍문4동,1296,2095,2624,2419,3096,3500,2713,1178,548,102
도봉구,방학1동,1631,2307,4122,3529,4362,5550,4546,2585,890,142
도봉구,방학2동,1031,1523,2817,2377,3083,3900,3311,1933,731,111
도봉구,방학3동,2061,2827,3514,3317,4358,4973,4273,1883,956,156
도봉구,창1동,1633,2268,3442,3556,4267,4264,3453,1992,852,112
도봉구,창2동,1958,2372,4229,4394,4723,5253,4039,2285,916,94
도봉구,창3동,849,1114,1902,1787,2215,2689,2084,1370,514,60
도봉구,창4동,1865,2724,3863,3506,4535,4980,3398,1739,875,136
도봉구,창5동,1603,2056,3760,3654,3683,4508,3569,1762,786,128
도봉구,도봉1동,923,1265,2711,2487,3060,3873,3870,2663,984,116
도봉구,도봉2동,1718,1804,3502,3793,3940,4615,4872,2825,1117,174
노원구,계,34941,55046,75765,67261,88672,88811,66652,37222,16001,2397
노원구,월계1동,1315,1830,4294,2962,3554,3681,3136,1980,712,110
노원구,월계2동,1867,2263,3326,3481,4453,4659,4378,2459,977,147
노원구,월계3동,2400,2248,3694,4872,4777,4911,4514,2597,1059,142
노원구,공릉2동,3015,4655,7023,5407,6794,6130,4318,2237,916,143
노원구,하계1동,1257,3382,5235,2850,4404,5012,3456,1821,905,131
노원구,하계2동,1601,2895,3205,2635,4178,4002,2431,1344,674,92
노원구,중계본동,1653,4519,3377,2002,5236,4632,2275,1118,539,87
노원구,중계1동,2033,5833,3039,2088,6756,4479,1998,983,482,60
노원구,중계4동,1228,2419,2654,2056,3638,3651,2613,1881,744,109
노원구,상계1동,2512,3448,5496,5084,5883,7158,5817,2889,1218,209
노원구,상계2동,1052,1963,3381,2437,3259,4013,2798,1439,556,88
노원구,상계5동,1185,2150,3491,2765,3829,4588,3622,2303,924,143
노원구,상계8동,2599,2191,2731,4910,4020,3062,2214,1167,529,79
노원구,상계9동,1524,2248,2753,2927,3680,3644,2731,1360,647,101
노원구,상계10동,1033,1435,2418,2532,2593,2919,2050,885,461,72
노원구,상계3.4동,1493,2186,3300,3070,4119,4922,4256,2781,1164,136
노원구,상계6.7동,2681,3163,4759,5060,5783,5663,3889,1983,985,179
노원구,중계2.3동,2237,3341,4441,4474,6101,5743,4794,3296,1495,216
노원구,공릉1동,2256,2877,7148,5649,5615,5942,5362,2699,1014,153
은평구,계,30994,39715,67294,70240,78157,77902,63029,38857,15261,2075
은평구,녹번동,2624,2451,5150,6305,5923,6058,5028,3186,1219,178
은평구,불광1동,2532,2778,5505,5660,6288,6853,5511,3535,1533,194
은평구,갈현1동,1064,1731,3844,3269,3552,4101,3436,2144,691,106
은평구,갈현2동,1734,2625,4468,4154,4855,4926,3664,2269,881,115
은평구,구산동,1974,2924,4520,4310,5306,5750,4584,2771,1108,162
은평구,대조동,1272,1764,4821,4370,4261,4263,3535,2368,954,110
은평구,응암1동,2053,2552,3782,4582,4917,4267,3318,2087,820,122
은평구,응암2동,3253,2309,2796,5200,5184,3594,2823,1690,660,92
은평구,신사1동,1714,2182,4045,4256,4334,4599,3801,2257,840,102
은평구,신사2동,1191,1769,3040,2918,3321,3589,3105,1676,676,91
은평구,증산동,794,1284,2147,2118,2333,2691,2400,1446,526,72
은평구,수색동,458,561,1189,1190,1139,1601,1418,781,337,43
은평구,진관동,5031,7460,7211,7245,10994,8398,6134,3420,1444,252
은평구,불광2동,1250,1920,4388,4041,4167,5076,4304,2755,1026,130
은평구,응암3동,1065,1726,3723,3509,3768,4375,3749,2636,1101,131
은평구,역촌동,2985,3679,6665,7113,7815,7761,6219,3836,1445,175
서대문구,계,20805,24930,56034,47090,49044,50496,38320,24602,11015,1603
서대문구,천연동,1353,1564,2370,2550,2963,3085,2185,1485,773,111
서대문구,홍제1동,1640,1994,3212,3586,3896,4157,3260,2027,899,128
서대문구,홍제3동,799,1178,2217,2047,2290,2777,2328,1610,799,90
서대문구,홍제2동,868,1146,1916,1972,2155,2627,1937,1265,547,83
서대문구,홍은1동,1487,1858,3058,2991,3461,4095,3221,2001,933,142
서대문구,홍은2동,1422,2309,4525,3687,4204,4680,3705,2236,1047,146
서대문구,남가좌1동,2212,1472,1703,2626,3113,2205,1576,973,425,51
서대문구,남가좌2동,2731,2510,4768,4722,4985,4459,3272,2174,934,149
서대문구,북가좌1동,1499,1975,2214,2565,3366,3019,2168,1364,549,80
서대문구,북가좌2동,1783,2561,5001,4550,5203,5576,4561,2940,1109,138
서대문구,충현동,782,1214,3243,2683,2626,3079,2431,1399,677,126
서대문구,북아현동,1510,1149,2547,3061,2825,2888,1814,1050,444,73
서대문구,신촌동,836,1125,10344,3713,2142,2074,1425,1022,480,85
서대문구,연희동,1883,2875,8916,6337,5815,5775,4437,3056,1399,201
마포구,계,26218,29525,66271,67569,63151,55394,39401,24650,10828,1622
마포구,용강동,2353,2000,2365,3933,4480,3013,2138,1295,627,81
마포구,대흥동,686,972,4365,2516,2170,2111,1470,925,431,83
마포구,염리동,963,1157,2301,2140,2232,1846,1193,847,375,45
마포구,신수동,1734,1979,3771,3942,4016,3588,2430,1551,660,108
마포구,서교동,902,1368,6803,5471,3844,3158,2277,1564,733,126
마포구,합정동,1233,1016,3727,3918,2733,2432,1937,1232,524,80
마포구,망원1동,1158,1365,3609,4119,3358,3078,2431,1618,621,86
마포구,망원2동,1263,1663,2886,3058,3373,2837,2170,1455,523,72
마포구,연남동,703,883,3568,3377,2538,2159,1818,1152,520,88
마포구,성산1동,1055,1517,3298,3585,3510,2882,2177,1358,526,60
마포구,성산2동,2719,3599,6945,6984,6821,5801,4185,2905,1121,179
마포구,상암동,2805,4344,4375,4243,6475,4531,2970,1759,786,102
마포구,도화동,1560,1680,3116,3749,3370,3589,2679,1581,834,147
마포구,서강동,1968,1835,5209,4381,4178,3711,2382,1427,660,96
마포구,공덕동,2400,2522,6773,6828,5970,6840,4530,2732,1247,170
마포구,아현동,2716,1625,3160,5325,4083,3818,2614,1249,640,99
양천구,계,33099,51568,61331,60458,80850,77951,56450,27988,10494,1671
양천구,목1동,3080,5157,3536,3584,7071,4991,2804,1310,467,89
양천구,목2동,1827,2651,5162,5503,4726,5086,3770,1667,666,108
양천구,목3동,1454,1564,3672,4148,3333,3778,2966,1337,575,75
양천구,목4동,1502,3492,4253,2997,4746,4897,2607,1437,524,69
양천구,신월1동,1106,1383,2739,2866,3273,4090,3529,1820,548,90
양천구,신월2동,1557,1816,2708,3129,3424,3436,3294,1677,545,75
양천구,신월3동,972,1187,2142,2163,2372,3116,2541,1331,460,53
양천구,신월4동,1576,1680,2186,2633,3076,2905,2696,1353,491,54
양천구,신월5동,1050,1357,2163,2230,2388,2654,2078,1058,363,44
양천구,신월6동,1301,1138,1467,2317,1981,1852,1491,690,207,40
양천구,신월7동,1163,1458,2743,2764,3071,3724,3429,1827,761,96
양천구,신정1동,1867,3098,2542,2179,4175,3579,2145,1101,437,95
양천구,신정2동,1363,2985,2768,1934,3917,3688,2189,1084,468,71
양천구,신정3동,3651,5393,6063,6009,8365,7993,5679,3034,1115,186
양천구,신정6동,2142,3696,3251,2910,4775,4382,2564,964,432,99
양천구,신정7동,2067,3496,3801,3403,5311,5341,3911,1988,900,147
양천구,목5동,3529,7643,4685,4165,9391,6733,3939,1673,713,169
양천구,신정4동,1892,2374,5450,5524,5455,5706,4818,2637,822,111
강서구,계,42273,46228,88166,102582,93524,89165,75698,38516,14403,2419
강서구,염창동,4280,4579,5591,7448,7747,6045,4066,1721,683,88
강서구,등촌1동,1377,1428,4667,5781,3343,3073,2207,1116,639,133
강서구,등촌2동,1429,1681,3380,3660,3144,3577,2864,1314,445,78
강서구,등촌3동,1807,2230,4333,4770,4132,5607,5078,2526,1417,296
강서구,화곡본동,2499,2574,5873,6714,5793,5040,4164,2107,654,126
강서구,화곡2동,1373,1541,2613,3127,3279,2958,2456,1333,374,59
강서구,화곡3동,1381,1668,3253,3352,3313,3487,3425,1773,545,87
강서구,화곡4동,1269,1445,3026,3603,3337,3600,3163,1653,571,84
강서구,화곡6동,1396,1733,4282,4277,3750,4094,3602,1628,547,89
강서구,화곡8동,1523,1702,3941,4578,4147,4000,3573,2035,580,70
강서구,가양1동,1849,1990,8371,8204,4623,4268,3118,1192,484,83
강서구,가양2동,557,486,1838,2575,1498,2385,3202,1530,756,130
강서구,가양3동,784,650,1919,3248,2018,2400,2658,1546,631,120
강서구,발산1동,3666,5127,4755,4639,7488,5747,3858,2105,755,138
강서구,공항동,2699,1750,3923,5298,4443,4171,3274,1698,637,96
강서구,방화1동,4558,4301,5507,6820,7893,6702,5511,2794,1012,168
강서구,방화2동,1252,1544,3475,3608,3354,3801,3636,2115,848,111
강서구,방화3동,1496,1606,2709,3832,3620,3747,3879,2119,926,187
강서구,화곡1동,3094,2670,9357,11173,7854,7887,7044,3741,1169,151
강서구,우장산동,3984,5523,5353,5875,8748,6576,4920,2470,730,125
구로구,계,31349,31538,57906,69640,69788,74006,58281,31515,11056,1460
구로구,신도림동,3676,3557,4483,6448,6588,5232,3976,1958,688,91
구로구,구로1동,2008,2019,2974,4124,3747,3141,2534,970,346,65
구로구,구로3동,1610,1522,4308,5560,4369,3598,2789,1553,587,62
구로구,구로4동,1218,1307,3158,3850,4106,5448,3767,2115,788,88
구로구,구로5동,2155,1793,5378,6183,4861,5734,4110,2116,743,92
구로구,고척1동,1433,2059,3470,3060,3699,4073,3526,1921,625,95
구로구,고척2동,1963,2354,3740,3524,4540,5069,3988,2282,852,95
구로구,개봉2동,2430,2426,3917,4945,4981,5060,4993,2815,864,120
구로구,개봉3동,1385,1552,2727,3155,3403,3686,3466,1785,652,77
구로구,오류1동,1344,1292,4070,4562,3336,3280,2981,1804,660,89
구로구,수궁동,1565,2075,3174,3459,3946,4045,3532,1971,604,86
구로구,가리봉동,520,425,1664,2107,2412,4268,2285,922,379,57
구로구,구로2동,1618,1699,4046,4747,5443,7988,4984,2733,991,127
구로구,개봉1동,2112,2435,4317,4610,4930,5815,4950,2789,935,127
구로구,오류2동,3689,3939,4746,5504,7017,5895,5015,3208,1128,148
구로구,항동,2623,1084,1734,3802,2410,1674,1385,573,214,41
금천구,계,14517,15628,37816,38806,37046,47228,34260,17969,6290,820
금천구,가산동,884,772,5913,5588,3292,4177,2601,1177,368,49
금천구,독산1동,3460,2422,7755,9104,6645,6912,4934,2550,915,98
금천구,독산2동,1129,1327,2905,2875,3031,4552,3144,1515,473,71
금천구,독산3동,1404,1539,4123,4192,4290,6685,4298,1999,696,103
금천구,독산4동,877,1090,2471,2384,2693,4091,2617,1311,399,53
금천구,시흥1동,2201,2425,5100,5266,5564,6790,4996,2801,960,149
금천구,시흥2동,1654,2184,2581,2606,3616,3864,3169,1828,674,103
금천구,시흥3동,599,753,1513,1513,1623,2094,1910,1047,361,43
금천구,시흥4동,1257,1610,2844,2801,3216,4233,3420,1793,620,68
금천구,시흥5동,1052,1506,2611,2477,3076,3830,3171,1948,824,83
영등포구,계,27528,25427,60160,73224,61745,67471,49574,27149,11062,1542
영등포구,여의동,3081,2933,3981,5500,5593,5165,4094,2691,1407,205
영등포구,당산1동,1219,1048,3665,4346,3025,3208,2673,1442,618,80
영등포구,당산2동,2744,2306,7439,8116,5199,4790,3695,1932,864,134
영등포구,양평1동,1296,1038,2819,4388,2903,2143,1787,1129,445,73
영등포구,양평2동,1743,1656,3746,5148,3457,3106,2171,1100,470,62
영등포구,신길1동,765,993,3505,3322,2857,3264,2517,1549,662,82
영등포구,신길3동,1329,1237,2278,2776,2809,3437,2561,1415,516,70
영등포구,신길4동,379,653,1322,1237,1413,1986,1577,858,354,49
영등포구,신길5동,915,803,1512,1869,1973,2504,1845,899,328,49
영등포구,신길6동,1112,1171,3133,3089,2734,3239,2633,1396,572,79
영등포구,신길7동,2172,1781,2892,3579,3357,3220,2101,1032,434,55
영등포구,대림1동,734,936,2100,2060,2462,3455,2341,1378,474,63
영등포구,대림2동,1011,850,2274,3128,3345,5320,2882,1442,508,55
영등포구,대림3동,1568,1704,3459,4201,4187,6050,4022,1956,743,81
영등포구,영등포본동,1664,1432,2930,3765,3683,4735,3484,1823,667,107
영등포구,영등포동,1218,890,6405,6748,3579,3720,2992,1538,557,91
영등포구,도림동,1266,1056,2872,3818,3290,3990,2676,1549,631,86
영등포구,문래동,3312,2940,3828,6134,5879,4139,3523,2020,812,121
동작구,계,26139,29069,71224,65149,61298,61333,49314,29608,11581,1750
동작구,노량진2동,414,627,2325,2068,1750,2571,2071,1235,498,77
동작구,상도1동,3115,3475,11362,6622,6706,6440,5174,3093,1290,215
동작구,상도2동,2375,1992,4521,4961,4491,4242,3340,1944,844,124
동작구,상도3동,1387,1749,4314,4393,3880,3990,3139,2073,755,104
동작구,상도4동,1857,1999,4676,5057,4539,4612,3701,2244,916,111
동작구,사당1동,884,991,5389,4811,3063,3350,3107,1765,500,64
동작구,사당3동,2196,1677,3477,4270,3950,3782,3443,2019,648,97
동작구,사당4동,804,770,2608,2645,2134,2188,1974,1216,407,67
동작구,사당5동,1090,989,2264,2601,2306,2214,1763,988,371,64
동작구,대방동,2428,4298,6621,5642,6875,5965,4120,2505,1047,158
동작구,신대방1동,1747,2646,3525,3441,4636,4661,3243,1638,658,103
동작구,신대방2동,1512,1743,3570,3419,3308,2777,2150,1461,520,74
동작구,흑석동,2444,2332,6987,5002,5020,5290,4003,2522,1143,193
동작구,노량진1동,2031,2050,5770,5567,4450,4799,4180,2482,1120,170
동작구,사당2동,1855,1731,3815,4650,4190,4452,3906,2423,864,129
관악구,계,24573,30328,112950,91661,72215,73133,59888,36974,12607,1673
관악구,보라매동,1350,1563,4956,4471,3613,3652,3347,2114,686,95
관악구,청림동,1403,1186,1983,2686,2592,2347,1983,1210,528,66
관악구,행운동,1295,1464,7713,6307,3785,3636,3193,2078,645,92
관악구,낙성대동,810,919,5751,3741,2129,1758,1384,960,332,46
관악구,중앙동,468,676,4619,3140,1851,2026,1666,1160,408,42
관악구,인헌동,1271,1686,5962,5156,3813,3583,2935,1839,609,75
관악구,남현동,1091,861,3977,3854,2405,2656,2208,1318,380,61
관악구,서원동,769,935,6713,4910,2968,3031,2601,1526,534,53
관악구,신원동,731,936,4514,3461,2557,2884,2378,1557,539,77
관악구,서림동,887,1199,6072,4847,3316,3190,2722,1561,551,76
관악구,신사동,1073,1310,5974,4438,3644,4347,2877,1680,548,70
관악구,신림동,413,541,8648,5902,2566,1945,1520,967,291,45
관악구,난향동,1273,1499,1748,2024,3069,2645,2102,1305,429,64
관악구,조원동,835,908,4213,3649,2612,3135,2401,1239,465,64
관악구,대학동,804,1064,6969,5109,3634,3195,2230,1313,499,58
관악구,은천동,2305,2659,5670,5706,5458,5151,4316,2713,890,110
관악구,성현동,2147,3022,3970,4077,5227,4861,3829,2491,920,129
관악구,청룡동,1320,1774,11225,6812,4189,4176,3386,2110,667,87
관악구,난곡동,1424,1997,4201,3899,4211,5142,4053,2536,830,107
관악구,삼성동,997,1675,3099,2893,3599,4498,4140,2702,1040,170
관악구,미성동,1907,2454,4973,4579,4977,5275,4617,2595,816,86
서초구,계,35283,45642,56849,66465,79028,63658,47389,27178,9538,1812
서초구,서초1동,1581,1958,2908,3799,3860,2982,2414,1330,470,98
서초구,서초2동,1512,1669,2791,3949,3356,2481,1786,1024,297,71
서초구,서초3동,1708,2717,5266,5163,4945,4769,3564,2135,750,124
서초구,서초4동,3132,4221,3641,4052,6499,4713,3057,1839,677,128
서초구,잠원동,2554,3884,4551,5024,6450,5452,3358,1666,684,143
서초구,반포본동,632,1937,1511,936,2355,2103,1246,1002,335,38
서초구,반포1동,3171,3543,4437,5863,6705,4124,2966,1574,486,93
서초구,반포2동,1954,2766,1395,1659,3801,2119,1303,924,317,63
서초구,반포3동,1975,2885,2426,2687,4519,3308,2125,1233,485,85
서초구,반포4동,1855,2259,2396,2892,3791,2909,2295,1230,420,96
서초구,방배본동,1524,2844,2728,2508,4066,3462,2240,1333,604,109
서초구,방배1동,1225,1373,2594,3148,2902,2486,2088,1305,442,83
서초구,방배2동,1210,1666,2942,3267,3145,3282,2839,1650,526,89
서초구,방배3동,1393,2055,2917,3084,3362,3630,3164,1636,581,112
서초구,방배4동,1734,2652,3280,3727,4409,3544,2364,1617,601,89
서초구,양재1동,4432,4280,5549,7151,7937,6367,5592,2947,1006,220
서초구,양재2동,1542,1673,3494,4640,3913,3362,2568,1281,366,84
서초구,내곡동,2149,1260,2023,2916,3013,2565,2420,1452,491,87
