name,code,type,parent,male,female,onehouse,convnum,rent
이태원1동,11170650,dong,용산구,3275,3650,2237,26,199088
이태원2동,11170660,dong,용산구,4275,4987,2674,13,127369
한남동,11170685,dong,용산구,10234,11031,6164,26,135270
서빙고동,11170690,dong,용산구,6386,6923,1739,9,62635
보광동,11170700,dong,용산구,7051,7211,4167,10,111432
성동구,11200,gu,성동구,144701,151482,56420,318,121610
왕십리2동,11200520,dong,성동구,8390,8822,2933,10,113212
왕십리도선동,11200535,dong,성동구,13011,14287,4519,28,125761
마장동,11200540,dong,성동구,11335,11668,4941,19,127874
사근동,11200550,dong,성동구,6108,5790,5510,34,140472
행당1동,11200560,dong,성동구,6887,7415,2767,17,141291
행당2동,11200570,dong,성동구,11399,12862,2409,8,129507
응봉동,11200580,dong,성동구,7490,8349,1624,4,139653
금호1가동,11200590,dong,성동구,7568,8233,2173,9,125042
금호2.3가동,11200615,dong,성동구,11239,12370,3673,15,126159
금호4가동,11200620,dong,성동구,7095,7743,2208,7,121639
옥수동,11200645,dong,성동구,12501,14320,3269,13,164465
성수1가1동,11200650,dong,성동구,8344,8344,3148,23,120978
성수1가2동,11200660,dong,성동구,6741,6960,3032,30,124653
성수2가1동,11200670,dong,성동구,8809,8025,4174,22,93779
성수2가3동,11200690,dong,성동구,5701,5546,3009,56,108298
송정동,11200720,dong,성동구,5727,5123,2829,8,82140
용답동,11200790,dong,성동구,6356,5625,4202,15,125259
광진구,11215,gu,광진구,168472,180175,76534,388,118571
화양동,11215710,dong,광진구,10641,11775,13187,60,157380
군자동,11215730,dong,광진구,9852,10088,6307,30,110375
중곡1동,11215740,dong,광진구,7687,8035,4105,15,86663
중곡2동,11215750,dong,광진구,10482,11569,4705,27,90423
중곡3동,11215760,dong,광진구,8383,8465,4148,17,94090
중곡4동,11215770,dong,광진구,14580,15176,4991,20,108720
능동,11215780,dong,광진구,5368,6278,3691,21,134995
광장동,11215810,dong,광진구,17252,18452,2249,20,140039
자양1동,11215820,dong,광진구,11029,11853,5895,22,121920
자양2동,11215830,dong,광진구,12679,13353,4089,20,85428
자양3동,11215840,dong,광진구,13881,14972,2965,28,124891
자양4동,11215847,dong,광진구,9008,9041,5088,30,148193
구의1동,11215850,dong,광진구,10622,11598,6709,28,108732
구의2동,11215860,dong,광진구,13040,14103,4232,18,118544
구의3동,11215870,dong,광진구,13968,15417,4173,32,134399
동대문구,11230,gu,동대문구,170926,173724,78266,386,114777
용신동,11230536,dong,동대문구,15812,15232,10992,51,103155
제기동,11230545,dong,동대문구,12858,12201,7121,30,137237
전농1동,11230560,dong,동대문구,15191,15085,7485,29,98157
전농2동,11230570,dong,동대문구,9321,10016,2278,16,122622
답십리1동,11230600,dong,동대문구,14178,15035,5020,33,129713
답십리2동,11230610,dong,동대문구,14423,15217,4658,16,98418
장안1동,11230650,dong,동대문구,19185,19376,7722,54,97830
장안2동,11230660,dong,동대문구,16590,16505,4778,38,114050
청량리동,11230705,dong,동대문구,10414,10424,5089,17,88812
회기동,11230710,dong,동대문구,4951,5441,4089,23,135466
휘경1동,11230720,dong,동대문구,6662,6983,3867,18,156739
휘경2동,11230730,dong,동대문구,12138,12282,5716,17,108469
이문1동,11230740,dong,동대문구,9200,9324,6452,31,141471
이문2동,11230750,dong,동대문구,10003,10603,2999,13,86038
중랑구,11260,gu,중랑구,195931,199857,77396,311,95238
면목2동,11260520,dong,중랑구,12516,12572,5696,22,89245
면목4동,11260540,dong,중랑구,9554,9557,3919,14,71150
면목5동,11260550,dong,중랑구,6561,6455,1918,7,71432
면목본동,11260565,dong,중랑구,17284,17423,8595,30,95040
면목7동,11260570,dong,중랑구,11235,11151,4454,18,116040
면목3.8동,11260575,dong,중랑구,12848,12989,5830,20,95767
상봉1동,11260580,dong,중랑구,12232,12717,3244,14,96036
상봉2동,11260590,dong,중랑구,9609,10133,6777,36,109255
중화1동,11260600,dong,중랑구,9982,10402,3343,18,79493
중화2동,11260610,dong,중랑구,13378,12648,7372,20,103687
묵1동,11260620,dong,중랑구,17290,18339,5009,22,119657
묵2동,11260630,dong,중랑구,9598,9891,3998,17,84731
망우본동,11260655,dong,중랑구,15310,15117,6986,31,84079
망우3동,11260660,dong,중랑구,8717,8603,3771,12,68510
신내1동,11260680,dong,중랑구,19585,20640,3597,20,99522
신내2동,11260690,dong,중랑구,10232,11220,2887,10,128149
성북구,11290,gu,성북구,212559,227836,77396,356,111096
성북동,11290525,dong,성북구,7944,9037,3887,17,139800
삼선동,11290555,dong,성북구,11367,12496,5852,32,116038
동선동,11290575,dong,성북구,6585,9039,6046,37,171469
돈암1동,11290580,dong,성북구,7186,8216,1782,7,82975
돈암2동,11290590,dong,성북구,11773,12902,1694,5,115874
안암동,11290600,dong,성북구,7770,7586,6217,47,134392
보문동,11290610,dong,성북구,7788,8320,3825,17,90104
정릉1동,11290620,dong,성북구,9114,9772,2249,15,99725
정릉2동,11290630,dong,성북구,11386,12094,3087,16,91397
정릉3동,11290640,dong,성북구,7719,7835,4216,15,80501
정릉4동,11290650,dong,성북구,12481,13332,3778,18,107430
길음1동,11290660,dong,성북구,17387,19146,2554,7,164501
길음2동,11290685,dong,성북구,8326,8885,2405,8,140956
종암동,11290705,dong,성북구,19688,20261,6612,27,96620
월곡1동,11290715,dong,성북구,13082,13967,3289,13,97281
월곡2동,11290725,dong,성북구,9631,10436,4421,24,105170
장위1동,11290760,dong,성북구,9911,10401,3522,12,61785
장위2동,11290770,dong,성북구,6912,7079,2724,8,79768
장위3동,11290780,dong,성북구,8868,8997,2453,8,95326
석관동,11290810,dong,성북구,17641,18035,6783,23,94920
강북구,11305,gu,강북구,151376,159179,61479,272,99833
삼양동,11305534,dong,강북구,12393,12438,4625,13,84721
미아동,11305535,dong,강북구,10724,11523,5981,32,109104
송중동,11305545,dong,강북구,14714,15914,5912,28,119842
송천동,11305555,dong,강북구,13818,13931,6385,23,90665
삼각산동,11305575,dong,강북구,15502,16788,2623,9,127057
번1동,11305590,dong,강북구,9573,9604,5640,30,95557
번2동,11305600,dong,강북구,8087,8565,2881,7,70717
번3동,11305606,dong,강북구,8361,9354,2392,11,97154
수유1동,11305610,dong,강북구,10575,10818,4810,23,99017
수유2동,11305620,dong,강북구,10308,11209,3591,17,80314
수유3동,11305630,dong,강북구,11726,11855,7165,35,121017
우이동,11305645,dong,강북구,7958,8184,3674,17,80774
인수동,11305660,dong,강북구,15349,16393,5800,27,65162
도봉구,11320,gu,도봉구,160089,167925,46140,232,100812
창1동,11320511,dong,도봉구,12185,13354,3692,15,100710
창2동,11320512,dong,도봉구,14616,15230,3860,22,90065
창3동,11320513,dong,도봉구,7212,7212,2681,14,79993
창4동,11320514,dong,도봉구,13181,14242,2912,18,173094
창5동,11320515,dong,도봉구,12159,13162,2912,19,132260
도봉1동,11320521,dong,도봉구,11016,10722,4316,22,90325
도봉2동,11320522,dong,도봉구,13736,14314,4134,14,101683
쌍문1동,11320660,dong,도봉구,10592,11360,3239,18,70214
쌍문2동,11320670,dong,도봉구,9403,10103,3133,13,94134
쌍문3동,11320680,dong,도봉구,8202,8692,3265,14,121258
쌍문4동,11320681,dong,도봉구,9237,10221,1567,11,114171
방학1동,11320690,dong,도봉구,14536,14749,4727,25,103418
방학2동,11320700,dong,도봉구,10350,10138,3874,16,85839
방학3동,11320710,dong,도봉구,13664,14426,1828,11,85367
노원구,11350,gu,노원구,254463,272255,70945,356,136712
월계1동,11350560,dong,노원구,11730,11035,4557,33,138209
월계2동,11350570,dong,노원구,13402,14374,4153,18,88552
월계3동,11350580,dong,노원구,14793,16075,3955,10,190722
공릉1동,11350595,dong,노원구,18546,19433,8430,45,111611
공릉2동,11350600,dong,노원구,19456,20430,5708,38,120824
하계1동,11350611,dong,노원구,13387,14415,4345,20,100393
하계2동,11350612,dong,노원구,10927,11990,1719,5,174586
중계본동,11350619,dong,노원구,12332,12871,1993,15,128484
중계1동,11350621,dong,노원구,13464,14107,1423,13,228056
중계4동,11350624,dong,노원구,10114,10790,2610,12,152226
중계2.3동,11350625,dong,노원구,16609,19308,5053,10,176838
상계1동,11350630,dong,노원구,19180,20245,4477,25,124155
상계2동,11350640,dong,노원구,10277,10495,3219,31,151049
상계3.4동,11350665,dong,노원구,13538,13725,4679,17,90160
상계5동,11350670,dong,노원구,12103,12747,4001,17,102078
상계6.7동,11350695,dong,노원구,15734,18102,4272,28,198330
상계8동,11350700,dong,노원구,11203,12083,2437,5,163237
상계9동,11350710,dong,노원구,10189,11228,2118,9,204162
상계10동,11350720,dong,노원구,7479,8802,1796,5,188675
은평구,11380,gu,은평구,231508,250221,79784,374,110909
녹번동,11380510,dong,은평구,17848,19556,6858,31,104302
불광1동,11380520,dong,은평구,18928,21009,6772,14,128478
불광2동,11380530,dong,은평구,13909,14729,6145,29,144442
갈현1동,11380551,dong,은평구,11486,12039,4815,20,109995
갈현2동,11380552,dong,은평구,13857,15267,4410,33,111055
구산동,11380560,dong,은평구,16481,16599,4341,23,103211
대조동,11380570,dong,은평구,12783,14581,7179,36,123595
응암1동,11380580,dong,은평구,14442,15944,5234,25,114290
응암2동,11380590,dong,은평구,13337,14122,3013,6,94917
응암3동,11380600,dong,은평구,12412,12971,6049,34,109235
역촌동,11380625,dong,은평구,22265,24748,7702,42,96218
신사1동,11380631,dong,은평구,13430,14357,3903,19,93252
신사2동,11380632,dong,은평구,10496,10546,3203,10,84341
증산동,11380640,dong,은평구,7603,7913,2537,12,104629
수색동,11380650,dong,은평구,5321,5400,1385,1,80087
진관동,11380690,dong,은평구,26910,30440,6238,39,124679
서대문구,11410,gu,서대문구,149803,162829,61198,326,130370
천연동,11410520,dong,서대문구,8561,9471,3314,14,133552
북아현동,11410555,dong,서대문구,8057,8796,2860,8,134726
충현동,11410565,dong,서대문구,9098,9815,4851,32,114423
신촌동,11410585,dong,서대문구,8515,10541,9797,85,187060
연희동,11410615,dong,서대문구,18106,19402,10416,41,94928
홍제1동,11410620,dong,서대문구,11508,12993,3586,18,156304
홍제3동,11410640,dong,서대문구,7743,8163,2723,13,120613
홍제2동,11410655,dong,서대문구,6839,7538,1821,6,115926
홍은1동,11410660,dong,서대문구,11089,11802,3217,12,85653
홍은2동,11410685,dong,서대문구,13159,14023,4919,23,100239
남가좌1동,11410690,dong,서대문구,7720,8273,1425,9,133985
남가좌2동,11410700,dong,서대문구,14445,15524,5004,23,117254
북가좌1동,11410710,dong,서대문구,8972,9618,1620,11,111765
북가좌2동,11410720,dong,서대문구,15991,16870,5645,31,100277
마포구,11440,gu,마포구,176174,197446,81156,543,146291
아현동,11440555,dong,마포구,11657,13249,3211,25,159789
공덕동,11440565,dong,마포구,18489,20605,8931,28,98573
도화동,11440585,dong,마포구,10499,11408,3644,24,151398
용강동,11440590,dong,마포구,10309,11505,3250,28,163062
대흥동,11440600,dong,마포구,6928,7376,5153,40,160796
염리동,11440610,dong,마포구,5878,6297,2441,9,156230
신수동,11440630,dong,마포구,11320,11977,3923,17,112775
서강동,11440655,dong,마포구,11878,13062,5287,34,150010
서교동,11440660,dong,마포구,11408,13573,9547,125,167382
합정동,11440680,dong,마포구,8571,9859,5232,29,136834
망원1동,11440690,dong,마포구,9874,11117,5114,26,146018
망원2동,11440700,dong,마포구,9006,10054,3231,18,114986
연남동,11440710,dong,마포구,7379,8347,5144,25,134783
성산1동,11440720,dong,마포구,9208,10355,4376,28,109252
성산2동,11440730,dong,마포구,18620,22130,8317,36,123196
상암동,11440740,dong,마포구,15150,16532,4355,51,182696
양천구,11470,gu,양천구,224271,232709,52468,318,118804
목1동,11470510,dong,양천구,15171,16493,1606,35,167303
목2동,11470520,dong,양천구,14935,15785,4806,27,123602
목3동,11470530,dong,양천구,10822,11754,3731,17,129992
목4동,11470540,dong,양천구,12769,13354,3017,19,109560
목5동,11470550,dong,양천구,20986,21429,1670,19,225344
신월1동,11470560,dong,양천구,10788,10251,4445,14,83042
신월2동,11470570,dong,양천구,10539,10922,2443,9,85564
신월3동,11470580,dong,양천구,8462,7566,4020,12,83498
신월4동,11470590,dong,양천구,9088,9422,1583,16,84868
신월5동,11470600,dong,양천구,7555,7662,2227,19,82168
신월6동,11470610,dong,양천구,6590,6745,1115,10,86665
신월7동,11470611,dong,양천구,10189,10566,3133,16,89006
신정1동,11470620,dong,양천구,10269,10764,1410,10,110205
신정2동,11470630,dong,양천구,9913,10291,1576,13,104776
신정3동,11470640,dong,양천구,22816,23975,4637,19,142228
신정4동,11470650,dong,양천구,16594,17272,6991,42,106319
신정6동,11470670,dong,양천구,12216,12916,1057,12,204418
신정7동,11470680,dong,양천구,14569,15542,3001,9,138659
강서구,11500,gu,강서구,282647,302273,107620,572,129933
염창동,11500510,dong,강서구,20474,21587,3931,30,103649
등촌1동,11500520,dong,강서구,11193,12636,6777,36,124093
등촌2동,11500530,dong,강서구,10499,10926,2769,9,86348
등촌3동,11500535,dong,강서구,15199,16635,6000,27,149161
화곡1동,11500540,dong,강서구,25742,27115,12725,59,103564
화곡2동,11500550,dong,강서구,9075,9567,2939,12,84558
화곡3동,11500560,dong,강서구,10602,11458,3381,15,125647
화곡4동,11500570,dong,강서구,10422,10883,3697,17,124228
화곡본동,11500590,dong,강서구,17092,17856,7343,28,107019
화곡6동,11500591,dong,강서구,12319,12822,5718,31,98422
화곡8동,11500593,dong,강서구,12266,13262,4594,15,141799
가양1동,11500603,dong,강서구,15725,18350,12467,86,206388
가양2동,11500604,dong,강서구,6996,7755,4158,6,157863
가양3동,11500605,dong,강서구,7402,8354,3304,7,143167
발산1동,11500611,dong,강서구,17974,19877,2875,43,130124
우장산동,11500615,dong,강서구,21071,22950,3887,24,141462
공항동,11500620,dong,강서구,13754,13333,5700,47,101476
방화1동,11500630,dong,강서구,21848,22937,5002,34,142739
방화2동,11500640,dong,강서구,11468,11751,5612,27,85806
방화3동,11500641,dong,강서구,11526,12219,4741,19,138970
구로구,11530,gu,구로구,200251,205244,68192,369,125076
신도림동,11530510,dong,구로구,17785,18610,3051,35,127137
구로1동,11530520,dong,구로구,10527,10901,2270,13,162310
구로2동,11530530,dong,구로구,12463,12287,6282,28,121898
구로3동,11530540,dong,구로구,12195,11746,7672,68,172368
구로4동,11530550,dong,구로구,9996,10578,5195,20,145626
구로5동,11530560,dong,구로구,14353,15270,7120,31,101415
가리봉동,11530595,dong,구로구,5087,4266,4088,14,128673
고척1동,11530720,dong,구로구,11677,11702,3059,14,151326
고척2동,11530730,dong,구로구,13716,13957,3845,23,91993
개봉1동,11530740,dong,구로구,16630,16607,4949,22,91468
개봉2동,11530750,dong,구로구,15605,16341,3251,12,118448
개봉3동,11530760,dong,구로구,10356,10819,2687,9,93711
오류1동,11530770,dong,구로구,11072,11537,5892,24,149505
오류2동,11530780,dong,구로구,18973,20302,5875,34,107969
수궁동,11530790,dong,구로구,11858,12137,2956,22,95966
금천구,11545,gu,금천구,117497,114516,52320,303,123501
가산동,11545510,dong,금천구,12173,10013,10527,124,166558
독산1동,11545610,dong,금천구,21879,20525,10498,45,109787
독산2동,11545620,dong,금천구,9683,9427,4142,15,94324
독산3동,11545630,dong,금천구,12405,12238,5978,23,93418
독산4동,11545640,dong,금천구,7906,7799,3471,15,107298
시흥1동,11545670,dong,금천구,16919,16939,6899,42,136440
시흥2동,11545680,dong,금천구,10694,11407,2137,3,152894
시흥3동,11545690,dong,금천구,5607,5634,1511,9,110290
시흥4동,11545700,dong,금천구,10399,10572,3213,11,99453
시흥5동,11545710,dong,금천구,9832,9962,3944,16,110252
영등포구,11560,gu,영등포구,185603,189530,84507,530,124311
영등포본동,11560515,dong,영등포구,11062,10572,4666,21,89692
영등포동,11560535,dong,영등포구,14695,12544,13109,68,136441
여의동,11560540,dong,영등포구,16111,18221,4195,108,204094
당산1동,11560550,dong,영등포구,10245,10640,5553,37,107130
당산2동,11560560,dong,영등포구,17590,19919,9079,42,158043
도림동,11560585,dong,영등포구,9259,9165,4643,12,99885
문래동,11560605,dong,영등포구,16043,16556,3997,45,106184
양평1동,11560610,dong,영등포구,8665,8889,4554,22,94279
양평2동,11560620,dong,영등포구,11136,11275,4157,38,114266
신길1동,11560630,dong,영등포구,8935,8654,6489,17,129279
신길3동,11560650,dong,영등포구,8404,8608,3026,11,89922
신길4동,11560660,dong,영등포구,4449,4419,1976,5,52660
신길5동,11560670,dong,영등포구,5411,5770,1955,9,99342
신길6동,11560680,dong,영등포구,8771,9150,3888,15,102609
신길7동,11560690,dong,영등포구,10133,10202,2242,16,117875
대림1동,11560700,dong,영등포구,7008,7080,3101,14,108577
대림2동,11560710,dong,영등포구,6062,6319,3798,20,149784
대림3동,11560720,dong,영등포구,11624,11547,4079,30,95373
동작구,11590,gu,동작구,190754,203364,80504,341,139489
노량진1동,11590510,dong,동작구,16082,16230,7361,40,173989
노량진2동,11590520,dong,동작구,6509,6100,4287,18,149362
상도1동,11590530,dong,동작구,22070,23422,10065,50,117707
상도2동,11590540,dong,동작구,13622,14674,5211,16,132651
상도3동,11590550,dong,동작구,12090,13167,5390,12,157731
상도4동,11590560,dong,동작구,14160,15011,5874,14,112427
흑석동,11590605,dong,동작구,15899,16713,5599,29,135996
사당1동,11590620,dong,동작구,11011,12172,7749,27,120344
사당2동,11590630,dong,동작구,13254,14289,4198,27,182644
사당3동,11590640,dong,동작구,12211,12993,3547,13,125161
사당4동,11590650,dong,동작구,6949,7587,3321,9,175360
사당5동,11590651,dong,동작구,7172,7584,2536,9,86960
대방동,11590660,dong,동작구,18601,20519,7137,36,112480
신대방1동,11590670,dong,동작구,11454,12308,3879,11,118103
신대방2동,11590680,dong,동작구,9670,10595,4350,30,160773
관악구,11620,gu,관악구,250520,248796,157514,459,124519
보라매동,11620525,dong,관악구,12134,12620,6082,17,103544
청림동,11620545,dong,관악구,7743,8061,2021,7,75670
성현동,11620565,dong,관악구,14730,15705,3960,9,111480
행운동,11620575,dong,관악구,14359,15230,10989,31,113750
낙성대동,11620585,dong,관악구,8676,8509,7929,28,137546
청룡동,11620595,dong,관악구,16786,18189,15581,43,130694
은천동,11620605,dong,관악구,16760,17489,7100,24,138511
중앙동,11620615,dong,관악구,7452,8174,6508,20,115033
인헌동,11620625,dong,관악구,12917,13521,7916,22,139326
남현동,11620630,dong,관악구,8947,9566,4879,19,158590
서원동,11620645,dong,관악구,11904,11227,9155,27,155004
신원동,11620655,dong,관악구,9263,9255,6526,10,125867
서림동,11620665,dong,관악구,13158,10794,9503,22,97431
신사동,11620685,dong,관악구,11505,11485,8579,24,132995
신림동,11620695,dong,관악구,11420,10542,14197,37,161686
난향동,11620715,dong,관악구,7867,8097,1944,3,105507
조원동,11620725,dong,관악구,8923,8722,6742,24,102115
대학동,11620735,dong,관악구,14385,9439,12172,42,115241
삼성동,11620745,dong,관악구,12281,12273,4765,9,74483
미성동,11620765,dong,관악구,15399,16057,5620,22,105343
난곡동,11620775,dong,관악구,13911,13841,5346,19,128676
서초구,11650,gu,서초구,204280,222957,59312,518,138477
서초1동,11650510,dong,서초구,10177,10933,3927,34,128043
서초2동,11650520,dong,서초구,8906,9889,3873,42,191125
서초3동,11650530,dong,서초구,15038,15892,6034,77,142860
서초4동,11650531,dong,서초구,15425,16264,2370,35,174247
잠원동,11650540,dong,서초구,15234,16708,4660,28,132407
반포본동,11650550,dong,서초구,5687,6324,762,7,117101
반포1동,11650560,dong,서초구,15730,16820,6406,27,155522
반포2동,11650570,dong,서초구,7723,8430,686,7,295833
반포3동,11650580,dong,서초구,10482,11703,1394,10,224457
반포4동,11650581,dong,서초구,9204,10269,1901,45,182582
방배본동,11650590,dong,서초구,9836,11380,2200,21,122414
방배1동,11650600,dong,서초구,8139,9259,2991,21,133015
방배2동,11650610,dong,서초구,9584,10819,3073,25,124352
방배3동,11650620,dong,서초구,10502,11290,2256,18,114923
방배4동,11650621,dong,서초구,10877,12897,3447,22,121448
양재1동,11650651,dong,서초구,21498,23441,6105,43,136925
양재2동,11650652,dong,서초구,11337,11223,5054,43,93580
내곡동,11650660,dong,서초구,8901,9416,2173,13,154196
강남구,11680,gu,강남구,258407,281741,93397,951,171681
신사동,11680510,dong,강남구,7851,9064,2918,42,173290
논현1동,11680521,dong,강남구,10818,12335,9612,79,159334
논현2동,11680531,dong,강남구,10097,11625,6315,74,140442
압구정동,11680545,dong,강남구,12698,14876,3010,55,203676
청담동,11680565,dong,강남구,12723,14478,4772,54,167299
삼성1동,11680580,dong,강남구,7074,7206,2111,58,181339
삼성2동,11680590,dong,강남구,14365,15864,5908,52,172438
대치1동,11680600,dong,강남구,12610,12515,579,21,278364
대치2동,11680610,dong,강남구,19377,18753,2490,47,177188
대치4동,11680630,dong,강남구,9698,10842,5405,61,201765
역삼1동,11680640,dong,강남구,17569,18670,17134,192,169188
역삼2동,11680650,dong,강남구,17420,19730,6522,54,193215
도곡1동,11680655,dong,강남구,10547,11717,2639,26,177980
도곡2동,11680656,dong,강남구,15907,18343,2199,24,191104
개포1동,11680660,dong,강남구,3283,3502,834,2,
개포2동,11680670,dong,강남구,10836,11602,1612,10,157113
개포4동,11680690,dong,강남구,8843,9184,2978,27,88367
세곡동,11680700,dong,강남구,21282,23446,5954,22,146949
일원본동,11680720,dong,강남구,11857,12196,1461,12,199699
일원1동,11680730,dong,강남구,7807,8117,3196,12,131773
일원2동,11680740,dong,강남구,8667,9237,2291,8,156133
수서동,11680750,dong,강남구,7078,8439,3457,19,184392
송파구,11710,gu,송파구,324134,347178,97868,644,148293
풍납1동,11710510,dong,송파구,6999,7201,2506,8,87904
풍납2동,11710520,dong,송파구,12230,13491,4181,21,113474
거여1동,11710531,dong,송파구,6642,6366,1919,12,97746
거여2동,11710532,dong,송파구,9262,9590,2553,11,111590
마천1동,11710540,dong,송파구,10239,9787,3537,14,99137
마천2동,11710550,dong,송파구,10008,9688,3341,11,125973
방이1동,11710561,dong,송파구,7835,8453,1886,20,129212
방이2동,11710562,dong,송파구,12373,13842,7987,42,144311
오륜동,11710566,dong,송파구,9186,9465,657,16,345767
오금동,11710570,dong,송파구,19606,20813,4433,43,104174
송파1동,11710580,dong,송파구,11756,13298,5993,27,123838
송파2동,11710590,dong,송파구,9939,10710,1741,16,108827
석촌동,11710600,dong,송파구,15721,17269,8813,45,147191
삼전동,11710610,dong,송파구,14995,16671,8365,37,142871
가락본동,11710620,dong,송파구,13497,13748,4660,41,143558
가락1동,11710631,dong,송파구,13585,14391,1600,11,169185
가락2동,11710632,dong,송파구,16300,16896,3020,20,115464
문정1동,11710641,dong,송파구,10294,10581,2772,13,102419
문정2동,11710642,dong,송파구,13746,15961,8530,71,207509
장지동,11710646,dong,송파구,14810,15840,3475,20,127557
위례동,11710647,dong,송파구,13814,14558,1038,15,206886
잠실본동,11710650,dong,송파구,13637,15198,8444,55,166724
잠실2동,11710670,dong,송파구,17399,19023,1819,23,451144
잠실3동,11710680,dong,송파구,16878,18594,1891,20,252070
잠실4동,11710690,dong,송파구,10562,11335,1205,6,336928
잠실6동,11710710,dong,송파구,8157,9059,971,24,199164
잠실7동,11710720,dong,송파구,4664,5350,531,2,168896
강동구,11740,gu,강동구,225103,232227,67911,399,125177
강일동,11740515,dong,강동구,15273,16374,2382,23,217976
상일동,11740520,dong,강동구,16208,16666,1983,15,124857
명일1동,11740530,dong,강동구,12923,13544,2368,17,115613
명일2동,11740540,dong,강동구,8587,8862,1174,17,143253
고덕1동,11740550,dong,강동구,13400,12992,1593,8,134010
고덕2동,11740560,dong,강동구,10771,10462,2105,8,216979
암사1동,11740570,dong,강동구,17757,18108,6343,32,107218
암사2동,11740580,dong,강동구,7525,7994,1941,11,134084
암사3동,11740590,dong,강동구,8962,9364,1126,7,116392
천호1동,11740600,dong,강동구,13614,14044,5355,25,111019
천호2동,11740610,dong,강동구,17274,17653,8750,49,123504
천호3동,11740620,dong,강동구,13100,13680,6949,27,144388
성내1동,11740640,dong,강동구,9845,10447,2426,21,126344
성내2동,11740650,dong,강동구,11960,12366,6608,25,97042
성내3동,11740660,dong,강동구,11571,11919,4123,31,136060
길동,11740685,dong,강동구,22873,23889,8895,58,115506
둔촌1동,11740690,dong,강동구,124,136,114,5,
둔촌2동,11740700,dong,강동구,13336,13727,3676,20,98771
