이름,코드,임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수,폐업률
가산동,11545510,4413,155.6667,25.3333,355.333,704,760.667,1314,343.667,39.667,24.6667,-551.67,-68.667,14.667,47.3333,-46578.6,-42406,124,1,-2,0,0,1,2,0,0,1,3.6
독산1동,11545610,-1568,129,31.333,710,828,608.667,837,330.667,53,32,-676.33,-246.667,-55.667,34.333,-3859.28,-5532.56,45,-1,0,0,0,0,1,-3,1,1,2.4
독산2동,11545620,6127,145.333,-15.333,106.667,339,322.333,651.333,195,41.333,21.6667,-81,-28.667,33.333,85.667,702.8163,3019.174,15,-1,0,0,0,0,0,0,0,0,0
독산3동,11545630,-3463,299,61.667,314,713,950,1980,496.333,24,25,-247.333,-49,52.333,75.667,-561.607,-7450.19,23,-1,0,0,0,1,-1,0,0,0,0
독산4동,11545640,7327,176,33,121.667,394.667,465,816,204,31.667,8.6667,-100,-24,45.667,59.6667,114.0937,20523.22,15,0,-1,0,0,0,0,0,0,0,0
시흥1동,11545670,-7456,155.333,-18,287.333,334.667,487.333,844,341.667,38,48.3333,-147,-81.333,56.667,119.333,-2889.26,-8053.55,42,2,0,0,0,0,0,0,0,1,7.3
시흥2동,11545680,-29320,-28.667,-40.333,-9.667,-21.667,-9.333,4.667,58.667,7,12.6667,-59,-5.333,20.333,58,2276.205,6791.423,3,0,0,0,0,0,0,0,0,0,0
시흥3동,11545690,2351,-16.6667,-24.3333,17.333,1,6,38.667,46.333,19,15,-25.667,-61.667,58.3333,22,-319.762,14707.22,9,-2,0,0,0,0,0,-1,0,0,11.1
시흥4동,11545700,34882,18.333,-5.333,-10,120,24.667,244.333,117.333,50.667,10,-86,-39.667,20,57.667,717.7955,20437.89,11,1,0,0,0,0,0,0,0,0,8.3
시흥5동,11545710,11971,37.333,-31,11.667,118.667,77,207,119,17.667,38.3333,-64.667,-78.333,34,78,-138.127,-3385.21,16,0,-1,0,0,0,0,1,0,0,8.3
영등포본동,11560515,9030,162,33.333,136.333,463.333,529.333,1200,332.667,28.667,3.6667,-129.667,-60.667,73.667,58,1257.489,3639.923,21,2,0,0,0,1,-1,2,0,1,10
영등포동,11560535,-286,55.667,7,426.667,356.667,116.667,153.667,77,28,6.3333,-617.33,-51.333,16.667,17.667,-9806.47,-28975.3,68,-2,-4,0,-1,0,-1,-1,0,1,9
여의동,11560540,-3466,18,13,167,163.667,77.333,89,62.333,27.333,37.333,-160.667,-117.333,20.667,21.333,-108703,-54775.1,108,-2,0,0,-1,0,-1,0,0,4,1
당산1동,11560550,-5023,49.667,-23.333,160.333,124,75.667,139.667,100.333,11,15.3333,-195.667,-67,15.333,51,-3052.46,-12015.3,37,5,0,0,1,0,0,-1,0,1,3
당산2동,11560560,-10038,-36.667,4,142.333,76.333,62,70.333,84.333,15.333,9,-317.667,-70,-11,56.667,-16741.4,-2160.29,42,0,0,0,0,-1,0,1,-2,1,2.6
도림동,11560585,-9854,208,41,156.667,541.667,551.667,1074,408,22,31,-167.667,27.333,34.333,46.667,164.9899,-1315.01,12,1,0,0,0,0,1,0,0,0,0
문래동,11560605,-8834,-54,-5.667,24.667,-91,67.667,37.667,40,39.333,7,-21.333,-36.667,60.333,15.667,30856.34,-2635.22,45,-2,0,0,0,0,-1,1,0,1,2.6
양평1동,11560610,8919,13.333,-19.667,214.667,163.667,56.333,57,20,5,20.6667,-207.333,-38,25.667,46.3333,-4569.14,25041.34,22,0,1,0,-1,0,0,-1,0,1,11.1
양평2동,11560620,558,3,-16,87,81.333,-19,58.667,47.333,7.333,12.3333,19.667,-76,-14,44,-22040.1,10937.31,38,0,0,0,0,0,0,0,0,1,8.1
신길1동,11560630,15489,95.6667,42.333,229.333,392.333,419.333,697,262.667,31,30.6667,-390.333,-25.667,24,28.3333,250.8894,2304.965,17,2,1,0,0,1,1,0,0,1,25
신길3동,11560650,-784,271.667,54,261.333,554.333,402.333,670.333,254.333,45.333,21.6667,-54.333,-78.667,-43,59,-36.6818,11601.61,11,0,0,0,0,-1,0,0,0,0,0
신길4동,11560660,6729,40.3333,14.3333,-17,157.667,210.667,394,120.333,4,19.6667,-90,-1,7,40.3333,298.7568,4349.999,5,0,0,0,0,0,0,0,0,0,0
신길5동,11560670,5330,73.6667,15,52.333,213,349.667,595.667,126,-17.6667,21.6667,-26,-36.3333,-9.6667,-23.3333,119.7664,34848.67,9,0,-1,0,0,0,0,0,0,0,0
신길6동,11560680,-17039,59.333,24,80.333,178.667,238.333,465,164.333,12.667,23,-152.333,-32.667,9.333,76,-232.365,-182.734,15,0,-1,0,0,-1,0,-1,0,1,0
신길7동,11560690,11426,1.333,-26.667,2.667,70.333,-30,10.333,67.333,16,10.6667,-161.667,-173.667,-159.333,-137.667,733.3537,14843.88,16,1,0,0,0,0,0,0,0,1,0
대림1동,11560700,6808,230,92,154,638.667,721,1247,286.333,30.667,9.6667,-66.333,-8.333,14.3333,13.3333,-438.863,-1525.19,14,1,0,0,0,0,0,1,0,0,6.7
대림2동,11560710,-2778,532,193.3333,541,1617.333,1895,3479,910.667,58,37.3333,-102.333,4,28,51.3333,1429.342,4127.821,20,0,0,0,0,0,0,2,0,0,0
대림3동,11560720,11953,330.667,68.333,263.667,835,970.667,1842.667,473.333,42.667,27.6667,-24.667,-29.333,63.333,111.333,3333.523,-15977.6,30,-2,0,0,0,0,-1,0,0,1,0
노량진1동,11590510,9075,8.667,-38,148.667,94.333,20.333,30.333,40.667,17,5.667,-356.333,-31.667,3,66.333,1915.228,-24314.2,40,-1,3,0,0,-1,-1,-3,-2,2,2.3
노량진2동,11590520,1396,44.6667,-18.3333,113.667,139.333,116,367.333,126.333,18,13.6667,-102,-21.667,73.3333,52,-1361.72,17672.35,18,-3,0,0,0,0,0,-2,-1,0,5.3
상도1동,11590530,15234,-59,159.333,1933.333,69.333,-23,122.333,74.333,20.333,41,-103.333,-26.333,15.333,138.667,243.8387,-28695.7,50,2,1,0,0,0,0,0,0,2,6.3
상도2동,11590540,22264,21,20,219.667,137,100,170,77,43.667,29,-91.333,-24.333,21,65,-1779.81,175.4342,16,0,0,0,0,0,-3,-1,0,1,5.3
상도3동,11590550,-15035,6,-17,141,29.333,64.667,84.667,97.333,23,24.3333,-219.667,-68,45,45,40.76069,-24.2627,12,-2,0,0,0,0,0,0,0,0,8.3
상도4동,11590560,17996,-6.333,-20.333,138,24,13.667,126.667,56.667,1.667,43,-194.333,-38.333,74,84,345.2382,10449.47,14,0,0,0,0,0,0,0,0,0,7.1
흑석동,11590605,6912,91,242.667,2237,410,140.333,224.333,88.667,54.667,21.667,5,-25.667,-17.333,32,-3765.28,-15316,29,1,0,0,0,-2,0,1,0,1,3.6
사당1동,11590620,-3159,-4.3333,10,216.333,92.667,86.667,213,95.667,36,26,-251.667,-4,25,54.333,-765.767,-1133.28,27,1,1,0,0,0,0,-1,-1,0,3.6
사당2동,11590630,-2989,14.333,-4.333,40,70.333,54.667,159.667,61,42,21.6667,-21.667,-19,-24.333,68.333,-1153.15,-9201.96,27,-3,0,0,0,1,1,0,1,2,14.8
사당3동,11590640,-6943,-22.667,-4.667,36.333,-22,51.333,18.333,62.333,-8.333,20.6667,-13.333,27,47,94.333,12208.56,16862.78,13,0,1,0,0,0,0,0,-1,0,0
사당4동,11590650,-17368,-8,-20.3333,82.333,54,2,-4.667,35.333,8.667,14.3333,-112.333,-34.333,14,36.6667,414.1747,-78.9587,9,-1,0,0,0,1,0,0,0,1,11.1
사당5동,11590651,5828,-13.6667,-5.6667,35,8.667,2.333,23,11,0.3333,7.3333,-63,-0.333,-5.333,16.3333,757.9465,17560.48,9,0,0,0,0,0,0,0,0,0,0
대방동,11590660,14005,-29,-46.667,140.667,35,-26.333,174.667,64.667,18,25.6667,-188,-23.333,-16.333,98.333,988.2993,-28431.7,36,0,0,0,0,0,0,-1,0,2,2.8
신대방1동,11590670,15638,123,11.333,177.333,337.333,534.667,1153,324,18.667,22.3333,-156,-51.667,12.333,58,4537.311,52723,11,0,0,0,0,0,0,0,0,1,0
신대방2동,11590680,-1413,-43.667,-41,131.667,35,-37,114.667,36.333,-0.667,-0.3333,-146.333,-27,8,50.333,4435.672,-15054.9,30,0,0,0,0,0,0,0,0,0,7.1
보라매동,11620525,15863,59.333,-0.667,359.333,224.333,113,196,55,30.333,24.3333,-200,-73.667,45.333,73.667,-3598.46,22616.99,17,-2,0,0,0,0,0,1,0,0,0
청림동,11620545,61586,-9,-27,70.333,-39.333,20.667,20.667,32.667,1.667,18.6667,-34.333,-72,51,41.667,1825.743,30321.89,7,0,0,0,-1,0,0,0,0,0,0
성현동,11620565,-21098,-68.667,-24.667,29.333,-67.667,8,79.333,51.667,24.333,35,124,91,140.333,165,4375.461,-1923.83,9,-1,0,0,0,0,0,0,0,0,0
행운동,11620575,-3902,4.667,-4,239,141,103.333,90.333,49.333,22,27.6667,-249.67,-5.667,65.667,72.667,165.5779,-8795.32,31,1,0,0,0,0,-1,-2,0,0,0
낙성대동,11620585,8469,44.6667,-2.3333,371.667,232,67.333,44,-6.333,7.6667,4,-177.667,33.333,29.3333,33,-2943.41,-5296.29,28,1,0,0,0,0,0,0,0,0,0
청룡동,11620595,15440,22,43.333,730.333,272,183.667,420,161.333,32.333,22.3333,-1007.67,-380.333,-327.667,-227,-1083.3,-18588,43,-1,1,0,0,-1,0,1,0,1,2.4
은천동,11620605,-11850,-21.667,2.333,234,71.333,116.667,183.667,91.333,26,42.6667,-270.333,13,60,138,3862.061,-20184.1,24,6,0,0,0,-1,0,0,0,0,4.2
중앙동,11620615,13298,8,7,156.667,108.667,76.333,114.333,24.667,27.667,8.6667,-376.667,6,25.6667,37,-757.447,-6642.31,20,0,0,0,0,0,0,0,0,1,5.3
인헌동,11620625,7765,-11.333,2.333,165.333,79.667,36.667,31.333,70.333,5.333,15.3333,-266.333,-36.667,51.667,74,1428.966,-3361.33,22,1,0,0,0,-1,0,-1,1,1,0
남현동,11620630,965,-6,-5.3333,64.333,63.667,10.333,39,63.333,26.333,12.3333,-163.667,-38,35.333,58,-186.03,3341.361,19,1,-1,0,-1,0,1,1,1,0,0
서원동,11620645,27838,12,-21.333,332.333,227.333,62,173,81.333,10,23.6667,-300.333,-21.667,22.333,75.6667,-1130.72,-9175.94,27,0,-1,0,0,-1,-1,1,0,0,0
신원동,11620655,-7742,65,-13.667,182,193,184.333,487.333,133,14.333,30.3333,-334.333,46,70,50.6667,-116.187,-1360.71,10,0,0,0,0,-2,-1,0,1,0,0
서림동,11620665,174,-9.667,18.667,238,110.667,26.667,53.333,14.667,11.333,7.3333,-65,-7.333,59.667,51.333,41.35183,17543.2,22,0,0,0,-1,1,0,0,0,0,0
신사동,11620685,431,198,16,392.667,443,548.333,1176.667,346.667,18.667,14,-319.667,-0.333,61.667,59.667,2422.718,1543.621,24,-1,0,0,0,0,-2,0,0,0,0
신림동,11620695,-34103,17.3333,22.3333,419.667,270,149.667,206.667,77.333,15,16,-338,53.667,31.3333,42,-486.107,-8122.86,37,0,-5,0,0,0,0,1,0,1,10.3
난향동,11620715,4776,-33,-17.333,-43.667,-20.667,-12,40.667,34.333,25,7,-33.333,-26.667,7.667,65.667,810.1806,12155.29,3,1,0,0,0,0,0,0,0,0,0
조원동,11620725,6401,98.3333,34.3333,238.333,276.667,390,854.333,210,-1.333,17.6667,-263.667,-31,21,44.3333,-796.728,-11454.5,24,1,0,0,0,1,-1,0,0,0,0
대학동,11620735,2255,1.3333,16.667,543.667,196.333,10.667,82.667,13.667,16.333,18,-77,-9.667,40.667,14.6667,396.1846,1047.934,42,0,0,0,0,-2,0,-1,0,0,2.3
삼성동,11620745,-6764,-6.667,-82,7.667,-29,-63.667,0.667,59.667,27.333,26,-72.333,-56.333,80,72.667,717.4094,-2083.54,9,0,0,0,0,0,0,0,0,0,0
미성동,11620765,8298,17.667,-59,89,50,67.333,189,86.333,40.333,29,-136.667,-42,43,73.667,992.7691,-6264.96,22,0,0,0,0,0,0,0,0,0,0
난곡동,11620775,-35424,-22.333,-54,130.667,84,54.667,144,127,20.667,35.6667,-242.667,-48,69,99.333,407.5358,-7100.12,19,-2,0,0,0,0,1,-1,0,0,0
서초1동,11650510,5429,-0.667,7.333,53,78,46,-22.667,20,20.333,4,-70.333,-26,44.333,-7.667,-8134.76,1062.129,34,0,2,0,0,-1,0,-1,0,1,8.8
서초2동,11650520,-13093,16,-49.667,84.667,126.333,44.667,39.333,19,17,-0.6667,-157,-21.667,-39.333,-6,10802.21,-9205.67,42,0,0,0,0,0,1,0,1,1,0
서초3동,11650530,485,-29,-52,153.333,145.667,37.333,-14,26.667,21,27.6667,-251.667,-89.333,13.667,23.333,-8232.08,-48916.1,77,1,0,0,0,-1,-2,-2,0,0,4.9
서초4동,11650531,3496,-11.333,-47,20.333,107.333,14.333,77.333,47.333,10,32.3333,40,-33.333,-2.333,-26.333,8842.167,-22330.3,35,4,1,0,0,0,0,0,0,0,0
잠원동,11650540,-7992,-78,-29.667,76.333,-57.333,-88.333,57.667,54.333,11,-4,-8.333,-30.333,-62,-64,-204.603,-7254.34,28,1,1,0,0,-1,0,2,1,1,12.5
반포본동,11650550,-8575,1.6667,-87.667,40.333,3,-86,47.333,21.667,6.6667,10.3333,-17,25.6667,2,36,13303.77,36069.76,7,-2,0,0,0,0,0,-1,0,1,0
반포1동,11650560,-2425,34,23.667,137.333,85.667,69,143,56.667,41.667,19,-39,38.667,-48,40.333,-647.644,4669.03,27,0,1,0,0,0,0,0,0,2,3.4
반포2동,11650570,3955,-19,18,-9.333,-26.333,16.333,43,5.667,1.3333,17.3333,57.6667,-2,6.667,-17.667,9049.362,8767.72,7,1,0,0,0,0,0,0,0,1,14.3
반포3동,11650580,-27036,10.667,-77.333,24.667,52,-35.667,24.333,8.667,19.333,10.3333,-6.667,-11.333,-7.333,30.333,912.8092,6002.053,10,-1,0,0,0,0,0,-1,0,0,0
반포4동,11650581,36731,77.667,38.667,-23.333,54.667,148.333,63,-16.667,53.333,5.6667,35.333,7.333,-20.667,27.667,-3214.46,-22231.8,45,0,0,0,0,0,0,0,0,1,2.5
방배본동,11650590,1391,-19,-20.667,21.333,-9.667,-24.333,57.333,34,18.667,4,-68,-2,36.333,-8.667,16633.62,1432.416,21,-2,1,0,1,0,0,0,0,0,5
방배1동,11650600,6416,-5,-26.667,-26.667,22.667,-36,-4.667,41.667,22.667,7.3333,-52,-70,24.667,20,4733.404,-5891.12,21,2,0,0,0,-1,0,-2,0,0,0
방배2동,11650610,7296,-47.333,-74.667,-66.667,6.333,-52.333,-60.667,19.667,-5.667,7.6667,40.333,-29.333,38.667,55.667,1991.171,-14383.1,25,2,0,0,0,0,1,0,1,1,12
방배3동,11650620,33688,6.667,-5,4.667,77,-16.333,76.333,52.667,21,30,28.333,13.333,6.667,16.333,8037.296,-7618.49,18,0,0,0,0,0,0,0,0,0,0
방배4동,11650621,9872,20.667,-19.667,18.667,72,33.333,20.333,13.333,6,15.6667,-17,-24,9.333,38,8444.479,1942.451,22,1,0,0,0,0,0,-1,0,0,0
양재1동,11650651,-131,-151,44,-26.333,-73.667,83.333,41.667,104.333,58,10.3333,-106.333,-52.333,-37,127.333,307.5969,-28417.5,43,1,0,0,0,0,0,-1,0,1,2.2
양재2동,11650652,2242,-57.333,-38.333,55,-114,2.333,17.667,4.333,7.333,-10.3333,-58.667,-9.667,45.333,18,-16916.7,-23252,43,-2,0,0,0,-1,-1,-7,0,1,8.7
내곡동,11650660,-31123,-43.667,-9,-7.667,-10,66,10,6.667,18.667,-0.3333,-67.667,-12,-34.333,49.667,-887.264,-1975.44,13,0,0,0,2,0,0,0,0,1,7.7
신사동,11680510,-9079,-23,-25.667,62.667,48.333,-5.333,59,3.333,-2,10,44.667,36.333,-16,19,849.7957,-24660.8,42,0,-1,0,0,0,-1,0,0,1,6.8
논현1동,11680521,-5532,-13.6667,-21,154.667,59,81,24.333,21.667,14.667,10.6667,-285.667,-27,5,49,2775.353,-29973.8,79,-2,1,0,0,0,0,0,1,2,1.3
논현2동,11680531,-804,-40,-6,79.333,-12.333,12.667,62.333,1,21,11.3333,-147.333,29,-26,47,-10499.5,-25136.8,74,-1,-1,0,0,1,-1,0,0,2,5.2
압구정동,11680545,25346,-83.667,-56.667,82.667,-54,-48.667,58,-27,26.667,37,69.333,-46.333,-7.333,40.667,26988.59,-31005.4,55,3,1,0,0,-1,0,1,-1,0,3.5
청담동,11680565,6512,-18,-11.667,73,63.333,-20,51.333,44.667,15.667,2.3333,-107,-10.667,14.667,67.333,36569.37,-24079.4,54,0,0,0,1,0,0,0,0,1,1.8
삼성1동,11680580,17115,-9.333,-42.333,46.333,90,30,49.333,26.667,32,6,-108,4.667,-0.333,43.667,33259.72,3962.231,58,-1,0,0,0,0,0,1,0,3,5.5
삼성2동,11680590,-10018,-10,-20.667,-3,-65,-10,73.333,14.667,39,-0.3333,-305,-17,33.333,-27.667,-6501.99,20545.16,52,1,-1,0,0,0,0,0,0,4,3.9
대치1동,11680600,30645,-43.333,-57.333,-10.667,-25.667,-70.667,60.667,0,9.6667,13.3333,4.6667,2.3333,-7,9.667,23355.68,-10182,21,0,0,0,0,0,0,0,0,0,0
대치2동,11680610,14959,-34,-207.667,-69.667,-34.667,-134,-67,12.333,38.667,-3.6667,-26.333,-23.667,-3.667,109,31154.55,-48064.7,47,3,0,0,1,0,-1,-1,3,2,0
대치4동,11680630,6215,-8,-52,64,51,-33.667,19.667,16,8.6667,7.3333,-35.667,-33.333,50.667,-13,8257.051,19932.27,61,1,0,0,0,0,0,0,-4,0,8.2
역삼1동,11680640,10622,-12.333,24.333,518,290,217,86,44,22.333,16.6667,-451.67,85,43,4.667,-9659.42,-94619.7,192,3,5,0,1,-2,-2,-4,1,2,2.5
역삼2동,11680650,-5894,-63,-14,343,54.667,9,120.667,12.667,30.333,-3.3333,-274,-3,-17.333,-46.333,12994.9,-34110.7,54,-2,2,0,0,0,2,-1,0,0,0
도곡1동,11680655,-40515,-45,-45,42.667,-7.333,-8.333,34.333,40.333,8.667,6.3333,-43,-25.333,-32.333,28.333,47584.18,-13700.1,26,0,2,0,0,0,0,0,0,1,0
도곡2동,11680656,20997,-2.667,-90.333,4.333,-49.667,-42.667,62.333,-23,19.667,27.3333,74,-10.333,15.667,-34,168902.2,-6571.17,24,3,0,0,0,0,0,0,-1,2,0
개포1동,11680660,21414,-18.6667,-34.3333,-51,-44.3333,-45,-56.667,-37,-2.6667,-0.3333,39,18,-20.6667,25,18107.47,687.7098,2,0,0,0,0,0,0,0,0,0,0
개포2동,11680670,27278,380.6667,255.667,445.333,694,575,532,491,189,39,-191.667,-382.667,-477,-361,7421.286,7301.657,10,2,0,0,0,0,1,0,-1,3,9.1
개포4동,11680690,-2422,8,-58.667,-3.333,-16,-70,15.333,23,19.3333,10,-24.667,-41.333,-33.667,84.667,220.4299,26924.8,27,1,0,0,0,-1,0,0,0,0,3.1
세곡동,11680700,-31934,-154.667,47,11.667,-64.667,33,28,47.667,36.333,32.333,-137,-124,-19.333,65.333,-4000.65,5333.274,22,0,0,0,0,1,0,0,1,0,9.1
일원본동,11680720,39620,-24.667,-61.333,5.333,-3.667,-97,-6.667,8.667,9,-5.3333,26.667,-14.333,-21,20,33100.98,-12278.1,12,0,0,0,0,0,0,0,0,1,10
일원1동,11680730,23517,-38.3333,-60,-13,-30.667,-53.667,1,56,12.667,0.6667,-58.667,-14.333,38.667,20.6667,-971.549,-2678.18,12,0,0,0,0,-1,0,0,-1,0,8.3
일원2동,11680740,25587,36.667,26.667,70.333,113,37.333,55.333,65.667,38.667,9.3333,-58.333,-33.667,17,-4.667,-7937.15,1156.965,8,0,0,0,0,0,0,0,0,1,0
수서동,11680750,22411,-13.6667,-26.3333,-27.667,-52.333,6.667,-51,57,51,18.3333,-142,-18,68.667,52.3333,5120.921,-11387.1,19,0,0,0,0,0,0,-1,0,1,0
풍납1동,11710510,15843,38,-29.333,38,84.333,73.333,282.667,71.667,9.667,12,-4.667,11.333,41,35.667,251.9369,25230.43,8,1,0,0,0,0,0,-1,0,0,0
풍납2동,11710520,13744,-49.333,-6.667,15,-71.667,-47.667,49.333,53.333,45.333,21.3333,-153.333,-158.333,-66,-26,-6736.27,-23873.5,21,0,0,0,0,0,0,0,-2,0,0
거여1동,11710531,-2545,2.3333,-46.333,-5.333,23.667,-13.333,19.333,30.667,10.3333,15.6667,-81.333,-43,6.667,34,1209.529,3880.6,12,1,0,0,0,0,0,0,0,1,0
거여2동,11710532,-2295,15,-43.667,-10.333,-25,-54.667,48.667,76,24,17.3333,-26,-2.333,-2.333,72,624.5123,17461.21,11,1,0,0,0,-1,1,0,0,0,0
마천1동,11710540,5618,-60.333,-31,-23,16.667,-46.333,44,48.667,7,23,23.333,-20.667,-8.667,63.333,-32.1773,8174.778,14,0,0,0,0,0,0,0,0,1,20
마천2동,11710550,-3160,-17.667,-26.333,-12.333,-23.667,-19.667,27.333,48.667,35.333,3.3333,-119,-56.333,19,63.333,-562.797,18193.41,11,0,0,0,0,0,-2,0,0,0,10
방이1동,11710561,10340,-8.667,-67,19.667,40.333,24.333,-7.333,30.333,45,15,-61.333,-11.667,0.667,-2.667,2804.278,-1371.11,20,1,0,0,0,0,0,0,1,1,4.5
방이2동,11710562,2675,11.333,-30.667,262,217,84.667,84,74,43,26,-514,-46,52.667,64.333,6295.881,-14985.2,42,2,-6,0,0,1,0,-1,-1,0,5.3
오륜동,11710566,-51228,-17.667,-83.667,-32,-14.333,-69.667,3.333,32.333,19.3333,-6,2.3333,-17.333,11.333,12.333,22601.67,-6269.07,16,-1,0,0,0,0,0,0,0,1,0
오금동,11710570,7411,53,-64.667,77.667,152,23.667,79.667,111,49,11.3333,-128,-100.667,-57,95,11648.76,-10669.8,43,2,0,0,-1,1,-1,0,1,1,0
송파1동,11710580,2204,-21.667,-37,153.667,76.333,46.333,161,80.333,1.667,-2.3333,-111,-22.333,45.667,64.333,7975.832,-17552.3,27,1,1,0,0,0,-1,2,1,0,4.2
송파2동,11710590,-16588,15.333,-82,-21.333,30.667,-5.667,8.333,58.333,37.667,1.6667,-150.667,-35,-25.667,28,6579.001,-5113.16,16,3,0,0,0,0,0,0,1,0,0
석촌동,11710600,2774,-24,-58.667,71.333,77.333,90.667,177,47.333,6,15.3333,-400.333,-55,51,56.333,1622.557,-6379,45,-1,0,0,0,0,1,2,2,1,0
삼전동,11710610,2189,-27.667,-43.667,130,-5,-9.333,40.667,26.667,14.333,2,-87,-71,39.333,102.333,-781.108,34644.27,37,0,-1,0,0,0,0,-2,0,0,2.8
가락본동,11710620,7286,4.333,-82.333,38.333,78.333,14.667,105,70,30.333,11.6667,-173.333,-81,82.333,33.333,4640.132,-8519.39,41,0,1,0,0,1,0,-5,-1,0,4.7
가락1동,11710631,3384,1143.667,849,1915,2713.667,1626.333,1840.667,1419,531.6667,152,63.667,-137.333,-155.333,-203.667,-5144.52,-10027.2,11,3,0,0,0,0,0,0,0,2,0
가락2동,11710632,9940,-48.667,-106.667,2.333,-25,-33.333,12.667,68,28,6.3333,-146,8.667,-31,83,1856.161,-5624.63,20,1,0,0,1,1,0,-1,0,2,0
문정1동,11710641,4702,18.333,-4,-43,32.333,4.667,-45,46.667,28,-3.3333,12.667,-63.333,19.667,26.667,25728.71,9098.969,13,0,0,0,0,0,0,1,0,1,6.7
문정2동,11710642,6519,27.667,-63.333,3,37,9.667,10,9,22.667,22.6667,-108,-42.333,8.333,15.333,-9274.89,-30785.2,71,-1,0,0,1,1,1,1,0,0,4.7
장지동,11710646,8079,-39.667,-55.333,-41.333,-0.333,19,-4.333,42.667,26,-9,126.667,90.667,129.333,268.333,-1108.11,754.2181,20,-2,-1,0,0,1,0,-1,-1,1,4
위례동,11710647,-15629,-47.667,-17.333,-0.667,-107.667,34.333,9.333,16,25,-13,-3.333,-33.333,21.333,-11,-817.36,-23944.9,15,4,0,0,1,0,0,0,0,1,7.1
잠실본동,11710650,21779,-35.333,-47,161,133.667,39.333,217.333,89.667,22.667,0,-324.667,-44.333,39,63.667,-3237.41,-11313.8,55,3,0,0,0,-1,0,-1,-3,0,9.1
잠실2동,11710670,31634,-64.667,-70.333,-7.333,-30.667,-30.333,114.333,53.333,10,25.6667,50,-3,-26.333,37.333,3239.383,-9454.91,23,-1,0,0,0,0,0,0,0,0,0
잠실3동,11710680,-54153,-13.333,-0.667,30.333,-30.667,46.333,12.667,80.333,41.667,13.6667,54.667,14.333,-63,63.667,14519.5,-23880.7,20,0,0,0,0,0,1,0,0,1,0
잠실4동,11710690,14683,-401.667,-349,-617.333,-1059.33,-544,-802.667,-695,-291.333,-134.333,180.667,125,186.667,153.333,15933.63,22715.39,6,-1,0,0,0,0,0,0,0,1,33.3
잠실6동,11710710,-50217,67.333,7,-44,60.667,51,-49.667,38.333,40.333,7,-14.3333,17.667,-5,-3.333,-58500.8,-29048.1,24,1,0,0,0,0,0,0,-1,2,0
잠실7동,11710720,23866,-12.6667,-45.333,-6.667,-38.333,-27,18.667,23.667,14,15.6667,-21.3333,-18.6667,4.6667,37,5625.711,9318.896,2,0,0,0,0,0,0,0,0,1,0
강일동,11740515,-46343,-134.333,-62,54,-94.333,-40,77.333,78.667,36.333,14,-121,-57,-1.333,117,-14740.3,-18406.4,23,1,0,0,0,0,0,-1,0,0,4.8
상일동,11740520,2839,-11.3333,-18.667,18.667,-1.667,-18.333,34.667,24.333,20.6667,3.3333,-361.667,-681.333,-895.667,-1040.33,-1288.75,-10994.7,15,4,0,0,0,0,0,2,0,1,0
명일1동,11740530,6796,12.333,-41.667,23.667,-19.667,-3.333,27,43.333,43.333,-0.3333,-337,-685.667,-431.667,-281.333,-832.323,-8460.42,17,-1,0,0,0,0,-1,0,0,2,5.6
명일2동,11740540,14138,-4.667,-59.333,61,12.667,-52,-24,29.667,30.6667,0.3333,-42.667,-15,-18.333,80.333,-728.859,6081.739,17,0,0,0,0,-1,0,1,0,0,5.6
고덕1동,11740550,36682,-17.667,28.667,-17,-69,81,-3.667,55,14.667,3.3333,-34,32.667,-33.333,109.667,274.0321,2221.751,8,-1,0,0,0,0,0,0,0,1,0
고덕2동,11740560,909,4,-25.3333,-14,34,-40.667,-32.667,-1.667,10.3333,-6,-611,-1068.67,-1274.67,-1391.33,345.5589,20447.28,8,-1,0,0,0,0,0,0,0,0,0
암사1동,11740570,-8711,-46.667,-70,4.333,-147.333,39,35.333,107,30.667,12.3333,-112,-44.333,20.333,148.667,2351.192,-18788.3,32,5,0,0,0,0,1,-1,-1,1,3.1
암사2동,11740580,-4085,-6.667,-30,2.667,4.667,-0.333,-35.667,31.667,24.6667,10.3333,-101.333,-155,-50.333,5,-82.2749,18882.28,11,-1,0,0,0,0,0,-1,0,0,0
암사3동,11740590,31615,-13,5,14,-48.667,7.333,14.667,42,24.6667,10.3333,-63.667,-49.667,27,113.333,2712.959,11115.17,7,0,0,0,0,0,0,0,0,0,0
천호1동,11740600,6821,6,-60,28,26.333,15.333,16,98.667,28,13,-138.333,-30.333,32,115,607.598,-26004.3,25,3,0,0,0,0,1,0,0,0,0
천호2동,11740610,-7631,53.667,-53,133.333,109.667,78.333,192.333,128.333,17.667,35.3333,-55,-92,62.333,102,-2315.92,-27927.3,49,-2,-1,0,0,0,-1,-1,0,0,6.3
천호3동,11740620,-1402,-11.333,-39.667,67,21.667,83.667,149,105.667,22.667,19.3333,-213.333,7.333,56.667,92.333,-306.594,3845.84,27,3,0,0,0,-1,0,0,0,0,3.4
