NM,CD,GUBUN,자치구,행정동,남자 인구수,여자 인구수,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
중림동,11140680,dong,중구,중림동,6210,6165,2421,1213,997,825,164,1073,856,1581,2521,2035,2015,1339,848,347,54,7415.951563,7447.454347,14,7.1,0,158501
용산구,11170,gu,용산구,계,111078,118599,50177,22039,17054,14308,3662,16486,18622,35102,42623,41085,38125,26902,17082,7551,1339,230964.9934,178569.1505,295,3.4,13,128975
후암동,11170510,dong,용산구,후암동,8928,9402,3901,1680,1413,1138,298,1241,1569,2612,3161,3122,3004,2123,1308,554,139,18180.4447,3292.841194,18,0,0,119917
용산2가동,11170520,dong,용산구,용산2가동,5206,5648,2784,1206,789,566,150,598,785,1931,2373,1884,1809,1481,905,383,58,10053.94786,2968.70047,17,5.9,1,114724
남영동,11170530,dong,용산구,남영동,4871,3016,4172,594,334,247,72,283,337,1147,1190,1355,1828,1348,656,253,56,12468.41145,52698.48236,32,0,3,88701
청파동,11170555,dong,용산구,청파동,9751,10544,5896,1966,1271,1049,277,881,1518,4243,3376,3242,3310,2277,1554,582,95,21211.54671,8556.984404,28,3.6,0,114279
원효로1동,11170560,dong,용산구,원효로1동,7367,7786,3238,1526,1185,947,220,1424,960,2370,3579,2573,2147,1471,839,317,67,14007.76183,16340.55327,21,0,0,114736
원효로2동,11170570,dong,용산구,원효로2동,7046,7949,1952,1300,1193,1161,303,1146,1534,1939,2313,2632,2369,1649,1027,474,53,11580.17928,4075.125032,16,0,0,100766
효창동,11170580,dong,용산구,효창동,4291,4711,1327,835,653,653,194,644,799,1406,1525,1482,1404,885,642,267,53,8210.678397,1701.404381,10,10,0,129762
용문동,11170590,dong,용산구,용문동,6118,6585,1846,1230,1047,915,225,953,1046,1781,2217,2126,1984,1432,907,315,61,12456.96271,1024.045575,7,14.3,1,120811
한강로동,11170625,dong,용산구,한강로동,8478,8939,5214,1753,1202,895,214,1153,1027,2724,3760,2946,3057,2199,1309,594,124,13542.71982,60560.63252,46,6.5,4,124010
이촌1동,11170630,dong,용산구,이촌1동,13043,14948,2189,2193,2579,2442,523,3138,3183,2889,4135,5620,4261,2681,1856,1093,188,37179.08743,2771.0541,11,0,0,220350
이촌2동,11170640,dong,용산구,이촌2동,4316,4828,1251,1008,804,584,154,659,603,1065,1607,1377,1485,1254,781,340,50,9292.038518,503.9333059,5,0,0,100762
이태원1동,11170650,dong,용산구,이태원1동,3352,3704,2249,712,449,309,111,420,437,1507,1703,1303,1318,1019,665,339,58,6789.403642,5622.582499,25,0,1,171669
이태원2동,11170660,dong,용산구,이태원2동,4398,5084,2571,1002,677,475,128,647,661,1633,2171,1785,1554,1188,894,377,64,9238.695908,2582.882262,15,13.3,0,235874
한남동,11170685,dong,용산구,한남동,9916,10659,5902,2269,1398,964,275,1529,1431,3371,4990,4089,3567,2626,1629,594,111,19266.96288,14937.63604,25,0,2,139726
서빙고동,11170690,dong,용산구,서빙고동,6563,7067,1710,1093,969,1161,321,1060,1710,1873,1762,2876,2293,1287,879,564,66,17102.27436,5839.179626,8,0,1,78182
보광동,11170700,dong,용산구,보광동,7434,7729,3975,1672,1091,802,197,710,1022,2611,2761,2673,2735,1982,1231,505,96,11959.62699,787.7407649,11,9.1,0,92013
성동구,11200,gu,성동구,계,151571,156495,53571,28958,24842,21743,4909,23700,23932,49540,54687,51194,50685,33752,20078,7298,975,309775.8604,192197.6308,325,1.8,16,126897
왕십리2동,11200520,dong,성동구,왕십리2동,8770,9128,2911,1652,1464,1264,285,1339,1430,2810,3304,2959,2943,1928,1112,389,56,19297.73604,1304.749594,10,0,1,135498
왕십리도선동,11200535,dong,성동구,왕십리도선동,13098,14241,4156,2432,2283,2093,444,2591,1796,4608,5114,4354,4462,2640,1537,602,86,27046.47642,8349.730668,35,0,0,149284
마장동,11200540,dong,성동구,마장동,11682,11965,4382,2210,1791,1633,409,1454,1975,4721,3637,3516,3996,2759,1627,604,78,22288.52473,11178.68068,14,7.1,1,132900
사근동,11200550,dong,성동구,사근동,5914,5542,4700,903,599,542,136,525,948,5223,1854,1330,1285,914,740,241,30,10558.81719,7313.526834,34,2.9,2,189639
행당1동,11200560,dong,성동구,행당1동,6858,7148,2718,1288,1100,939,225,863,1118,2511,2224,2256,2419,1627,993,367,47,14443.47522,6266.633847,18,11.1,1,158169
행당2동,11200570,dong,성동구,행당2동,11890,13264,2302,2201,2226,2152,437,2264,2474,3120,4092,4693,3817,2503,1603,566,87,23101.98886,897.5124509,8,0,1,134326
응봉동,11200580,dong,성동구,응봉동,7851,8652,1651,1372,1395,1400,337,1428,1903,1815,2455,3326,2345,1631,1157,443,49,17172.76206,471.4132356,4,0,1,101570
금호1가동,11200590,dong,성동구,금호1가동,7621,8192,1989,1555,1350,1200,257,1364,1289,1918,2906,2657,2466,1781,1067,413,43,16464.6808,1007.935321,11,9.1,1,149747
금호2.3가동,11200615,dong,성동구,금호2.3가동,11685,12667,3456,2477,2122,1688,392,1988,1788,3131,4692,4049,3707,2735,1746,612,91,24348.15851,1217.307653,13,0,0,121886
금호4가동,11200620,dong,성동구,금호4가동,7308,7922,2162,1545,1406,1053,232,1538,1030,1711,2987,2755,2274,1633,1034,351,56,13341.91559,838.8656453,8,0,1,145070
옥수동,11200645,dong,성동구,옥수동,12809,14486,3099,2741,2533,1975,436,2839,1864,3350,5674,4548,4007,2844,1635,670,105,43174.8486,3329.857838,17,0,1,179800
성수1가1동,11200650,dong,성동구,성수1가1동,8716,8656,3032,1615,1342,1298,270,1223,1422,2714,3120,2914,3190,1792,920,350,38,14551.05999,6640.616278,21,0,0,94385
성수1가2동,11200660,dong,성동구,성수1가2동,7825,7819,3213,1507,1215,1045,238,1076,1139,2639,3028,2579,2592,1714,948,319,44,13845.48677,15668.35537,29,0,2,120022
성수2가1동,11200670,dong,성동구,성수2가1동,9292,8576,4029,1739,1344,1148,242,1059,1236,2683,2939,2928,3655,2387,1216,414,71,18658.2383,44919.10632,26,0,0,98796
성수2가3동,11200690,dong,성동구,성수2가3동,6033,5639,2787,1079,821,722,187,726,683,2077,2236,1710,2049,1445,785,280,28,10740.30649,48668.08593,53,0,1,110844
송정동,11200720,dong,성동구,송정동,6036,5313,2601,1115,834,693,183,694,761,1825,1952,1870,2294,1437,731,264,24,14476.44713,2448.222677,6,0,0,95767
용답동,11200790,dong,성동구,용답동,8183,7285,4383,1527,1017,898,199,729,1076,2684,2473,2750,3184,1982,1227,413,42,14897.80874,27241.95815,18,5.6,3,105001
광진구,11215,gu,광진구,계,173216,182532,69240,32155,27275,25203,5652,24198,30542,66086,62962,59112,59588,38513,21023,7263,1048,339056.4267,77063.17909,409,5.1,9,107936
화양동,11215710,dong,광진구,화양동,10297,11142,11579,1904,838,646,127,597,1041,10291,4612,2417,2315,1712,1032,350,56,22037.78807,6410.880346,63,3.2,1,147351
군자동,11215730,dong,광진구,군자동,9934,10175,5484,1975,1400,1146,261,1205,1338,5278,3987,2988,3179,2151,1327,417,52,20037.15039,6822.360059,28,0,0,107359
중곡1동,11215740,dong,광진구,중곡1동,7878,8087,3524,1795,1258,908,210,969,953,2644,3276,2452,2750,1900,1128,290,49,16376.12419,4208.975578,15,0,0,92260
중곡2동,11215750,dong,광진구,중곡2동,10886,11559,4215,2234,1828,1521,311,1495,1687,3855,4162,3401,3904,2493,1349,403,59,22628.65565,3930.107359,26,15.4,0,87060
중곡3동,11215760,dong,광진구,중곡3동,8772,8881,3709,1904,1397,1050,269,990,1260,2787,3090,2755,3279,2105,1210,359,50,17534.91871,2489.580976,20,10,1,91166
중곡4동,11215770,dong,광진구,중곡4동,15387,15760,4682,2931,2622,2231,534,1960,2575,4737,4928,5009,5665,3803,2070,620,91,31344.50871,2522.68061,25,8,0,89814
능동,11215780,dong,광진구,능동,5369,6186,3294,1257,777,559,142,729,634,2343,2883,1649,1497,1146,704,227,50,11575.73021,3278.483258,20,10,3,123130
광장동,11215810,dong,광진구,광장동,17613,18645,2105,1783,2958,4136,759,3632,5866,4276,4302,8177,5239,2644,1468,709,106,29299.24429,6875.694946,28,7.1,1,108525
자양1동,11215820,dong,광진구,자양1동,11357,12076,5344,2401,1681,1466,345,1325,1812,4397,4438,3928,4103,2633,1433,473,68,20703.56464,9047.837379,27,0,0,99587
자양2동,11215830,dong,광진구,자양2동,13424,13870,3818,2452,2300,2058,478,2086,2302,4052,4743,4495,4621,3193,1575,511,70,27852.59417,5406.940597,21,4.8,1,101332
자양3동,11215840,dong,광진구,자양3동,14485,15475,2730,2315,2509,2720,600,2771,3017,4232,4831,5094,4869,3133,1501,722,98,32472.85942,3156.050624,28,7.1,1,121776
자양4동,11215847,dong,광진구,자양4동,10062,9920,5228,2065,1432,1107,292,1160,1219,4094,3854,3757,5236,3177,1599,531,73,18940.84891,2923.687423,33,3,0,103327
구의1동,11215850,dong,광진구,구의1동,10902,11823,5853,2352,1663,1245,302,1193,1555,4630,4647,3629,3639,2250,1387,458,60,22910.49458,4627.053218,28,3.6,0,110851
구의2동,11215860,dong,광진구,구의2동,12422,13125,3752,2333,2102,1870,472,1890,2408,3550,4105,4311,4272,3108,1652,568,68,25985.96578,3356.906989,16,0,0,98962
구의3동,11215870,dong,광진구,구의3동,14428,15808,3923,2454,2510,2540,550,2196,2875,4920,5104,5050,5020,3065,1588,625,98,20824.83075,9576.545888,31,6.5,1,126248
동대문구,11230,gu,동대문구,계,174128,174775,71395,32053,26330,23082,5962,23493,28328,63190,54565,56010,57093,43274,27286,9655,1376,336343.6538,90282.12992,394,3,7,118968
용신동,11230536,dong,동대문구,용신동,15755,14776,9148,2990,1962,1604,440,1667,1755,5576,5427,4757,5363,3805,2595,951,140,30836.29258,28668.40042,61,1.6,2,120833
제기동,11230545,dong,동대문구,제기동,12944,12351,6522,2510,1740,1412,396,1342,1764,5650,3855,3627,4183,3681,2480,946,135,24058.05615,6055.09713,27,3.7,1,124386
전농1동,11230560,dong,동대문구,전농1동,14841,14418,6623,2736,2209,1850,442,1935,2246,4458,4314,4506,5041,3785,2492,842,120,30633.50841,2877.727995,30,0,0,127935
전농2동,11230570,dong,동대문구,전농2동,9637,10363,2028,1767,1736,1540,416,1518,2022,2688,2672,3462,3330,2416,1551,613,64,17355.29109,2894.442592,15,0,0,133717
답십리1동,11230600,dong,동대문구,답십리1동,12721,13320,4238,2189,2113,1879,511,2452,1996,3726,4852,4310,4037,2691,1654,596,93,25629.11916,4930.609576,32,9.4,0,122658
답십리2동,11230610,dong,동대문구,답십리2동,14272,14825,3963,2787,2383,2169,526,1981,2430,3916,4125,4788,5109,3756,2326,839,95,27917.34411,3851.855033,16,0,0,94022
장안1동,11230650,dong,동대문구,장안1동,19396,19380,6830,3604,3097,2655,693,2913,2956,5368,6951,6592,6327,4862,2540,757,135,35263.06156,12915.82221,54,5.6,0,105897
장안2동,11230660,dong,동대문구,장안2동,15561,15388,4148,2601,2627,2425,579,2844,2920,3643,4995,5688,4735,3703,1966,595,112,29483.72308,6689.338757,34,2.9,0,95242
청량리동,11230705,dong,동대문구,청량리동,11103,10990,4789,2298,1634,1306,371,1105,1454,2866,2914,3220,4216,3557,2419,913,124,21816.32308,5756.013386,17,0,1,123481
회기동,11230710,dong,동대문구,회기동,4952,5391,3680,860,609,538,144,592,1040,4628,1765,1429,1240,930,719,266,52,9213.292949,3759.536647,25,8,0,172855
휘경1동,11230720,dong,동대문구,휘경1동,6560,6471,3793,1225,861,718,181,608,945,3908,2115,1937,2062,1553,1029,386,50,15807.79795,2104.71754,17,0,1,128554
휘경2동,11230730,dong,동대문구,휘경2동,12143,12504,4893,2018,1845,1774,447,1626,2404,5138,3433,3864,3617,2780,1622,558,76,21215.02835,3498.884136,16,6.3,0,116193
이문1동,11230740,dong,동대문구,이문1동,13585,13547,7985,2541,1805,1480,377,1318,2263,8442,4086,4132,4221,3101,2212,823,104,28169.98246,5685.433114,36,0,1,124405
이문2동,11230750,dong,동대문구,이문2동,10658,11051,2755,1927,1709,1732,439,1592,2133,3183,3061,3698,3612,2654,1681,570,76,21434.69496,985.889279,14,0,1,68702
중랑구,11260,gu,중랑구,계,201803,203748,70619,39937,32822,27785,6681,27384,31583,59037,63935,64018,73167,51598,28631,9460,1316,406056.2937,53784.42759,296,3,11,89913
면목2동,11260520,dong,중랑구,면목2동,13211,13108,5221,2672,2071,1692,420,1706,2035,3656,4069,4325,5043,3281,1860,609,80,25610.20904,2624.874513,21,4.8,0,88047
면목4동,11260540,dong,중랑구,면목4동,10291,10441,3945,2115,1687,1348,311,1361,1551,3069,3266,3404,3492,2737,1670,401,64,27676.60078,2398.397824,13,0,1,74020
면목5동,11260550,dong,중랑구,면목5동,5189,4939,1896,1093,814,648,152,641,768,1403,1597,1636,1920,1288,745,230,24,10857.46735,1143.289798,6,0,0,72812
면목본동,11260565,dong,중랑구,면목본동,17938,17987,7971,3857,2853,2133,470,2029,2504,5688,6102,5837,6675,4493,2512,765,86,42666.0927,2918.550987,29,0,1,88627
면목7동,11260570,dong,중랑구,면목7동,11052,11125,4147,2284,1791,1444,345,1294,1488,3252,3429,3405,4154,3089,1697,581,62,16007.22861,1077.806075,17,5.9,0,87874
면목3.8동,11260575,dong,중랑구,면목3.8동,13532,13455,5408,2830,2190,1665,380,1435,1926,4101,4073,4280,5052,3665,2131,678,89,27210.38308,3643.235599,20,0,1,87998
상봉1동,11260580,dong,중랑구,상봉1동,12560,13077,2942,2256,2206,2157,447,2053,2372,3871,3890,4019,4591,2846,1519,552,76,23644.85991,2906.258552,15,0,0,92636
상봉2동,11260590,dong,중랑구,상봉2동,9200,9432,5361,2020,1327,963,194,919,1021,3278,3806,2792,3201,2240,1249,376,46,18904.0518,7809.272055,35,2.9,2,103275
중화1동,11260600,dong,중랑구,중화1동,10318,10559,2970,2071,1762,1505,370,1548,1522,3202,3520,2945,3726,2668,1365,454,68,22153.04555,1946.488515,18,0,1,62236
중화2동,11260610,dong,중랑구,중화2동,14544,13578,7059,3109,2127,1501,369,1317,1731,4075,4339,4358,5839,3982,2273,700,103,28642.79749,4471.41926,15,6.7,1,89193
묵1동,11260620,dong,중랑구,묵1동,17680,18449,4468,3127,3075,2866,680,2857,3361,5011,5805,6106,5708,4177,2360,790,96,36565.56565,3150.981136,23,0,1,105330
묵2동,11260630,dong,중랑구,묵2동,9997,10236,3658,2096,1708,1276,316,1358,1444,3051,3454,3188,3421,2641,1423,411,53,20531.81428,1910.103299,13,15.4,0,110387
망우본동,11260655,dong,중랑구,망우본동,16078,15664,6336,3116,2558,2027,500,1874,2289,4558,4666,4777,6151,4493,2343,798,122,29327.85645,5382.065831,31,0,2,87497
망우3동,11260660,dong,중랑구,망우3동,9166,9051,3544,1967,1494,1137,241,1056,1499,2611,2615,2856,3503,2458,1358,470,65,18625.83259,1736.800808,11,0,0,67218
신내1동,11260680,dong,중랑구,신내1동,20161,20939,3147,3143,3143,3647,1130,4237,3930,5404,5841,6406,6903,4673,2635,1013,192,43045.75039,7100.37414,20,15,0,92915
신내2동,11260690,dong,중랑구,신내2동,10886,11708,2546,2181,2016,1776,356,1699,2142,2807,3463,3684,3788,2867,1491,632,90,23805.09663,4535.156923,9,0,1,121844
성북구,11290,gu,성북구,계,214430,225842,69919,38423,34984,32779,7958,32885,41676,70369,65156,76185,69231,50331,32258,11756,1655,435034.1868,66690.15786,361,5.5,11,105655
성북동,11290525,dong,성북구,성북동,8280,9165,3572,1700,1218,1044,320,1007,1486,2872,2766,2988,2817,1890,1377,643,107,11955.99786,2857.766001,18,5.6,0,139088
삼선동,11290555,dong,성북구,삼선동,12846,13667,5939,2425,1900,1765,425,1565,2398,4881,4049,4537,4008,2819,1939,725,113,28457.11113,6704.199188,36,5.6,2,110147
동선동,11290575,dong,성북구,동선동,6791,8932,5441,1431,973,743,205,748,1152,4603,2882,2286,1916,1429,1056,391,64,15867.12934,6221.795547,41,4.9,0,157886
돈암1동,11290580,dong,성북구,돈암1동,7717,8716,1751,1484,1411,1320,312,1039,1657,2293,2268,2709,2802,2060,1193,466,49,16881.79708,1005.475588,7,0,0,129046
돈암2동,11290590,dong,성북구,돈암2동,12006,13094,1502,1719,2149,2363,561,2447,3015,3008,3389,4905,3950,2386,1399,607,84,21796.96717,821.1067282,4,0,0, 
안암동,11290600,dong,성북구,안암동,7756,7512,5404,1372,913,778,182,608,1240,5854,2487,2081,2179,1419,1010,386,42,15420.23628,9863.283376,49,6.1,1,131905
보문동,11290610,dong,성북구,보문동,8239,8719,3647,1595,1309,1148,239,1157,1158,3030,3066,2855,2699,1780,1068,421,57,17146.29916,3648.516253,19,0,1,96817
정릉1동,11290620,dong,성북구,정릉1동,8808,9406,1999,1486,1581,1464,370,1494,1906,2586,2736,3378,2748,1993,1338,482,64,19196.24533,1065.841268,11,18.2,1,107330
정릉2동,11290630,dong,성북구,정릉2동,11810,12276,2893,2211,2057,1857,445,1807,2202,3196,3427,4016,3913,3084,1871,683,86,24592.73721,1542.2547,15,0,0,115222
정릉3동,11290640,dong,성북구,정릉3동,7998,8021,3663,1464,1169,923,254,865,1325,3834,2234,2301,2493,2123,1514,565,85,18127.76496,3340.15349,13,0,0,101198
정릉4동,11290650,dong,성북구,정릉4동,13187,13849,3546,2487,2381,2002,466,2104,2566,3435,3952,4794,4203,3334,2116,709,113,22641.09405,2392.454163,15,0,1,91713
길음1동,11290660,dong,성북구,길음1동,18051,19621,2555,2380,3193,3842,761,4786,4860,3487,5810,8374,4567,3124,2023,699,103,35348.41521,2160.382552,6,16.7,1,111214
길음2동,11290685,dong,성북구,길음2동,5751,6043,1905,973,888,924,223,907,1085,1586,1641,2065,1953,1496,856,311,41,10518.12407,1544.246252,7,14.3,0,86189
종암동,11290705,dong,성북구,종암동,20345,20662,6038,3421,3295,3175,804,3322,4201,7129,6122,7094,6384,4293,2868,1174,196,40006.78407,3805.611513,28,10.7,1,83610
월곡1동,11290715,dong,성북구,월곡1동,13549,14256,3077,2343,2246,2348,555,2560,2857,3140,4020,5126,4257,3262,2054,661,82,26420.25202,3135.592177,16,0,0,111180
월곡2동,11290725,dong,성북구,월곡2동,9933,10338,3606,1761,1550,1415,378,1479,1710,3520,3121,3228,3173,2483,1506,586,80,20748.20257,5509.611886,25,8,2,101334
장위1동,11290760,dong,성북구,장위1동,10430,10589,3186,2101,1688,1480,374,1155,1886,3057,2695,3451,3962,2797,1633,521,73,20386.36246,923.4479681,11,0,0,59940
장위2동,11290770,dong,성북구,장위2동,8448,8401,2771,1746,1385,1056,301,832,1373,2286,2060,2674,3182,2463,1644,541,73,16596.20594,2018.17878,11,9.1,1,75714
장위3동,11290780,dong,성북구,장위3동,5935,5852,1722,1038,912,909,235,894,1126,1478,1550,2043,2112,1518,920,300,31,11540.44389,1594.757886,5,0,0,93534
석관동,11290810,dong,성북구,석관동,16550,16723,5702,3286,2766,2223,548,2109,2473,5094,4881,5280,5913,4578,2873,885,112,32307.54442,4922.450618,24,8.3,0,79588
강북구,11305,gu,강북구,계,157769,164616,56220,32679,26062,21213,5418,19782,26236,45182,45316,52680,55231,42576,28390,9230,1215,320557.6242,36271.1164,267,3,11,91179
삼양동,11305534,dong,강북구,삼양동,14012,14096,4783,2851,2324,1842,495,1783,2504,3627,3884,4494,5073,3726,2351,750,111,26818.62857,1417.946304,14,0,3,83920
미아동,11305535,dong,강북구,미아동,10957,11700,5285,2401,1710,1301,332,1073,1648,3824,3366,3517,4033,3086,1924,640,61,25232.1267,2997.622958,32,0,1,100387
송중동,11305545,dong,강북구,송중동,14221,15293,5377,2821,2290,1916,520,1616,2260,4349,4308,4771,5133,4109,2604,787,118,27437.77561,3278.34738,25,8,1,124516
송천동,11305555,dong,강북구,송천동,14603,14612,6049,3052,2253,1815,456,1498,2106,4013,4006,4529,5573,4235,2708,898,111,27916.16081,3345.789782,27,3.7,0,88510
삼각산동,11305575,dong,강북구,삼각산동,16225,17397,2524,2387,2753,3319,731,3669,4353,3438,4703,7105,4802,3047,1859,662,95,34180.08275,1316.555492,8,0,0,120304
번1동,11305590,dong,강북구,번1동,9745,9862,5141,2109,1451,1048,246,918,1308,3386,3119,3268,3270,2422,1666,508,67,20890.23723,4668.441609,33,6.1,0,95096
번2동,11305600,dong,강북구,번2동,8541,9046,2483,2051,1532,1096,276,940,1394,2320,2265,2822,3023,2510,1862,524,62,16785.92289,2023.495408,7,0,0,74150
번3동,11305606,dong,강북구,번3동,9074,9990,2069,2088,1658,1312,359,1183,1697,2225,2251,3140,2953,2690,2343,572,79,19497.55015,1503.667107,8,12.5,0,78193
수유1동,11305610,dong,강북구,수유1동,10899,11159,4452,2246,1760,1307,369,1256,1642,3329,3150,3418,3893,2963,1901,649,89,21097.84353,2893.08561,19,5.3,1,88510
수유2동,11305620,dong,강북구,수유2동,10907,11561,3204,2389,1892,1525,386,1321,1743,3124,2985,3548,3938,3050,2052,779,83,21563.96069,2012.380303,18,0,1,73407
수유3동,11305630,dong,강북구,수유3동,11936,11922,6199,2549,1845,1249,304,1103,1361,4239,3889,3638,4164,3081,2013,675,71,23655.96262,4894.439817,33,3,1,101505
우이동,11305645,dong,강북구,우이동,10616,11178,3407,2276,1856,1392,375,1390,1681,2855,2879,3408,3691,3060,2111,711,114,20816.73102,2360.134298,15,0,3,68861
인수동,11305660,dong,강북구,인수동,16033,16800,5247,3459,2738,2091,569,2032,2539,4453,4511,5022,5685,4597,2996,1075,154,36968.50014,3897.557058,28,0,0,63163
도봉구,11320,gu,도봉구,계,167465,174463,41897,32200,29175,26049,6321,22979,30694,47166,46759,55021,60045,44341,25910,9645,1397,335571.4005,39271.84295,219,4.1,5,97093
창1동,11320511,dong,도봉구,창1동,12914,14005,3368,2470,2347,2156,442,1981,2571,3605,3977,4706,4392,3106,1894,728,113,21414.69578,1458.282801,15,0,1,107254
