NM,CD,GUBUN,자치구,행정동,남자 인구수,여자 인구수,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
여의동,11560540,dong,영등포구,여의동,15801,17623,3352,2800,2978,2782,589,3142,2952,4023,5326,5509,5076,3810,2628,1163,167,40802.61821,356983.4375,96,4.2,4,187993
당산1동,11560550,dong,영등포구,당산1동,10295,10514,4962,2044,1560,1213,299,1388,1232,3394,4357,3214,3218,2558,1375,511,74,20879.91512,18402.17725,33,6.1,1,98777
당산2동,11560560,dong,영등포구,당산2동,16847,18853,8178,2846,2650,2504,557,2857,2388,7198,7866,5061,4774,3348,1778,751,103,35565.09213,30314.95392,40,7.5,1,143401
도림동,11560585,dong,영등포구,도림동,9694,9516,4311,2050,1455,1108,283,1444,1222,2999,4142,3729,4292,2473,1461,532,74,30801.96208,3418.590468,13,0,0,79065
문래동,11560605,dong,영등포구,문래동,15775,16086,3461,2610,2786,2708,581,3485,2958,3639,6210,5661,4084,3367,1869,714,119,27295.20414,35271.12556,40,2.5,1,114516
양평1동,11560610,dong,영등포구,양평1동,8710,8710,3832,1811,1393,1039,234,1456,1151,2585,4201,2831,2245,1712,1086,410,65,17476.07159,19650.84012,20,5,1,72461
양평2동,11560620,dong,영등포구,양평2동,11370,11394,3829,1984,1790,1740,393,1911,1911,3776,4987,3756,3165,1965,1070,403,61,25975.75193,40479.13266,39,7.7,1,110113
신길1동,11560630,dong,영등포구,신길1동,8842,8675,5439,1782,1161,868,222,886,1164,3129,3269,3176,3561,2364,1499,558,76,14929.64873,3268.483103,18,5.6,1,87032
신길3동,11560650,dong,영등포구,신길3동,8066,8101,2740,1446,1284,1175,309,1212,1315,2237,2522,2942,3424,2310,1253,450,54,16073.75547,1615.017587,10,10,0,111927
신길4동,11560660,dong,영등포구,신길4동,4798,4720,1838,962,752,606,167,508,753,1436,1334,1733,2249,1462,823,303,39,11073.91761,1315.701384,6,16.7,0,103159
신길5동,11560670,dong,영등포구,신길5동,4988,5298,1931,1019,802,633,176,671,882,1427,1655,2120,2692,1677,866,287,39,10021.71004,1227.841015,7,0,0,77926
신길6동,11560680,dong,영등포구,신길6동,9234,9378,3322,1776,1465,1244,337,1323,1395,2958,3250,3097,3576,2462,1346,492,75,18329.68691,2817.553124,12,0,1,134704
신길7동,11560690,dong,영등포구,신길7동,8597,8589,1914,1286,1330,1572,359,1669,1691,2522,2945,3042,2642,1635,868,327,40,17003.77118,2929.144838,13,0,1,101418
대림1동,11560700,dong,영등포구,대림1동,6830,6715,2899,1388,1027,813,205,910,1108,2187,2381,2922,3690,2179,1270,389,54,13417.08156,2691.756687,17,0,0,85886
대림2동,11560710,dong,영등포구,대림2동,6300,6585,3167,1523,918,664,178,1207,990,2241,3523,4036,5806,2625,1373,426,44,12323.17078,2127.259593,19,0,0,118731
대림3동,11560720,dong,영등포구,대림3동,12587,12265,3874,2396,1998,1815,414,1890,1993,3730,4721,4938,6391,3599,1831,590,55,24567.56242,8140.020474,29,0,1,80087
동작구,11590,gu,동작구,계,192296,202492,70744,35811,30873,28177,6752,28928,31395,68829,68085,63709,61777,45540,27559,9779,1417,366898.4433,67263.32857,344,3.2,11,127102
노량진1동,11590510,dong,동작구,노량진1동,16078,16305,6149,3016,2525,2177,564,2276,2304,5575,5443,4686,5039,3878,2394,963,138,26915.8994,3613.256607,42,0,2,163272
노량진2동,11590520,dong,동작구,노량진2동,6873,6516,3890,1422,971,665,154,500,793,2464,2215,2023,2808,1967,1191,432,57,15079.08266,5466.50299,22,4.5,0,115939
상도1동,11590530,dong,동작구,상도1동,22740,23692,9107,3843,3677,3340,760,3707,3710,10702,7646,7147,6353,4864,2909,1128,165,47220.73062,4941.527894,47,2.1,2,116809
상도2동,11590540,dong,동작구,상도2동,13077,13970,4655,2416,2104,2020,465,2348,2023,4233,4873,4426,3963,2978,1805,684,120,32930.25256,3548.190281,22,9.1,1,108435
상도3동,11590550,dong,동작구,상도3동,12430,13413,4585,2553,2103,1655,431,1700,1915,4189,4689,4046,4090,2952,1949,628,98,23367.64779,1274.45075,12,0,0,172873
상도4동,11590560,dong,동작구,상도4동,14746,15057,4766,2963,2469,2096,508,2136,2223,4524,5346,4778,4775,3485,2081,785,78,23319.41822,1440.340298,14,0,0,80353
흑석동,11590605,dong,동작구,흑석동,14413,15044,5127,2583,2372,2148,516,2175,2297,6498,4562,4570,4693,3477,2300,950,150,23928.53247,4828.393828,27,0,1,138201
사당1동,11590620,dong,동작구,사당1동,11182,12127,6671,2514,1657,1210,249,1125,1097,5111,5030,3147,3617,2858,1562,402,56,28972.57807,6636.233114,30,10,0,107548
사당2동,11590630,dong,동작구,사당2동,13601,14561,3975,2777,2395,1980,491,2160,1819,3981,5083,4377,4507,3696,2198,709,115,25104.48884,3524.948424,23,0,2,180474
사당3동,11590640,dong,동작구,사당3동,12569,13163,3334,2292,2111,2005,480,2216,1818,3714,4445,4005,4065,3260,1888,551,88,25020.52829,2653.366428,13,7.7,0,130842
사당4동,11590650,dong,동작구,사당4동,7142,7643,2776,1509,1159,988,241,897,879,2584,2773,2212,2299,1826,1144,298,65,12836.77204,900.6096672,10,0,1,151939
사당5동,11590651,dong,동작구,사당5동,6391,6699,2171,1188,1085,955,215,1031,972,2059,2365,2121,1978,1483,871,312,33,10961.67157,833.2220163,6,0,0,92915
대방동,11590660,dong,동작구,대방동,19206,20991,6368,3146,2892,3352,760,2791,4778,6509,6010,7454,5814,3872,2349,935,110,39126.91693,9513.9634,36,8.3,2,115822
신대방1동,11590670,dong,동작구,신대방1동,11844,12639,3449,1939,1819,2063,497,2057,2836,3427,3944,5147,4879,2915,1551,558,89,22134.87915,2752.95494,9,0,1,115816
신대방2동,11590680,dong,동작구,신대방2동,10004,10672,3721,1650,1534,1523,421,1809,1931,3259,3661,3570,2897,2029,1367,444,55,21558.91361,19060.01439,31,0,0,110308
관악구,11620,gu,관악구,계,253600,250448,138902,48098,34454,28885,7057,29295,33968,106341,95516,77292,75932,56985,34540,10386,1418,498913.1969,68236.00753,471,4,4,123668
보라매동,11620525,dong,관악구,보라매동,12469,12904,5178,2598,1949,1604,387,1654,1785,4618,4811,3890,3934,3225,1912,581,80,24586.60454,5375.123845,16,6.3,0,100775
청림동,11620545,dong,관악구,청림동,8104,8387,1947,1548,1472,1276,262,1639,1273,2059,2986,2725,2398,1823,1198,445,56,17267.01327,663.5495976,7,0,0,75945
성현동,11620565,dong,관악구,성현동,16107,16997,3791,2998,2665,2694,672,2561,3461,4151,4754,5981,5060,3866,2549,806,114,32365.31177,1651.061995,11,0,0,120950
행운동,11620575,dong,관악구,행운동,14592,15289,9856,2863,1887,1508,363,1526,1598,7346,6351,3989,3890,3180,1930,552,74,29115.4162,3774.202582,35,2.9,0,115005
낙성대동,11620585,dong,관악구,낙성대동,8577,8624,7147,1496,912,733,189,986,995,5443,3876,2289,1793,1398,926,299,38,15927.9638,12115.87824,23,0,0,122840
청룡동,11620595,dong,관악구,청룡동,13785,14630,12209,2452,1403,1205,317,1197,1632,8646,5690,3750,3664,2931,1766,474,63,28114.18609,7671.665244,43,7,1,163423
은천동,11620605,dong,관악구,은천동,17458,17833,5990,3396,2723,2538,569,2829,2831,5295,6273,5832,5328,4185,2582,739,91,37275.49206,3760.622395,24,0,0,144398
중앙동,11620615,dong,관악구,중앙동,7309,7934,5486,1527,883,700,183,547,795,4077,3031,1968,2131,1660,1078,332,39,15416.26854,2045.511196,20,5,1,117149
인헌동,11620625,dong,관악구,인헌동,13352,13859,7209,2635,1915,1592,378,1599,1886,5703,5482,4096,3723,2763,1729,520,74,41380.66305,3764.92205,21,0,1,148282
남현동,11620630,dong,관악구,남현동,9051,9832,4355,1851,1395,1134,287,1281,1014,3911,4063,2561,2703,2031,1164,312,54,14608.80652,3330.717975,22,0,0,117371
서원동,11620645,dong,관악구,서원동,11817,11262,7870,2389,1470,1016,282,953,1094,6040,4983,3131,3320,2414,1524,389,48,23215.08036,4236.645973,27,0,0,162127
신원동,11620655,dong,관악구,신원동,9376,9400,5558,2138,1258,927,195,894,1093,4269,3715,2842,3055,2265,1491,410,68,18796.24487,977.5730041,10,10,0,138271
서림동,11620665,dong,관악구,서림동,13556,10832,8972,2155,1486,1117,313,1104,1336,6157,5080,3418,3280,2607,1527,442,64,24573.06967,1614.738324,22,4.5,0,81403
신사동,11620685,dong,관악구,신사동,11566,11499,7384,2290,1554,1132,276,1296,1514,5317,4854,4107,4569,2695,1520,457,55,24213.52437,2190.532317,27,3.7,0,106746
신림동,11620695,dong,관악구,신림동,10499,10352,12308,1972,719,431,92,534,611,7737,5699,2507,1985,1469,896,260,36,22212.00553,2786.871684,44,4.5,1,157066
난향동,11620715,dong,관악구,난향동,8248,8388,1809,1453,1381,1371,319,1514,1630,1808,2347,3290,2556,2005,1157,369,61,16891.80861,1398.756012,4,0,0,130053
조원동,11620725,dong,관악구,조원동,9050,8782,6023,1784,1080,890,194,998,1032,3810,3838,2966,3510,2237,1197,389,59,18252.87441,3983.640044,23,8.7,0,85133
대학동,11620735,dong,관악구,대학동,14391,9495,11348,1765,1186,939,239,935,1181,7178,4992,3709,3108,2083,1225,410,41,24271.67893,2338.20552,43,4.7,0,114378
삼성동,11620745,dong,관악구,삼성동,13295,13088,4447,2668,2052,1753,484,1270,2079,3365,3316,4184,4852,3928,2552,883,127,26703.22896,1160.786838,7,0,0,96875
미성동,11620765,dong,관악구,미성동,16202,16674,5202,3092,2645,2381,600,2197,2768,5081,5161,5357,5605,4439,2275,621,82,32533.29891,3216.571976,21,9.5,0,90335
난곡동,11620775,dong,관악구,난곡동,14796,14387,4813,3028,2419,1944,456,1781,2360,4330,4214,4700,5468,3781,2342,696,94,28445.41451,1108.262903,21,9.5,0,132216
서초구,11650,gu,서초구,계,210596,229248,56709,34368,34542,36849,8910,38795,47642,58922,71713,82212,63517,45665,25245,8481,1611,428040.8472,483615.2277,558,2.9,17,142847
서초1동,11650510,dong,서초구,서초1동,10244,10941,3678,1708,1569,1567,418,1720,1936,3066,3939,3864,2927,2313,1160,407,95,21572.92096,40616.30555,35,8.6,1,125777
서초2동,11650520,dong,서초구,서초2동,8383,9241,3243,1399,1343,1361,295,1490,1734,2585,3634,3272,2312,1663,877,284,58,17651.7838,58455.77873,44,4.5,1,193137
서초3동,11650530,dong,서초구,서초3동,14838,15394,4975,2493,2275,2182,601,1845,2832,4942,4877,4980,4885,3425,1962,640,116,28521.94918,73209.98159,86,3.5,0,136069
서초4동,11650531,dong,서초구,서초4동,15157,16148,2135,1859,2528,3362,631,3189,4286,3683,4193,6530,4362,2962,1688,566,96,29667.61444,26284.2643,37,2.7,0,126006
잠원동,11650540,dong,서초구,잠원동,16491,18155,4573,2616,2934,3047,572,2953,4080,4433,5757,7108,5081,3107,1574,622,136,32464.97236,19334.04026,37,2.7,1,135606
반포본동,11650550,dong,서초구,반포본동,5929,6624,731,814,984,1348,276,734,2259,1427,990,2904,1876,1114,959,291,32,8472.06799,1017.271255,7,0,1,154215
반포1동,11650560,dong,서초구,반포1동,13556,14691,6080,1933,1952,2184,544,2692,2930,4118,5375,5814,3518,2470,1189,364,93,28069.5898,8357.411781,28,7.1,2,189338
반포2동,11650570,dong,서초구,반포2동,11361,12418,1159,1394,1911,2468,625,2697,3627,2452,2895,5244,3102,2102,1348,369,85,25130.67844,2271.730058,9,0,1,303013
반포3동,11650580,dong,서초구,반포3동,9054,9993,1291,1260,1666,1939,374,1765,2716,2109,2511,4171,2668,1723,959,390,71,18380.78995,8023.061714,8,0,0, 
반포4동,11650581,dong,서초구,반포4동,9397,10431,1846,1508,1730,1716,406,1963,2325,2494,3220,3816,2843,2193,1051,385,76,19529.12596,32776.77692,42,0,1,265483
방배본동,11650590,dong,서초구,방배본동,9915,11392,2067,1468,1686,1947,482,1683,2941,2742,2757,4275,3237,2041,1185,555,89,21427.81872,7703.586394,24,12.5,0,118396
방배1동,11650600,dong,서초구,방배1동,8122,9164,2791,1694,1392,1230,274,1231,1458,2641,3253,2890,2442,1894,1154,361,66,17360.87903,11163.09687,17,5.9,0,135583
방배2동,11650610,dong,서초구,방배2동,12401,13708,3728,2484,2102,1933,471,1642,2163,3993,4203,4005,4276,3441,1949,515,99,26434.26889,13628.66345,27,0,1,142822
방배3동,11650620,dong,서초구,방배3동,10643,11450,2307,1798,1824,1883,443,1432,2165,3176,3114,3487,3774,2968,1507,477,121,21841.10494,9806.555616,17,0,0,88406
방배4동,11650621,dong,서초구,방배4동,11734,13743,3402,2064,1948,2111,517,1933,3010,3578,4150,4765,3741,2420,1618,529,77,26036.71549,12697.00554,25,0,0,118764
양재1동,11650651,dong,서초구,양재1동,22385,24317,5826,3891,3452,3622,1166,5424,4174,5790,8318,8044,6473,5158,2585,918,175,46956.43952,37080.0561,50,0,1,146052
양재2동,11650652,dong,서초구,양재2동,11845,11844,4927,2277,1672,1527,432,1849,1788,3619,5078,4174,3476,2374,1176,350,68,23871.54956,121874.6822,53,0,1,87157
내곡동,11650660,dong,서초구,내곡동,9141,9594,1950,1708,1574,1422,383,2553,1218,2074,3449,2869,2524,2297,1304,458,58,17838.52121,6250.259463,12,0,1,135860
강남구,11680,gu,강남구,계,261815,285137,87621,42154,41293,44619,10280,40487,61361,78880,90873,101432,80184,56324,30023,10132,1946,557954.6233,834672.2438,991,3.7,26,159885
신사동,11680510,dong,강남구,신사동,8169,9458,2926,1554,1302,1311,319,1163,1830,2555,2820,3315,2445,1803,1363,495,78,19189.49633,34695.81932,50,6,1,190766
논현1동,11680521,dong,강남구,논현1동,10871,12639,9104,2400,1326,895,264,915,1060,4827,6395,3929,2945,2278,1232,403,77,23291.04035,42061.79321,83,3.6,2,158358
논현2동,11680531,dong,강남구,논현2동,10382,11759,5824,2121,1616,1249,312,1410,1431,3618,5068,3876,2881,2301,1332,419,82,22116.6326,66064.14793,78,2.6,2,141326
압구정동,11680545,dong,강남구,압구정동,12907,15072,2935,2288,2434,2341,538,2537,2997,3340,3979,5260,3746,3143,2202,761,142,28006.23575,34873.81518,56,5.4,0,179640
청담동,11680565,dong,강남구,청담동,13999,15798,4302,2334,2394,2333,566,2483,2748,4312,5125,5318,4452,3162,1756,557,122,28708.93153,43973.52798,60,0,1,159986
삼성1동,11680580,dong,강남구,삼성1동,7395,7408,1890,1166,1149,1218,295,1093,1510,2212,2473,2552,2401,1700,929,249,63,14725.24757,93347.19183,57,3.5,3,159989
삼성2동,11680590,dong,강남구,삼성2동,14144,15604,5544,2189,2261,2338,520,2628,3405,3925,5571,6379,3712,2385,1505,409,71,29418.45025,58201.90556,55,5.5,4,183569
대치1동,11680600,dong,강남구,대치1동,12688,12650,566,904,1923,3169,670,2049,5601,2774,1918,6253,3653,1855,935,295,52,25094.00436,3779.438802,23,8.7,0,220376
대치2동,11680610,dong,강남구,대치2동,20825,20097,2450,2096,3252,4629,913,2096,6968,6048,3891,8088,7388,4035,1863,567,123,39999.51074,62331.60052,50,2,2,171168
대치4동,11680630,dong,강남구,대치4동,9864,10992,5144,1658,1392,1489,327,852,2737,3656,3688,4432,3072,1484,921,249,29,21189.26713,27739.78643,66,6.1,0,172127
역삼1동,11680640,dong,강남구,역삼1동,17093,18369,15817,3369,1797,1231,335,1319,1577,7640,10635,5819,4270,2946,1620,450,80,35210.43032,187346.533,191,3.1,2,160658
역삼2동,11680650,dong,강남구,역삼2동,17162,19167,5802,2250,2777,3227,622,3296,5280,4589,5899,8444,4426,2542,1593,476,85,37031.53173,49498.10693,56,5.4,0,166016
도곡1동,11680655,dong,강남구,도곡1동,10725,12005,2478,1509,1810,2118,467,1951,2444,3407,3579,3973,3543,2397,1116,392,77,22566.33197,13865.33841,28,3.6,1,181810
도곡2동,11680656,dong,강남구,도곡2동,16050,18543,2284,2278,2959,3553,718,2998,4937,4395,4219,6753,5368,3502,1790,602,131,29900.34622,29740.23328,24,4.2,2,164714
개포1동,11680660,dong,강남구,개포1동,6361,6749,1631,1156,997,1107,266,632,1167,2020,1609,1809,2500,2128,924,283,67,17205.61969,1879.397129,2,0,0,86971
개포2동,11680670,dong,강남구,개포2동,6798,7163,1146,863,1104,1487,278,823,1859,2013,1546,2384,2618,1768,677,248,44,11782.4832,2215.170928,12,8.3,3,114487
개포4동,11680690,dong,강남구,개포4동,9177,9525,2953,1483,1440,1477,384,1265,1879,2851,3053,3319,3166,2054,915,284,63,17764.16649,9109.192808,29,3.4,0,79851
세곡동,11680700,dong,강남구,세곡동,21454,23492,5245,3524,3252,3546,1209,5664,4363,5476,7974,7553,5912,4460,2402,1120,210,48171.82178,5325.57141,22,0,0,186887
일원본동,11680720,dong,강남구,일원본동,12228,12641,1528,1441,2003,2686,519,2436,3647,2783,3304,4930,3726,2630,924,430,82,26936.86235,8737.011653,11,0,1,165450
일원1동,11680730,dong,강남구,일원1동,8341,8676,2996,1727,1365,1101,308,993,1474,2566,2644,2477,2841,2408,1258,462,87,16487.22212,3534.847999,12,8.3,0,105486
일원2동,11680740,dong,강남구,일원2동,7589,8362,1972,1543,1363,1294,259,1110,1648,1835,2583,2756,2370,2145,1153,356,53,18474.48682,15850.54665,7,0,1,151600
수서동,11680750,dong,강남구,수서동,7593,8968,3084,2301,1377,820,191,774,799,2038,2900,1813,2749,3198,1613,625,128,14365.99161,16382.08849,19,0,1,141561
송파구,11710,gu,송파구,계,323741,342698,88247,54441,54376,55211,12419,54866,64330,96170,116419,112695,104890,74671,34717,12059,2109,666525.7564,310177.7859,646,3.6,18,129378
풍납1동,11710510,dong,송파구,풍납1동,7778,7969,2526,1617,1312,1108,230,1012,1169,2099,2626,2586,3078,2389,1250,389,49,11462.40096,1025.223005,9,0,0,100747
풍납2동,11710520,dong,송파구,풍납2동,12005,13033,3692,1979,2127,2022,411,2126,2264,3795,4424,4145,3686,2866,1372,466,77,19609.94326,10893.35251,18,0,0,80414
거여1동,11710531,dong,송파구,거여1동,6767,6507,1679,1151,1063,1044,280,779,1298,1870,1656,2315,2484,1732,919,280,42,11332.73604,3111.923124,14,7.1,1,89375
거여2동,11710532,dong,송파구,거여2동,8691,8843,2394,1734,1448,1293,281,1216,1654,1998,2520,3130,2984,2238,1336,446,75,17891.60194,2393.097877,12,0,0,134566
마천1동,11710540,dong,송파구,마천1동,11005,10537,3549,2057,1624,1487,462,1469,1897,2726,2744,3532,3892,2990,1781,608,83,21711.61711,1202.051103,11,9.1,1,79070
마천2동,11710550,dong,송파구,마천2동,10391,10051,2975,2023,1640,1430,368,1165,1704,2710,2562,3277,4031,2814,1654,588,102,21457.59207,3074.469574,9,11.1,0,95107
방이1동,11710561,dong,송파구,방이1동,8047,8485,1677,1188,1315,1501,350,1194,1972,2595,2340,2916,2784,1741,751,314,54,14199.23432,5453.90812,24,0,1,101832
방이2동,11710562,dong,송파구,방이2동,12075,12898,6279,2465,1882,1437,352,1513,1570,4383,5498,3864,3997,2836,1290,406,65,26129.16401,14946.95835,38,2.6,0,131314
오륜동,11710566,dong,송파구,오륜동,9470,9852,646,1025,1575,2175,484,1425,3176,2481,1932,3682,3184,2204,826,352,76,19424.0307,4478.675956,13,0,1,328710
오금동,11710570,dong,송파구,오금동,19414,20166,3953,3247,3443,3374,783,2933,3698,6020,5891,6069,7173,4933,2105,839,170,38505.60371,12579.57047,36,2.8,1,83736
송파1동,11710580,dong,송파구,송파1동,12356,13659,5417,2567,2018,1624,406,1648,1717,4712,5888,3815,3939,2920,1317,407,57,28817.23575,7542.423317,26,3.8,0,101590
송파2동,11710590,dong,송파구,송파2동,10241,10853,1438,1448,1757,2038,490,1714,2253,3184,3147,3300,3627,2592,997,387,83,17569.558,4346.557319,12,8.3,0,143584
석촌동,11710600,dong,송파구,석촌동,16473,17563,7744,3408,2592,2041,482,2135,2422,5688,7580,5519,5293,3727,1834,545,72,34236.75514,9005.593234,47,4.3,1,107916
삼전동,11710610,dong,송파구,삼전동,15782,17268,7831,3200,2518,2057,462,2155,2434,5417,7515,5655,4877,3338,1508,456,87,31634.8544,7475.084061,36,2.8,0,119357
가락본동,11710620,dong,송파구,가락본동,13879,13994,4112,2321,2282,2225,512,1866,2309,4518,5065,4376,5038,3148,1339,476,87,30278.84469,27024.79791,44,2.3,0,97354
가락1동,11710631,dong,송파구,가락1동,432,448,133,57,61,81,21,66,85,116,113,160,166,116,54,12,4,868.7727332,10710.58566,5,0,2,44077
가락2동,11710632,dong,송파구,가락2동,16888,17480,2711,2362,2923,3347,693,2945,4033,5024,5283,6013,5584,3582,1455,563,92,34824.08461,7418.476602,19,0,2,99824
문정1동,11710641,dong,송파구,문정1동,10595,10818,2590,1780,1766,1775,418,1460,1807,3555,3768,3167,3824,2583,1047,349,65,19800.86742,6026.068927,20,5,1,99403
문정2동,11710642,dong,송파구,문정2동,14031,15749,7875,2750,1959,1857,419,1821,1844,5479,7942,4299,3523,3001,1364,551,81,26851.66299,42688.81841,69,5.8,0,233411
장지동,11710646,dong,송파구,장지동,16913,17938,3565,3075,3007,2839,707,3036,3513,4960,5762,5663,5832,3806,1677,658,128,36774.97531,8573.073598,24,8.3,1,86205
위례동,11710647,dong,송파구,위례동,14004,14736,1065,1687,2332,2965,831,5122,3366,3015,5731,5362,3245,1868,743,280,58,28184.3684,2234.635808,16,12.5,1,265931
잠실본동,11710650,dong,송파구,잠실본동,13807,15300,7233,2818,2106,1770,396,1671,2189,5063,6432,4835,4462,3128,1431,471,72,24036.92787,11744.19823,62,4.8,0,134629
잠실2동,11710670,dong,송파구,잠실2동,17612,19327,1888,1807,3085,4376,715,4619,6091,3384,5073,9100,4269,2659,1377,383,69,27881.05286,2548.30482,24,0,0,372406
잠실3동,11710680,dong,송파구,잠실3동,17398,18986,2068,2482,3252,3723,704,3649,4059,4439,5459,6325,5380,4467,2069,605,111,35977.82517,5120.050605,18,0,1,274458
잠실4동,11710690,dong,송파구,잠실4동,14603,15636,1757,2118,2871,2942,570,3961,2824,3231,5557,5283,4098,3340,1449,473,110,56224.53093,1924.019228,8,0,1,284213
잠실6동,11710710,dong,송파구,잠실6동,8250,9051,959,1282,1537,1645,370,1460,1782,2346,2680,2694,2815,2225,963,398,73,32116.87327,169892.7116,30,0,2,291690
잠실7동,11710720,dong,송파구,잠실7동,4834,5551,491,793,881,1035,222,706,1200,1362,1231,1613,1625,1428,809,357,67,9023.89305,588.4374704,2,0,1,160038
강동구,11740,gu,강동구,계,214740,218009,60501,37596,35039,33947,8194,33140,40160,59873,69741,71230,73336,53574,25571,8734,1484,414195.7888,89963.30754,417,3.8,10,107111
강일동,11740515,dong,강동구,강일동,16070,16951,2156,2433,2220,2986,1155,3512,4479,4036,3999,6029,4885,3362,1905,817,133,24841.36094,10078.54658,23,8.7,0,260066
상일동,11740520,dong,강동구,상일동,5548,5511,1137,884,917,959,209,669,1307,1553,1368,1748,2138,1479,606,220,44,15718.02749,5430.104782,11,9.1,1,80149
명일1동,11740530,dong,강동구,명일1동,11030,11401,1992,1599,1939,2066,449,1673,2651,2959,3131,3846,3679,2829,1190,444,92,21550.39633,3258.642136,18,0,2,105643
명일2동,11740540,dong,강동구,명일2동,8948,9064,982,1013,1314,2036,442,1209,2758,2428,1925,3246,3123,2182,770,326,74,18954.55325,2601.564044,17,0,0,103153
고덕1동,11740550,dong,강동구,고덕1동,13873,13552,1524,1667,2236,2908,627,3469,3330,2982,4686,5139,3882,2484,993,427,95,24567.61243,1439.122191,9,0,1,74613
고덕2동,11740560,dong,강동구,고덕2동,4136,3661,1507,793,608,479,129,334,633,1109,954,1191,1652,1239,580,267,42,6516.372457,1272.89202,6,0,0,99824
암사1동,11740570,dong,강동구,암사1동,18814,18909,6079,3617,3140,2718,589,2700,3209,5214,6273,6137,6514,4719,2362,783,125,51773.18565,3366.541796,34,0,1,116120
암사2동,11740580,dong,강동구,암사2동,7184,7559,1783,1290,1275,1242,237,1387,1138,1996,2748,2409,2267,1672,858,264,48,7441.586501,1292.169941,10,10,0,113140
암사3동,11740590,dong,강동구,암사3동,9307,9623,1018,1239,1628,1855,420,2164,2088,2148,2919,3438,2787,2144,925,291,62,25743.84105,1628.047478,7,0,0,91580
천호1동,11740600,dong,강동구,천호1동,14489,14790,5018,2917,2478,1920,477,1787,2307,4153,4693,4498,5305,4020,2065,637,98,30858.13155,2855.604559,24,0,0,98646
천호2동,11740610,dong,강동구,천호2동,18089,17963,8182,3796,2842,2115,452,2131,2321,5118,6633,5682,6750,4724,2560,783,111,30617.84358,6544.160477,51,7.8,0,101158
천호3동,11740620,dong,강동구,천호3동,13901,14007,6134,2855,2194,1666,401,1744,1698,4152,5213,4218,4986,3853,1911,596,86,38401.94925,5887.716217,30,3.3,0,105651
성내1동,11740640,dong,강동구,성내1동,10182,10771,2276,1812,1821,1735,405,1774,1978,2859,3614,3600,3205,2480,1113,388,61,18081.69954,17010.55682,26,11.5,1,96383
성내2동,11740650,dong,강동구,성내2동,12581,12652,5791,2728,1966,1435,338,1474,1505,3886,4843,3934,4628,3335,1746,522,82,26991.70071,4017.005213,25,12,2,111401
성내3동,11740660,dong,강동구,성내3동,11997,12097,3670,2161,2027,1834,410,1578,2211,3625,3981,3970,4092,2865,1499,433,61,26236.81993,6516.348818,35,2.9,1,103780
길동,11740685,dong,강동구,길동,24275,24949,7785,4470,4046,3510,910,3294,3772,7467,8367,7606,8486,6518,2915,968,156,66565.30437,14206.1099,65,0,1,118674
둔촌1동,11740690,dong,강동구,둔촌1동,156,175,140,24,14,16,5,10,12,47,46,63,53,69,36,11,9,134.3198913,330.1603435,3,0,0, 
둔촌2동,11740700,dong,강동구,둔촌2동,14160,14374,3327,2298,2374,2467,539,2231,2763,4141,4348,4476,4904,3600,1537,557,105,17517.48899,4157.610454,23,0,0,88007
