자치구,행정동,1인세대,2인세대,3인세대,4인세대,5인세대
성북구,장위2동,2472,1570,1148,847,231
성북구,장위3동,1673,1048,945,882,222
성북구,성북동,3692,1720,1207,979,317
성북구,삼선동,6178,2501,1800,1668,412
성북구,동선동,5686,1464,972,676,175
성북구,종암동,6296,3538,3264,3062,770
성북구,석관동,6284,3690,3022,2255,534
강북구,계,58739,33271,25261,19897,5014
강북구,번1동,5459,2121,1422,992,215
강북구,번2동,2655,2085,1505,1028,250
강북구,번3동,2197,2144,1575,1251,345
강북구,수유1동,4638,2311,1701,1257,336
강북구,수유2동,3393,2447,1801,1412,380
강북구,수유3동,6742,2575,1822,1174,281
강북구,삼양동,4593,2704,2124,1635,438
강북구,미아동,5614,2435,1654,1242,307
강북구,송중동,5580,2821,2191,1789,467
강북구,송천동,6203,3152,2233,1668,406
강북구,삼각산동,2538,2470,2744,3184,699
강북구,우이동,3544,2407,1755,1290,363
강북구,인수동,5583,3599,2734,1975,527
도봉구,계,44181,33044,28751,24747,5962
도봉구,쌍문1동,3080,2253,1884,1499,422
도봉구,쌍문2동,2965,2194,1724,1323,316
도봉구,쌍문3동,3102,1876,1414,1074,277
도봉구,쌍문4동,1488,1591,1710,1869,410
도봉구,방학1동,4646,2958,2411,2105,558
도봉구,방학2동,3713,2297,1795,1302,331
도봉구,방학3동,1795,2323,2543,2619,617
도봉구,창1동,3579,2536,2283,2031,414
도봉구,창2동,3721,3000,2733,2233,532
도봉구,창3동,2559,1672,1201,948,236
도봉구,창4동,2757,2289,2381,2505,550
도봉구,창5동,2708,2280,2345,2097,460
도봉구,도봉1동,4033,2683,1810,1234,380
도봉구,도봉2동,4035,3092,2517,1908,459
노원구,계,68669,48244,44528,44119,9468
노원구,월계1동,4328,2197,1788,1629,449
노원구,월계2동,3865,2888,2162,1813,419
노원구,월계3동,3669,3521,2864,2297,496
노원구,공릉2동,5430,3104,3254,3548,761
노원구,하계1동,4816,2347,2175,2440,499
노원구,하계2동,1588,1759,2017,2367,457
노원구,중계본동,2117,1426,1948,2776,678
노원구,중계1동,1407,1328,2308,3333,610
노원구,중계4동,2489,1963,1689,1845,393
노원구,상계1동,4335,3580,3381,3237,848
노원구,상계2동,3117,1710,1663,1793,366
노원구,상계5동,3875,2623,2187,1786,427
노원구,상계8동,2237,2248,2308,2062,363
노원구,상계9동,2026,2107,2045,1902,317
노원구,상계10동,1695,1761,1500,1385,210
노원구,상계3.4동,4535,2824,1991,1661,464
노원구,상계6.7동,4178,3257,3068,2887,545
노원구,중계2.3동,4830,3938,3199,2777,583
노원구,공릉1동,8132,3663,2981,2581,583
은평구,계,75336,47777,39482,33351,8531
은평구,녹번동,6534,4050,3115,2424,590
은평구,불광1동,6448,4269,3541,2739,612
은평구,갈현1동,4505,2657,2000,1537,370
은평구,갈현2동,4186,3019,2597,2116,500
은평구,구산동,3928,3135,2754,2397,648
은평구,대조동,7365,3434,2421,1766,421
은평구,응암1동,4658,2472,1984,1682,419
은평구,응암2동,2547,2018,1980,1712,406
은평구,신사1동,3665,2852,2517,2047,483
은평구,신사2동,3143,2131,1842,1576,386
은평구,증산동,2464,1667,1292,1134,313
은평구,수색동,1421,954,757,613,162
은평구,진관동,5543,4099,4248,5040,1555
은평구,불광2동,5815,3302,2354,1721,441
은평구,응암3동,5774,2862,1976,1481,364
은평구,역촌동,7340,4856,4104,3366,861
서대문구,계,58356,29414,24416,21028,5172
서대문구,천연동,3314,1698,1524,1311,294
서대문구,홍제1동,3407,2461,2075,1734,450
서대문구,홍제3동,2640,1658,1320,1140,278
서대문구,홍제2동,1736,1410,1296,1099,252
서대문구,홍은1동,3104,2144,1857,1667,446
서대문구,홍은2동,4689,2748,2219,1862,462
서대문구,남가좌1동,1461,1243,1464,1491,363
서대문구,남가좌2동,4568,2408,1982,1748,390
서대문구,북가좌1동,1577,1617,1675,1622,409
서대문구,북가좌2동,5468,3497,2797,2283,550
서대문구,충현동,4453,1702,1247,1062,286
서대문구,북아현동,2872,1673,1487,1223,250
서대문구,신촌동,9163,1511,830,629,154
서대문구,연희동,9904,3644,2643,2157,588
마포구,계,77236,35628,28521,24943,5795
마포구,용강동,3173,1954,1870,1693,364
마포구,대흥동,4767,1149,582,505,109
마포구,염리동,2455,1182,998,848,184
마포구,신수동,3574,1894,1715,1564,324
마포구,서교동,8662,2444,1493,1098,289
마포구,합정동,4944,2102,1283,948,218
마포구,망원1동,5085,2399,1528,1294,317
마포구,망원2동,2996,1881,1511,1440,335
마포구,연남동,4825,1729,1059,778,215
마포구,성산1동,4137,2061,1494,1202,339
마포구,성산2동,7855,3846,3227,2921,687
마포구,상암동,4252,2432,2485,2708,763
마포구,도화동,3637,2046,1819,1621,393
마포구,서강동,5185,2263,1953,1807,381
마포구,공덕동,8523,3983,3134,2583,536
마포구,아현동,3166,2263,2370,1933,341
양천구,계,49734,37201,38449,40245,8947
양천구,목1동,1584,1689,2830,3498,656
양천구,목2동,4446,2837,2596,2387,568
양천구,목3동,3497,2351,1985,1584,325
양천구,목4동,2879,1900,2094,2549,563
양천구,신월1동,4298,2316,1794,1299,326
양천구,신월2동,2408,2038,1914,1711,469
양천구,신월3동,3917,1829,1245,889,263
양천구,신월4동,1466,1559,1667,1595,436
양천구,신월5동,2140,1462,1309,1126,279
양천구,신월6동,659,566,556,568,134
양천구,신월7동,2921,2550,1882,1486,318
양천구,신정1동,1376,1227,1651,2343,493
양천구,신정2동,1527,1276,1522,2197,509
양천구,신정3동,4404,4067,3937,4140,1140
양천구,신정6동,1027,1417,2289,2773,522
양천구,신정7동,2891,2557,2602,2836,509
양천구,목5동,1648,2037,3657,5095,866
양천구,신정4동,6646,3523,2919,2169,571
강서구,계,101063,57832,47939,41713,10019
강서구,염창동,3424,2900,3750,4081,800
강서구,등촌1동,6317,2182,1673,1429,290
강서구,등촌2동,2518,1977,1876,1690,412
강서구,등촌3동,5561,3944,2636,2104,445
강서구,화곡본동,6877,3669,2923,2220,542
강서구,화곡2동,2803,2025,1690,1259,390
강서구,화곡3동,3202,2123,1917,1577,418
강서구,화곡4동,3542,2408,1907,1368,343
강서구,화곡6동,4925,2420,1894,1635,400
강서구,화곡8동,4225,3038,2191,1668,401
강서구,가양1동,11762,2559,2056,1905,469
강서구,가양2동,3977,2177,1129,626,136
강서구,가양3동,3112,2436,1431,721,179
강서구,발산1동,2649,2892,3104,3672,914
강서구,공항동,5543,2663,2166,1807,468
강서구,방화1동,4868,3747,3684,3829,1032
강서구,방화2동,5412,2583,1780,1329,382
강서구,방화3동,4453,2859,2014,1417,366
강서구,화곡1동,11926,6046,4348,2893,713
강서구,우장산동,3967,3184,3770,4483,919
구로구,계,64538,39355,32640,28736,7148
구로구,신도림동,2962,2853,3354,3383,704
구로구,구로1동,1767,1792,1863,1962,413
구로구,구로3동,7670,2192,1629,1314,331
구로구,구로4동,4941,2532,1656,1125,250
구로구,구로5동,6820,2866,2244,1885,452
구로구,고척1동,2885,2155,1992,1951,433
구로구,고척2동,3693,2743,2341,2225,516
구로구,개봉2동,3117,3209,2917,2532,654
구로구,개봉3동,2597,2286,1914,1565,388
구로구,오류1동,5060,2351,1673,1234,330
구로구,오류2동,5426,4547,3818,3741,1107
구로구,수궁동,2778,2479,2142,1791,504
구로구,가리봉동,3883,1023,511,331,91
구로구,구로2동,6178,2913,1870,1375,361
구로구,개봉1동,4761,3414,2716,2322,614
금천구,계,48816,23522,17798,14748,3690
금천구,가산동,9590,1764,1106,783,179
금천구,독산1동,9441,3750,3006,2624,655
금천구,독산2동,3974,2161,1610,1197,271
금천구,독산3동,5624,2782,1928,1489,350
금천구,독산4동,3297,1767,1253,966,265
금천구,시흥1동,6587,3547,2696,2283,554
금천구,시흥2동,2012,2014,1855,1882,477
금천구,시흥3동,1429,1238,993,780,220
금천구,시흥4동,3078,2215,1774,1498,384
금천구,시흥5동,3784,2284,1577,1246,335
영등포구,계,79442,34534,28325,24147,5576
영등포구,여의동,3932,2877,2990,2764,597
영등포구,당산1동,5273,2104,1546,1199,275
영등포구,당산2동,8541,2886,2664,2426,522
영등포구,양평1동,4271,1917,1387,1016,224
영등포구,양평2동,4158,2056,1797,1663,346
영등포구,신길1동,5918,1775,1130,797,217
영등포구,신길3동,2934,1597,1424,1228,313
영등포구,신길4동,1875,954,730,541,142
영등포구,신길5동,1795,939,720,566,150
영등포구,신길6동,3630,1806,1411,1193,287
영등포구,신길7동,1920,1315,1390,1499,338
영등포구,대림1동,2998,1417,948,770,183
영등포구,대림2동,3615,1543,867,598,167
영등포구,대림3동,3994,2423,1977,1635,407
영등포구,영등포본동,4483,1988,1747,1529,354
영등포구,영등포동,12084,2206,1347,1027,224
영등포구,도림동,4388,2065,1435,1049,269
영등포구,문래동,3633,2666,2815,2647,561
동작구,계,76209,37297,31039,27498,6454
동작구,노량진2동,4096,1413,926,597,130
동작구,상도1동,9694,3890,3604,3242,718
동작구,상도2동,5123,2675,2298,2108,469
동작구,상도3동,5028,2577,2076,1577,387
동작구,상도4동,5374,3042,2465,1983,466
동작구,사당1동,7407,2598,1570,1116,260
동작구,사당3동,3467,2450,2222,1973,465
동작구,사당4동,3060,1574,1135,936,210
동작구,사당5동,2249,1231,1067,929,194
동작구,대방동,6844,3218,2860,3200,720
동작구,신대방1동,3515,1926,1785,1987,475
동작구,신대방2동,4105,1726,1476,1453,389
동작구,흑석동,5509,3001,2718,2377,572
동작구,노량진1동,6588,3112,2460,2088,535
동작구,사당2동,4150,2864,2377,1932,464
관악구,계,148296,49133,33337,27183,6662
관악구,보라매동,5732,2664,1898,1492,369
관악구,청림동,1966,1561,1486,1208,261
관악구,행운동,10475,2927,1830,1406,358
관악구,낙성대동,7493,1473,873,669,169
관악구,중앙동,5926,1562,854,670,163
관악구,인헌동,7568,2663,1830,1496,373
관악구,남현동,4625,1884,1375,1085,272
관악구,서원동,8566,2528,1404,935,249
관악구,신원동,5945,2155,1230,857,193
관악구,서림동,9098,2247,1405,1066,278
관악구,신사동,8038,2308,1459,1106,240
관악구,신림동,13469,1966,680,414,90
관악구,난향동,1905,1502,1320,1310,321
관악구,조원동,6278,1796,1006,833,169
관악구,대학동,11667,1801,1159,857,230
관악구,은천동,6604,3494,2663,2409,537
관악구,성현동,3920,3041,2628,2591,635
관악구,청룡동,14014,2514,1350,1101,295
관악구,난곡동,4977,3153,2320,1851,431
관악구,삼성동,4625,2723,1955,1616,449
관악구,미성동,5405,3171,2612,2211,580
서초구,계,57802,34293,34106,35237,8591
서초구,서초1동,3827,1735,1617,1507,404
서초구,서초2동,3640,1484,1398,1335,288
서초구,서초3동,5587,2588,2288,2108,586
서초구,서초4동,2380,1912,2588,3290,654
서초구,잠원동,4692,2607,2906,2964,581
서초구,반포본동,740,836,978,1287,251
서초구,반포1동,6316,2264,2317,2673,629
서초구,반포2동,738,826,1313,1697,471
서초구,반포3동,1288,1370,1849,2018,384
서초구,반포4동,1904,1501,1764,1640,418
서초구,방배본동,2086,1550,1721,1898,483
서초구,방배1동,2881,1692,1402,1220,290
서초구,방배2동,3133,2061,1686,1518,387
서초구,방배3동,2272,1895,1886,1866,447
서초구,방배4동,3402,2000,1803,1924,469
서초구,양재1동,5908,3952,3418,3469,1102
서초구,양재2동,4936,2210,1656,1462,398
서초구,내곡동,2072,1810,1516,1361,349
강남구,계,90342,43268,41077,43077,9885
강남구,신사동,2943,1575,1291,1234,325
강남구,논현1동,9268,2453,1211,858,259
강남구,논현2동,6126,2094,1525,1216,279
강남구,삼성1동,1974,1222,1186,1144,286
강남구,삼성2동,5621,2292,2293,2331,491
강남구,대치1동,573,914,1941,3140,665
강남구,대치4동,5285,1653,1412,1383,320
강남구,역삼1동,16463,3579,1727,1178,332
강남구,역삼2동,6216,2305,2783,3160,639
강남구,도곡1동,2500,1562,1828,2095,431
강남구,도곡2동,2223,2298,3008,3433,700
강남구,개포1동,880,626,509,601,151
강남구,개포4동,2928,1536,1424,1435,352
강남구,일원본동,1491,1479,2008,2595,497
강남구,일원1동,3116,1765,1303,990,289
강남구,일원2동,2163,1746,1547,1472,294
강남구,수서동,3250,2311,1281,747,193
강남구,세곡동,5738,3774,3248,3389,1161
강남구,압구정동,3036,2362,2392,2254,517
강남구,청담동,4663,2425,2391,2268,548
강남구,대치2동,2427,1996,3215,4347,819
강남구,개포2동,1458,1301,1554,1807,337
송파구,계,94289,57966,55523,54770,12103
송파구,풍납1동,2528,1592,1195,1040,207
송파구,풍납2동,3900,2004,2104,1911,400
송파구,거여1동,1801,1267,1050,1014,239
송파구,거여2동,2486,1782,1422,1193,254
송파구,마천1동,3548,2081,1559,1388,431
송파구,마천2동,3086,2093,1642,1357,353
송파구,방이1동,1798,1198,1329,1457,337
송파구,방이2동,7062,2690,1830,1400,334
송파구,오륜동,668,1049,1610,2097,448
송파구,오금동,4223,3541,3559,3374,798
송파구,송파1동,5801,2653,1940,1524,385
송파구,송파2동,1528,1501,1755,1934,452
송파구,석촌동,8257,3478,2473,1908,440
송파구,삼전동,8185,3238,2398,1925,439
송파구,가락본동,4425,2436,2271,2054,500
송파구,가락1동,1684,2351,2394,2377,431
송파구,가락2동,2823,2484,2933,3199,630
송파구,문정1동,2768,1834,1746,1684,399
송파구,문정2동,8388,2755,1960,1800,365
송파구,장지동,3708,3152,2969,2730,650
송파구,위례동,1050,1740,2335,2903,780
송파구,잠실본동,7907,2911,2054,1610,378
송파구,잠실4동,1381,1553,2239,2372,444
송파구,잠실6동,952,1340,1584,1556,389
송파구,잠실7동,504,799,901,995,212
송파구,잠실2동,1862,1878,3061,4330,697
송파구,잠실3동,1966,2566,3210,3638,711
강동구,계,62524,38257,34433,32260,7689
강동구,강일동,2202,2569,2237,2877,1066
강동구,상일동,1164,880,930,921,224
강동구,명일1동,1954,1676,1945,2016,451
강동구,명일2동,1127,1064,1343,1946,423
강동구,고덕1동,1573,1617,2281,2914,599
강동구,고덕2동,1460,766,558,417,114
강동구,암사2동,1820,1332,1288,1182,213
강동구,암사3동,1039,1331,1638,1811,407
강동구,천호1동,5089,2959,2398,1829,446
강동구,천호3동,6494,2938,2193,1571,372
강동구,성내1동,2359,1844,1800,1637,398
강동구,성내2동,6108,2742,1954,1291,317
강동구,성내3동,3742,2230,1972,1771,392
강동구,둔촌1동,115,21,13,14,2
강동구,둔촌2동,3527,2423,2313,2301,489
강동구,암사1동,6116,3697,3097,2569,551
강동구,천호2동,8529,3846,2725,1980,437
강동구,길동,8106,4322,3748,3213,788
