이름,코드,임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,90-99세주거,1인가구,2인가구,3인가구,4인가구,편의점수,지하철역수,직장인구,거주인구,폐업률,매출
대치4동,11680630,178629,829,2652,3553,3627,4246,3154,1527,966,266,31,5285,1653,1412,1383,61,0,36677.21285,21426.22893,8.2,65255135
역삼1동,11680640,157738,1248,1525,8140,10600,6017,4300,2974,1677,515,85,16463,3579,1727,1178,200,2,182347.0541,35713.26579,2.5,66624506
역삼2동,11680650,152412,3145,5325,4806,5695,8559,4621,2547,1680,501,93,6216,2305,2783,3160,54,0,64570.59718,37131.48464,0,78340835
도곡1동,11680655,183753,1859,2380,3302,3505,3913,3526,2494,1199,416,87,2500,1562,1828,2095,29,1,61900.32825,21732.53662,0,58673309
도곡2동,11680656,180024,2948,4826,4250,3980,6695,5432,3477,1944,666,135,2223,2298,3008,3433,25,2,199479.8426,33694.32683,0,38399238
개포1동,11680660,132795,385,654,898,759,996,1233,1213,672,201,55,880,626,509,601,2,0,19015.84457,11529.57933,0,0
개포2동,11680670,168681,1305,2166,2500,2291,2976,3246,2378,968,293,56,1458,1301,1554,1807,11,3,9748.607192,11634.91757,9.1,22336448
개포4동,11680690,86258,1227,1752,2764,2936,3150,3180,2177,987,301,70,2928,1536,1424,1435,32,0,9788.613013,17808.06161,3.1,33291550
세곡동,11680700,155771,5222,4484,5459,7675,7685,6063,4558,2591,1197,239,5738,3774,3248,3389,22,0,1780.225451,48222.53123,9.1,23094627
일원본동,11680720,142033,2374,3502,2756,3239,4690,3714,2721,969,420,96,1491,1479,2008,2595,10,1,41984.23889,27072.2779,10,2.50E+08
일원1동,11680730,120060,855,1345,2504,2483,2295,2760,2504,1317,482,103,3116,1765,1303,990,12,0,2528.357781,16630.86778,8.3,62769486
일원2동,11680740,218536,1284,1902,2047,2771,3127,2696,2482,1324,388,63,2163,1746,1547,1472,7,1,8314.885081,18347.38786,0,62103062
수서동,11680750,132788,763,730,1864,2671,1801,2548,3284,1717,661,143,3250,2311,1281,747,20,1,18145.73951,14096.19551,0,97188214
풍납1동,11710510,90189,874,1073,1996,2413,2365,2959,2418,1250,424,45,2528,1592,1195,1040,8,0,1295.363442,11287.64703,0,56826598
풍납2동,11710520,107433,1983,2160,3806,4144,4044,3705,2994,1451,503,84,3900,2004,2104,1911,18,0,4442.598171,19538.36542,0,69056777
거여1동,11710531,97150,748,1187,1865,1713,2170,2440,1796,999,314,42,1801,1267,1050,1014,12,1,4524.533141,12309.31844,0,25314958
거여2동,11710532,136240,1172,1547,1926,2366,2899,2985,2310,1380,487,76,2486,1782,1422,1193,11,0,3082.035738,17620.3911,0,42475238
마천1동,11710540,72130,1260,1771,2616,2580,3252,3834,3105,1824,652,93,3548,2081,1559,1388,10,1,1203.200291,21410.52974,20,34498090
마천2동,11710550,97886,1101,1622,2600,2486,3097,4035,3010,1731,610,117,3086,2093,1642,1357,10,0,2558.255294,21776.06681,10,40603952
방이1동,11710561,110210,1139,1839,2566,2355,2833,2767,1806,817,335,49,1798,1198,1329,1457,22,1,8381.90416,14163.14987,4.5,45251346
방이2동,11710562,135306,1441,1469,4763,5838,3800,3947,3025,1418,441,68,7062,2690,1830,1400,38,0,21616.69686,26263.20805,5.3,80389375
오륜동,11710566,333684,1412,2968,2375,1875,3523,3172,2322,908,338,75,668,1049,1610,2097,16,1,27212.1574,19392.83795,0,57436896
오금동,11710570,103822,3127,3632,6038,6123,6142,7351,5306,2299,930,188,4223,3541,3559,3374,40,1,26473.3953,39727.16753,0,23423344
송파1동,11710580,109775,1543,1591,4826,5851,3682,3950,2995,1379,430,63,5801,2653,1940,1524,24,0,15648.27799,28997.26707,4.2,52780885
송파2동,11710590,129176,1709,2078,3021,3148,3172,3506,2647,1061,402,78,1528,1501,1755,1934,13,0,11310.54879,17537.89213,0,36294310
석촌동,11710600,128332,1972,2188,5733,7453,5302,5225,3757,1877,584,80,8257,3478,2473,1908,45,1,10844.55812,34270.97781,0,43040427
삼전동,11710610,143652,1932,2314,5433,7259,5454,4853,3440,1595,505,105,8185,3238,2398,1925,36,0,6876.809309,31546.78836,2.8,52432216
가락본동,11710620,127851,1777,2131,4460,5092,4128,5049,3306,1408,534,74,4425,2436,2271,2054,43,0,32092.77454,31195.18251,4.7,53983828
가락1동,11710631,102804,2975,2212,3656,5300,3901,3872,2820,1013,265,44,1684,2351,2394,2377,6,2,5737.849007,863.8365246,0,1.84E+08
가락2동,11710632,121732,2825,3812,4919,5141,5809,5502,3769,1529,591,92,2823,2484,2933,3199,19,2,9268.470768,34712.05718,0,49211057
문정1동,11710641,108140,1462,1710,3447,3785,3030,3663,2716,1106,362,68,2768,1834,1746,1684,15,1,30109.03146,20141.87824,6.7,75540988
문정2동,11710642,231907,1780,1641,5511,7954,4240,3584,3049,1469,590,99,8388,2755,1960,1800,64,0,37349.26085,27347.38032,4.7,37666415
장지동,11710646,119764,2901,3392,4811,5521,5502,5793,3957,1769,664,148,3708,3152,2969,2730,25,1,7756.7918,36477.85719,4,27723276
위례동,11710647,215981,4953,3352,2877,5399,5449,3300,1936,822,251,68,1050,1740,2335,2903,14,1,1426.982901,27992.16253,7.1,14681029
잠실본동,11710650,167542,1514,2034,5205,6436,4730,4425,3263,1505,481,70,7907,2911,2054,1610,55,0,8205.632828,23911.17104,9.1,56952574
잠실2동,11710670,543268,4519,6006,3270,4861,8963,4473,2730,1463,422,79,1862,1878,3061,4330,23,0,5873.034461,27878.78704,0,1.11E+08
잠실3동,11710680,128940,3510,4046,4334,5091,6341,5356,4611,2195,640,127,1966,2566,3210,3638,17,1,19745.37576,35929.36419,0,20792533
잠실4동,11710690,448214,3360,2375,2291,3986,4554,3117,2576,1154,348,78,1381,1553,2239,2372,6,1,17933.94325,55904.48131,33.3,47024290
잠실6동,11710710,212606,1514,1723,2216,2656,2703,2749,2330,1044,437,90,952,1340,1584,1556,30,2,117166.6331,32729.34291,0,55584780
잠실7동,11710720,142495,659,1137,1335,1146,1533,1684,1452,858,390,61,504,799,901,995,2,1,6233.703894,9121.669668,0,80829767
강일동,11740515,175627,3008,4497,3983,3621,5737,5059,3612,1978,883,146,2202,2569,2237,2877,21,0,1225.972458,24566.08123,4.8,12591717
상일동,11740520,80301,657,1296,1472,1389,1659,2135,1561,660,229,49,1164,880,930,921,11,1,4528.274863,16355.04602,0,44173407
명일1동,11740530,126290,1657,2510,2938,3072,3746,3680,2942,1284,459,107,1954,1676,1945,2016,18,2,2493.098349,21553.29978,5.6,57476246
명일2동,11740540,117438,1201,2675,2420,1913,3177,3045,2279,858,314,83,1127,1064,1343,1946,18,0,2125.488357,19061.98626,5.6,29002557
고덕1동,11740550,184567,3375,3455,2833,4367,5381,3777,2624,1024,436,108,1573,1617,2281,2914,8,1,1776.671658,24481.41028,0,43661778
고덕2동,11740560,81687,313,560,942,832,1060,1514,1207,624,245,49,1460,766,558,417,6,0,1716.943531,6388.665914,0,41491029
암사1동,11740570,102735,2542,3008,5114,5844,6012,6406,4872,2527,833,134,6116,3697,3097,2569,32,1,5924.94779,51601.8885,3.1,40598638
암사2동,11740580,116545,1356,1044,1926,2707,2374,2191,1731,957,288,43,1820,1332,1288,1182,10,0,1224.028167,7415.844053,0,43316667
암사3동,11740590,95057,2144,2088,2100,2806,3395,2797,2262,986,295,67,1039,1331,1638,1811,7,0,4375.037285,25655.36022,0,75578443
천호1동,11740600,90920,1690,2092,4076,4469,4289,5101,4220,2155,671,117,5089,2959,2398,1829,23,0,3356.104133,30739.36894,0,36530692
천호2동,11740610,104572,2068,2141,4989,6503,5459,6543,4847,2641,844,145,8529,3846,2725,1980,48,0,4313.255226,30165.30815,6.3,44631042
천호3동,11740620,112109,1691,1539,4195,5093,4155,4896,4012,2029,657,90,6494,2938,2193,1571,29,0,5361.928176,38762.64817,3.4,33548246
성내1동,11740640,106415,1695,1932,2753,3464,3496,3159,2516,1235,409,69,2359,1844,1800,1637,23,1,12629.97068,18394.40979,8.7,32657224
성내2동,11740650,117569,1318,1382,3968,4661,3848,4414,3451,1829,578,93,6108,2742,1954,1291,26,2,9276.11778,26787.90072,3.8,62775537
성내3동,11740660,111788,1482,2070,3630,3833,3773,4127,3017,1561,465,71,3742,2230,1972,1771,31,1,5153.799303,26357.37017,9.7,50129366
길동,11740685,106628,2920,3397,6998,7633,7118,7929,6573,3072,1003,172,8106,4322,3748,3213,62,1,13199.28103,64610.31007,4.8,43496128
둔촌1동,11740690,109765,8,7,25,32,53,40,60,37,11,8,115,21,13,14,4,0,1543.140736,318.8815741,0,0
둔촌2동,11740700,94649,2053,2529,4059,4136,4231,4805,3786,1636,601,115,3527,2423,2313,2301,22,0,5278.577086,17465.16491,4.5,44515671
