NM,CD,GUBUN,2020년2분기1층,2020년1분기1층,2019년4분기1층,2019년3분기1층,2019년2분기1층,2019년1분기1층,2018년4분기1층,2018년3분기1층,20202분기1층외,20201분기1층외,2019년4분기1층외,2019년3분기1층외,2019년2분기1층외,2019년1분기1층외,2018년4분기1층외,2018년3분기1층외,20202분기전체,20201분기전체,2019년4분기전체,2019년3분기전체,2019년2분기전체,2019년1분기전체,2018년4분기전체,2018년3분기전체
11560560,당산2동,dong,158043,142867,159634,139029,135625,145663,139468,148624,76415,70817,75098,69508,76208,77300,71443,72198,107026,101277,105645,95330,105034,111795,105799,112422
11560585,도림동,dong,99885,93745,82382,78083,81208,91062,92358,95069,73096,46241,48685,49200,43855,42723,40439,38864,89632,77911,69477,67580,68084,72263,74034,73749
11560605,문래동,dong,106184,99035,95251,99272,98580,107414,115291,111183,86045,75114,70017,78976,76348,73047,78609,64700,97338,88600,84204,90362,89251,92766,98796,92461
11560610,양평1동,dong,94279,92632,98007,95644,91690,82771,79667,76125,86038,53278,59719,55799,72538,71577,74751,78429,91101,78133,84029,81360,83482,78066,77549,77025
11560620,양평2동,dong,114266,106151,99492,103523,105773,105215,112074,102507,66733,68628,76522,81029,76569,82361,68103,66304,91592,84352,86758,91473,90571,95094,88670,83199
11560630,신길1동,dong,129279,119431,117418,106051,88591,73102,84113,85962,74372,82124,52253,64454,42673,54506,50632,46342,113592,107493,93848,94809,75676,68453,75947,72181
11560650,신길3동,dong,89922,91988,102953,114382,123715,124499,117099,113770,46269,32470,58640,61355,63813,67006,46006,41467,77378,81407,91617,98862,103748,106533,95771,91911
11560660,신길4동,dong,52660,73989,68973,77096,70967,64238,89277,84859,58789, ,36576,35134,23781,24684,24769, ,54703, ,54799,58446,51663,45403,66238, 
11560670,신길5동,dong,99342,85181,76961,81190,76080,70750,77557,64386,51505, ,43783,38626,34543,36545, , ,87105, ,68114,72384,66388,58852, , 
11560680,신길6동,dong,102609,104042,102000,99439,96695,113734,133055,135817,62472,79568,88209,61740,61025,47213,47140,44869,90825,98394,98552,87898,83220,79620,80397,87312
11560690,신길7동,dong,117875,122067,102424,96103,106559,95133,111099,111953,100833,119116,95720,162795,155386,145665,191745,97597,112298,120932,99743,126884,132850,116043,143357,107167
11560700,대림1동,dong,108577,103900,109978,106990,112057,105249,92296,91275,62224,63706,57216,54808,47617,43020,31587,36179,91603,91618,93139,88436,90120,84506,70615,71598
11560710,대림2동,dong,149784,166807,109612,125304,126878,129656,136706,120684,80329,72568,65988,70756,75924,73286,90432,82864,122915,126017,92327,105101,106896,109692,119488,106750
11560720,대림3동,dong,95373,106735,96802,90307,97682,85729,87854,89118,54383,45332,44281,42055,42107,41050,41794,40345,75629,79377,73520,68516,76357,69383,68888,69108
11590,동작구,gu,139489,132622,132862,132392,130395,126598,125438,127443,77812,77631,76679,77071,76142,77679,74873,78093,114405,111082,110986,111730,110114,107454,105614,107769
11590510,노량진1동,dong,173989,192574,183717,163028,141025,131950,137558,145374,89331,82842,94613,98454,116270,125836,100448,99976,141091,145159,145800,135584,129917,129504,123091,126907
11590520,노량진2동,dong,149362,122706,139108,140995,164676,163280,163144,151707,118485,93666,97049,83591,74003,84450,79610,97251,137312,106510,118078,116709,131430,139631,135835,131809
11590530,상도1동,dong,117707,119218,127364,145612,148106,132872,127761,110881,70142,78749,72021,74402,78431,78039,76293,79393,97461,103536,104246,113619,117020,105090,104564,95864
11590540,상도2동,dong,132651,138636,131626,138059,146064,123800,116592,126265,79559,94542,90134,79235,70000,63029,64198,65772,107779,116589,112710,115232,119985,103543,100646,105791
11590550,상도3동,dong,157731,182526,181510,139816,134293,149328,156815,158251,56433,56937,54004,59153,65233,84085,80287,78976,125449,149352,140816,113655,119133,134500,137192,137389
11590560,상도4동,dong,112427,97402,91103,92183,88902,70906,72922,75909,68700,53948,44956,45193,42825,43264,54378,50209,101495,87956,83224,83749,79202,64687,67910,68056
11590605,흑석동,dong,135996,128533,126715,133685,117570,110658,103186,126143,88106,76452,70370,74656,72450,92612,103717,99423,118805,104663,103892,110730,99796,103439,103436,113260
11590620,사당1동,dong,120344,118625,120628,116876,117786,120945,110025,110956,69523,75054,69221,71426,76487,76720,71652,72051,98564,106026,105799,104567,107461,107585,99339,100224
11590630,사당2동,dong,182644,144351,153074,164087,152933,155922,162033,173675,82601,108042,101364,101011,97860,84545,79438,78108,139204,128524,127937,134651,127899,124092,128549,135448
11590640,사당3동,dong,125161,129235,127787,136607,135543,142486,138555,122728,97366,80557,72395,76531,57080,59256,71259,70707,113555,107816,106246,113599,102154,100871,100948,95092
11590650,사당4동,dong,175360,115594,105017,108270,102743,120111,123125,124297,49914,49152,62983,62983,62235,74959,58743,58743,136158,97706,92224,95589,90983,108823,105791,103439
11590651,사당5동,dong,86960,90373,79669,77300,69552,63724,64506,77466,64139,57956,53945,53874,57383,58192,59515,55798,77723,81532,70408,69191,63826,60862,62011,67932
11590660,대방동,dong,112480,109425,111946,119862,120680,106675,104953,115053,54342,55187,64907,68760,67025,65113,59340,51029,87563,86359,93653,101347,97578,86987,82459,84565
11590670,신대방1동,dong,118103,132295,120545,119670,121534,105896,123283,119218,64055,44631,51124,59606,61850,85681,106110,165892,97747,105730,90284,92368,95007,94525,115726,138791
11590680,신대방2동,dong,160773,132805,143713,149860,148477,149890,145575,133167,78670,68907,60388,60908,60494,53673,51026,51355,114540,106974,113104,118830,117952,106900,95937,90402
11620,관악구,gu,124519,124404,123159,123357,129783,128760,127935,131220,73453,71939,74094,76866,74349,69761,62351,61298,104060,104626,104856,106014,107251,104635,102167,103686
11620525,보라매동,dong,103544,99420,101211,112021,110564,94701,97304,89968,70070,64945,65385,61721,64083,47868,51885,46387,90155,85954,88368,94874,91750,74927,78380,69630
11620545,청림동,dong,75670,80453,82661,105290, ,68197,80961,72435,48426,45653,219977,192494,220768,193862, ,89996,62048,68853,139876,145538, ,136742, ,82013
11620565,성현동,dong,111480,132174,126406,81406,84944,106042,113171,114935,58206,67046,58569,61759,59204,51600,54117,58387,84036,103681,91231,71921,71431,74932,80536,83685
11620575,행운동,dong,113750,105537,105926,108261,116881,120783,112405,114162,69737,71513,79906,78889,71513,70770,52751,56156,95964,93592,95664,95470,98733,102693,89274,90159
11620585,낙성대동,dong,137546,151355,146171,141693,158253,149784,138625,141453,79846,65187,59522,63026,70181,71406,64075,84141,112459,116376,115460,114566,131963,119926,109062,117800
11620595,청룡동,dong,130694,143819,150945,155787,145424,129984,141581,156687,83086,64176,63786,68436,68190,67980,69036,62099,109079,109307,111433,123342,116907,110016,120678,131877
11620605,은천동,dong,138511,124978,136851,141263,125185,137035,132558,142731,73335,50385,57980,55473,51923,52445,46866,47301,112763,97774,105505,106709,92166,98585,100099,102294
11620615,중앙동,dong,115033,125894,127136,126228,146400,133102,140316,144824,68642,73219,76285,79902,86639,66216,55484,48524,95480,107203,107159,108212,124447,100945,107422,102693
11620625,인헌동,dong,139326,128995,121273,118310,120228,112463,128690,141486,52192,52502,45521,50697,61166,57478,62871,62447,108534,100020,91814,97181,98224,91978,109704,116194
11620630,남현동,dong,158590,126785,126542,129093,212269,211304,193908,177601,90447,93436,81281,88266,95779,110888,107950,101012,121421,110110,102580,107109,149544,161096,153191,145689
11620645,서원동,dong,155004,171781,188047,180367,173563,145725,135507,180658,98474,111801,100946,120148,112738,101571,103110,70211,123774,141402,145166,148824,136215,118553,116333,119062
11620655,신원동,dong,125867,134091,130258,157448,164874,172616,170813,129154,59995,70931,55494,51336,52234,38734,47811,52187,113806,124374,118364,139763,140148,147287,138012,111195
11620665,서림동,dong,97431,92786,99301,102231,103531,103357,72990,81086,133895,127640,52720,52620,56030,51775,52735,50898,107659,101878,87385,91206,79781,77566,61175,63979
11620685,신사동,dong,132995,119641,107389,93175,99350,98919,114061,114278,50443,44068,47174,44475,47966,53072,58173,58839,111237,101692,93929,82423,84475,86821,96319,96395
11620695,신림동,dong,161686,157747,154341,153055,197512,231615,222255,200677,91055,99161,93506,95102,96898,81995,83620,97820,130595,130350,125713,126087,154224,169629,168933,162634
11620715,난향동,dong,105507,104132,85423,89754,78648,73872,88964,140174,66676,62129,61413,59752,60178,59020,62452,61700,77355,75393,74218,78504,68870,66009,74824,98321
11620725,조원동,dong,102115,97006,95408,94455,96721,90320,83952,87626,51298,48813,56674,52648,54562,54219,49719,46165,82526,78579,79140,78140,78415,73272,70439,71881
11620735,대학동,dong,115241,119927,113720,116033,125414,123159,118533,120649,68405,72332,117188,107228,97809,90175,70064,57147,100299,104431,114683,112888,115221,111518,98414,102175
11620745,삼성동,dong,74483,71317,81439,77208,78878,85642,83725,89588,51998,35377,27218,32763,32036,31962,33817,32539,65560,58876,69652,64510,63888,68388,63762,67175
11620765,미성동,dong,105343,99183,97488,92399,100013,91715,92512,90372,62147,59065,86720,94903,86759,96442,42261,46486,90723,86801,93846,93306,94491,93452,76126,73915
11620775,난곡동,dong,128676,150931,137578,150293,109023,144447,140435,145485,56815,57484,74542,45037,52036,61892,58922,67382,107540,124973,121819,112018,85279,110979,111000,121621
11650,서초구,gu,138477,141554,137769,136422,136653,132698,133163,135962,105792,101477,98451,94125,93880,93313,94766,94939,118891,119284,115950,113043,112694,110309,111183,112216
11650510,서초1동,dong,128043,159102,150150,141115,132931,127502,117256,115439,86738,88882,80913,83742,78126,77065,74019,74347,104193,116385,111354,110415,104377,100979,93598,94295
11650520,서초2동,dong,191125,140171,158897,150677,159087,172180,171955,165685,145034,148782,140671,141575,135720,131397,134636,126076,156557,146964,145067,143942,141328,141898,144329,137831
11650530,서초3동,dong,142860,138810,124952,122027,121117,120632,117421,116757,94311,92229,95025,79181,89318,107961,108202,110861,113138,113620,108758,99074,104263,113148,111761,113128
11650531,서초4동,dong,174247,198020,159064,142049,139766,136270,144590,128181,117430,119359,118140,113779,106388,95947,92701,95933,134647,142958,130626,122433,116560,109388,107182,104309
11650540,잠원동,dong,132407,136538,141502,146440,155668,163660,144225,138496,112162,104664,107683,86918,86202,84941,78204,86913,119293,117714,119422,106366,108508,109102,101545,104733
11650550,반포본동,dong,117101,119234,126957,131213,143968,152543,153790,180246,76069,77517,75183,64711,89202,91067,100342,98678,104117,109121,112837,113712,128320,132051,134354,148202
11650560,반포1동,dong,155522,161517,169843,174748,172872,175297,177437,175193,125990,126643,118886,122277,115066,100389,97013,97616,139446,144267,143844,147977,141105,133859,133778,130280
11650570,반포2동,dong,295833,450540, , , , ,288230,300585,165749,169613,201265,208604,206065,173812,159601,139570,207562,263255, , , , ,227699,229023
11650580,반포3동,dong,224457,195925,227995,234070,227111,254147,223138,211105,119820,91641,80771,88668,81681,71479,69694,75124,155945,136831,146634,156825,160291,151396,131072,134246
11650581,반포4동,dong,182582,223274,226981,223591,224702,187971,221882,263822,142400,119213,107331,111551,121699,111262,120151,124037,150249,160644,150063,150765,155391,132740,147141,157639
11650590,방배본동,dong,122414,113316,121614,123124,129364,127973,113685,118877,64321,57930,55945,57961,53766,67719,67370,80444,94879,90397,100833,97837,95442,100225,91092,100598
11650600,방배1동,dong,133015,146013,139656,139502,121183,114767,125296,125331,81979,85041,85630,67825,74197,82489,79539,83235,108353,113055,110392,97520,92991,96639,100440,102758
11650610,방배2동,dong,124352,121072,116320,117846,138448,131152,133767,147506,107044,102074,104608,85402,98142,87521,97085,95476,115645,113249,111301,104293,123748,115465,119373,126431
11650620,방배3동,dong,114923,183670,184208,162377,134998,101310,94769,97248,60380,59366,54086,57026,52108,55588,54486,54486,81686,109864,106838,115899,100461,81307,78655,78474
11650621,방배4동,dong,121448,129396,118248,117420,115970,106098,112391,109714,80686,79390,69011,74462,78754,93629,111743,100066,103709,108867,101475,105457,102555,101439,112125,105405
11650651,양재1동,dong,136925,128771,129547,123982,120974,121105,140640,141496,88071,76970,76174,77996,73069,72486,74027,71673,110471,102086,102468,98069,93985,94056,102646,103899
11650652,양재2동,dong,93580,96567,88759,94934,91743,89501,89111,84638,66706,74728,68919,70198,64452,60469,60591,61972,78941,84587,77148,80340,75656,73016,74050,71356
11650660,내곡동,dong,154196,101799,102514,101961,87352,118475,118052,132540,83515,122971,145245,134681,206153,190797,184042,176830,122321,108856,113541,109859,134872,151020,151047,153520
11680,강남구,gu,171681,172542,167658,165285,164009,158842,158981,157204,115950,119247,115972,113096,111717,107966,106909,108414,136221,140179,136705,133641,132143,128090,126772,127378
11680510,신사동,dong,173290,170703,172531,175662,189594,198673,195102,193837,100295,94296,90962,94989,89882,93382,90028,87351,126921,124515,121206,126682,126723,131391,128806,125137
11680521,논현1동,dong,159334,147847,149328,154995,164930,170462,174924,163461,102981,108812,100935,98618,103295,105763,105264,111370,125342,124378,122017,121645,128039,132186,133128,133021
11680531,논현2동,dong,140442,146640,143721,143319,139437,140241,130525,126562,108497,109871,109888,95501,97866,88742,86938,89382,119721,123315,123117,113709,114494,110137,102864,103589
11680545,압구정동,dong,203676,207464,214182,208071,197817,172471,167729,175139,99003,83906,87383,91085,96514,103233,99393,99589,136651,136505,138878,140197,140894,133164,127178,129082
11680565,청담동,dong,167299,185754,183805,184141,168623,162111,165953,159269,121358,120140,112646,112359,104529,98288,101485,100934,134743,143535,138239,138187,128413,122111,125252,121490
11680580,삼성1동,dong,181339,204428,197134,191935,173572,156457,148336,156192,174076,206425,181207,187186,147450,124567,134585,141902,176361,205798,186207,188678,155487,135669,139025,146465
11680590,삼성2동,dong,172438,163184,153221,152907,155942,165960,177338,178491,121373,124682,134113,151577,147976,143466,144392,131233,140609,139120,142001,152148,151371,152972,157651,150431
11680600,대치1동,dong,278364,278870,319381,332236,279105,248460,220270,219765,122313,121091,137386,138123,139097,113493,92396,98904,191815,201318,221643,215768,202737,172174,147199,152620
11680610,대치2동,dong,177188,183017,171704,152848,157488,142529,151248,158601,127608,154878,154448,149971,139830,118238,114551,108269,148584,167492,161872,151013,145933,126469,124431,123442
11680630,대치4동,dong,201765,190759,177530,180735,178629,172414,179599,170436,109483,107437,107891,97433,91253,95516,97834,112676,144136,141493,137898,134257,130896,132541,134438,137900
11680640,역삼1동,dong,169188,169894,164674,157874,157738,147116,153527,153507,131139,139598,136007,127699,132448,124753,122699,128859,142853,149844,146109,137924,140577,132271,133337,137774
11680650,역삼2동,dong,193215,196889,183824,156619,152412,158306,140014,155644,122500,120011,121219,136638,127816,121646,115799,96197,148290,150497,146409,144872,137836,135815,125560,121527
11680655,도곡1동,dong,177980,168905,148483,162810,183753,224268,229969,213951,103073,112759,120190,93231,113442,102737,99620,110732,132666,138280,133647,126591,145496,155121,153932,147596
11680656,도곡2동,dong,191104,168648,173022,182823,180024,159027,166071,159808,114294,102881,91894,98352,108641,99006,103094,119307,141097,127766,127167,133549,144332,127251,127316,135984
11680660,개포1동,dong, , , , ,132795,111381,94325,84268,81064, , , , , , , , , , , , , , , 
11680670,개포2동,dong,157113,172021,176634,174883,168681,141403,128904,115077,86983,82217,66718,67406,64212,63785,75504,76276,129354,135137,132667,129504,116447,94075,97858,92518
11680690,개포4동,dong,88367,79235,83016,82942,86258,88680,82930,84432,54691,50935,50076,48837,51975,51814,50154,51249,70258,64960,65679,64063,67343,70068,67724,70210
11680700,세곡동,dong,146949,149157,138819,147138,155771,187705,198680,201193,101813,116211,99288,94289,96101,119658,116922,110358,118921,132458,117493,116309,116585,144608,148234,147365
11680720,일원본동,dong,199699,206664,185721,157231,142033,102413, ,143663,106170,110407,123613,109293,105622,126120,123449,121341,163101,174578,154667,133262,121805,117653, ,129926
11680730,일원1동,dong,131773,138772,130170,130373,120060,96543,86219,101517,50388,44190,45129,45848,42772,49453,43667,43011,103465,105493,100846,99944,92105,79419,69671,82439
11680740,일원2동,dong,156133,161289,183239,159509,218536,192949,187114,187114,104973,83628,85742,80321,68220,81010,81419,81811,115205,100270,116941,97536,107776,122251,123697,131365
11680750,수서동,dong,184392,239326,155480,134597,132788,110377,100313,133860,106389,103544,95234,87529,92259,111692,112951,117445,125890,136014,107283,99009,100791,111406,110940,119736
11710,송파구,gu,148293,137815,142005,141289,142495,138523,132772,129925,100859,95968,88897,89809,91526,89479,83973,82391,122981,115768,114822,115344,117495,115388,109899,107219
11710510,풍납1동,dong,87904,89995,89308,86261,90189,74346,90625,103106,46546,47372,35346, ,34300,40874,40874,46484,73842,78155,74918, ,77292,66622,75700,85090
11710520,풍납2동,dong,113474,102056,102181,108950,107433,93689,88148,91927,54237,52832,78985,74416,75160,93290,54956,55445,90072,85110,94932,94241,95425,93540,72026,77137
11710531,거여1동,dong,97746,96773,90114,85552,97150,99695,95131,82906,69563,83753,44021,44944,42243,42519,34911,34673,83042,90546,70360,71143,80678,84102,79421,69920
11710532,거여2동,dong,111590,126896,130103,137904,136240,138535,134518,141026,45545,44897,44730,47823,39474,44327,51058,51910,75654,83846,86263,90048,94308,99282,96365,105920
11710540,마천1동,dong,99137,85543,88570,88253,72130,66512,62918,67557,40304,31335,35109,36508,38647, , , ,86289,70679,78483,76312,64890, , , 
11710550,마천2동,dong,125973,104499,108240,103686,97886,101046,89876,95541,30651,35855,40120,44021,46262,40887,41314,41799,102994,82322,88328,87414,86414,91791,80400,79811
11710561,방이1동,dong,129212,134140,124867,112063,110210,99870,101024,96743,53854,52016,59778,74027,73893,76487,73490,48888,94207,92185,93419,92094,93295,90591,90207,74730
11710562,방이2동,dong,144311,142644,149057,145312,135306,132631,131025,123243,75787,73532,60631,65941,68803,70987,65978,62408,106459,105194,100090,102758,102264,102438,98030,91665
11710566,오륜동,dong,345767,338165,305221,354303,333684,384912,416283,373532,213999,172552,164859,148458,146744,125979,142283,139348,307201,271920,263113,298163,268662,317364,324950,277103
11710570,오금동,dong,104174,96984,95071,106564,103822,96411,91871,85555,47608,46626,55698,56660,59552,58849,66994,69505,76568,72580,73953,80925,83938,80365,81446,79198
11710580,송파1동,dong,123838,121000,119400,111063,109775,107571,105646,104352,94306,104761,56285,55647,65234,69985,69938,72861,110737,114432,94236,88339,91001,91150,89776,90753
11710590,송파2동,dong,108827,106126,109080,125771,129176,145764,146990,126727,52590,52240,47280,51823,69614,79790,89240,75488,77818,77045,78742,91376,103213,117006,124532,103954
11710600,석촌동,dong,147191,132432,123956,127574,128332,125558,116687,112119,73973,67942,66560,61694,69737,70616,72183,68352,113347,103589,96870,98340,103273,102759,99327,97016
11710610,삼전동,dong,142871,143300,146322,147612,143652,141463,128047,122256,61009,58912,74825,76852,75604,81247,64698,65221,109040,112492,118577,121724,116539,117964,105657,104219
11710620,가락본동,dong,143558,118982,128187,127764,127851,120565,113098,107499,75124,67008,76176,84380,91817,94721,92102,92604,110971,95770,101051,107015,109307,107484,102667,99114
11710631,가락1동,dong,169185,128269,123666,105137,102804,99420,62454,59381,186535,168159,127503,119542,108193,114285,97291,130043,175536,143427,124804,108802,104021,102034,67776,73876
11710632,가락2동,dong,115464,111134,113703,112957,121732,111792,116081,107394,64031,41758,48509,52543,60206,69380,66873,61671,90482,78923,88385,90000,98169,94646,95154,86763
11710641,문정1동,dong,102419,91609,97046,97638,108140,103438,99401,103933,74845,72382,45094,46507,54156,50726,51399,48948,91845,83876,77873,77326,85451,78679,76620,79386
11710642,문정2동,dong,207509,200885,216640,222987,231907,225388,223237,218909,112187,97794,101152,100138,100922,99624,95048,84207,128851,116720,124538,125338,128310,126604,124137,112204
11710646,장지동,dong,127557,107030,121770,115585,119764,111685,93319,97364,57810,55813,49428,45363,45633,39501,47117,49717,103093,84267,83876,80943,82698,80300,75240,75373
11710647,위례동,dong,206886,188186,195466,191620,215981,231610,244000,250808,87738,89619,97768,106115,114802,128707,122361,126318,138082,134960,146617,152940,176634,194859,195344,207880
11710650,잠실본동,dong,166724,170599,176299,171225,167542,145763,139517,139723,76621,73435,71391,73144,74210,75829,75006,78056,123037,126152,128941,127705,128005,119122,112708,113633
11710670,잠실2동,dong,451144,482662,507082,482162,543268,511634,437664,443647,196398,203023,209985,228481,233552,206419,188507,199070,256480,280165,287231,317612,355809,310834,302407,282584
11710680,잠실3동,dong,252070,226011,235653,153105,128940,183093,211074,257847,255137,269215,282508,294247,279521,199416,170015,167334,254660,262962,272964,263564,245640,195445,181420,198367
11710690,잠실4동,dong,336928,328082,372707,372707,448214,433531,380165,364791,198003,170772,150433,153902,141908,116640,137842,130716,233625,223208,237755,250176,275084,235474,268324,255556
11710710,잠실6동,dong,199164,215616,231507,205876,212606,262823,241983,268390,145946,184185,139410,148193,139007,117759,105513,104525,160288,192226,165888,165214,155626,161279,151003,150522
11710720,잠실7동,dong,168896,159333,133090, , ,118629,137523,139339,47313, , , , , , , ,121614, , , , , , , 
11740,강동구,gu,125177,115081,112603,110884,109765,109830,109713,108019,75944,62930,61283,60584,60847,62378,61685,61217,104536,94621,92262,90913,89901,90306,90221,89353
11740515,강일동,dong,217976,210161,203319,190174,175627,221970,263091,261444,84612,86877,87884,74318,71732,69176,65436,82739,120301,134294,131859,112937,107353,115477,139557,163445
11740520,상일동,dong,124857,82551,77968,82116,80301,77462,75551,70032,41278,48965,41822,69034,68175,73452,77893,61132,98324,74155,67640,78268,74996,75537,76609,66077
11740530,명일1동,dong,115613,112232,124355,131127,126290,119494,115472,107864,64269,61200,64727,57721,52379,45863,44240,46822,90340,92983,101166,106903,100705,92793,89502,86880
11740540,명일2동,dong,143253,125678,118587,112739,117438,103300,105411,102475,54645,56806,52639,68627,80977,79390,79214,58887,88067,87191,81829,87743,95156,89284,90958,79275
11740550,고덕1동,dong,134010,145728,174666,161082,184567,147885,123623,112309,76986,63549,54405,74191,78552,86562,88850,67898,105937,109907,123125,117636,138186,121604,108871,93276
11740560,고덕2동,dong,216979,159099,131178,93088,81687,80778,81904,90759,144794,125159,100955, , , , ,56990,198296,149526,124925, , , , ,83772
11740570,암사1동,dong,107218,104805,102739,100556,102735,111446,125445,123972,80390,61716,64653,65024,72526,64320,56014,63084,97549,92667,91783,89250,93136,92709,97493,102172
11740580,암사2동,dong,134084,125535,113894,124016,116545,120630,123759,118157,56531,70262,67112,59998,65770,61040,59035,68749,99739,102015,89903,92007,86080,84876,92692,100190
11740590,암사3동,dong,116392,118212,119244,109583,95057,63442,76160,86243,96377,75563,82034,79119,85562,84837,94347,100691,104804,93333,98212,93787,91497,71814,83155,92263
11740600,천호1동,dong,111019,94463,87614,87584,90920,84099,88092,98100,67720,51684,43079,43441,42421,47276,49094,46711,94636,78010,69588,69191,70661,69285,73986,77253
11740610,천호2동,dong,123504,118677,117005,105641,104572,112203,107032,104302,98836,65394,70232,63513,61777,60613,72928,69804,112885,97611,98079,88134,87169,92415,94889,91872
11740620,천호3동,dong,144388,113435,116751,119653,112109,113511,123323,107597,74998,79178,69401,77733,60697,68672,63525,60384,119513,102825,102771,106856,93313,93279,95724,88187
11740640,성내1동,dong,126344,119295,107940,115274,106415,106218,101962,97298,58714,46568,48595,50012,46995,53097,52295,53080,94398,83466,78746,82060,75290,75722,72694,73111
11740650,성내2동,dong,97042,101245,109789,117614,117569,114348,112433,108076,75006,56710,63583,63141,61884,66844,52104,57212,89456,85183,93870,98285,99375,99444,93621,91635
11740660,성내3동,dong,136060,130074,123900,116039,111788,111500,106194,106607,100508,55427,58985,52762,57119,54679,48748,49194,122888,105479,101846,95089,88479,87330,81701,82136
11740685,길동,dong,115506,109346,108248,104566,106628,115451,114524,116336,68058,69456,60409,57203,62930,57731,61815,67357,96572,92296,86869,85621,89280,96002,96680,98393
11740690,둔촌1동,dong, , , , , , , , , , , , , , , , , , , , , , , , 
11740700,둔촌2동,dong,98771,91457,80535,88565,94649,90375,93478,89198,52189,48702,50619,44080,45454,98452,88377,88585,80729,75314,69272,70086,79276,92758,91678,88985
