NM,CD,GUBUN,20182분기소득분위,20182분위가구수,20192분기소득분위,20192분기가구수,20202분기소분분위,20202분기가구수
반포2동,11650570,dong,"9분위:4,890,362~6,945,811원",7624,"9분위:4,890,362~6,945,811원",5845,"9분위:4,890,362~6,945,811원",5121
반포3동,11650580,dong,"9분위:4,890,362~6,945,811원",6615,"9분위:4,890,362~6,945,811원",6775,"9분위:4,890,362~6,945,811원",6434
반포4동,11650581,dong,"9분위:4,890,362~6,945,811원",7160,"9분위:4,890,362~6,945,811원",7249,"9분위:4,890,362~6,945,811원",7288
방배본동,11650590,dong,"9분위:4,890,362~6,945,811원",7733,"8분위:3,741,083~4,890,361원",7876,"8분위:3,741,083~4,890,361원",7857
방배1동,11650600,dong,"8분위:3,741,083~4,890,361원",7434,"8분위:3,741,083~4,890,361원",7515,"8분위:3,741,083~4,890,361원",7580
방배2동,11650610,dong,"8분위:3,741,083~4,890,361원",10828,"8분위:3,741,083~4,890,361원",9979,"8분위:3,741,083~4,890,361원",8765
방배3동,11650620,dong,"8분위:3,741,083~4,890,361원",8352,"8분위:3,741,083~4,890,361원",8310,"8분위:3,741,083~4,890,361원",8366
방배4동,11650621,dong,"8분위:3,741,083~4,890,361원",10148,"8분위:3,741,083~4,890,361원",9753,"8분위:3,741,083~4,890,361원",9727
양재1동,11650651,dong,"8분위:3,741,083~4,890,361원",18279,"8분위:3,741,083~4,890,361원",18290,"8분위:3,741,083~4,890,361원",18142
양재2동,11650652,dong,"7분위:2,983,559~3,741,082원",10960,"7분위:2,983,559~3,741,082원",11010,"7분위:2,983,559~3,741,082원",10690
내곡동,11650660,dong,"7분위:2,983,559~3,741,082원",7123,"8분위:3,741,083~4,890,361원",7202,"8분위:3,741,083~4,890,361원",7186
강남구,11680,gu,"9분위:4,890,362~6,945,811원",226589,"9분위:4,890,362~6,945,811원",228079,"9분위:4,890,362~6,945,811원",231629
신사동,11680510,dong,"9분위:4,890,362~6,945,811원",7539,"9분위:4,890,362~6,945,811원",7548,"9분위:4,890,362~6,945,811원",7464
논현1동,11680521,dong,"7분위:2,983,559~3,741,082원",14027,"7분위:2,983,559~3,741,082원",14198,"7분위:2,983,559~3,741,082원",14200
논현2동,11680531,dong,"8분위:3,741,083~4,890,361원",11051,"8분위:3,741,083~4,890,361원",11108,"8분위:3,741,083~4,890,361원",11305
압구정동,11680545,dong,"9분위:4,890,362~6,945,811원",10679,"9분위:4,890,362~6,945,811원",10706,"9분위:4,890,362~6,945,811원",10665
청담동,11680565,dong,"9분위:4,890,362~6,945,811원",12004,"9분위:4,890,362~6,945,811원",12328,"9분위:4,890,362~6,945,811원",12480
삼성1동,11680580,dong,"9분위:4,890,362~6,945,811원",5779,"9분위:4,890,362~6,945,811원",5987,"9분위:4,890,362~6,945,811원",5916
삼성2동,11680590,dong,"9분위:4,890,362~6,945,811원",12946,"9분위:4,890,362~6,945,811원",13173,"9분위:4,890,362~6,945,811원",13326
대치1동,11680600,dong,10분위:6945812원 이상,7393,10분위:6945812원 이상,7470,10분위:6945812원 이상,7413
대치2동,11680610,dong,"9분위:4,890,362~6,945,811원",13548,"9분위:4,890,362~6,945,811원",13485,"9분위:4,890,362~6,945,811원",12926
대치4동,11680630,dong,"8분위:3,741,083~4,890,361원",10104,"8분위:3,741,083~4,890,361원",10239,"8분위:3,741,083~4,890,361원",10232
역삼1동,11680640,dong,"7분위:2,983,559~3,741,082원",22625,"7분위:2,983,559~3,741,082원",23129,"7분위:2,983,559~3,741,082원",23598
역삼2동,11680650,dong,"9분위:4,890,362~6,945,811원",14859,"9분위:4,890,362~6,945,811원",14957,"9분위:4,890,362~6,945,811원",15011
도곡1동,11680655,dong,"9분위:4,890,362~6,945,811원",8495,"9분위:4,890,362~6,945,811원",8241,"9분위:4,890,362~6,945,811원",8347
도곡2동,11680656,dong,"9분위:4,890,362~6,945,811원",10366,"9분위:4,890,362~6,945,811원",11740,"9분위:4,890,362~6,945,811원",11821
개포1동,11680660,dong,"8분위:3,741,083~4,890,361원",5254,"9분위:4,890,362~6,945,811원",3503,"9분위:4,890,362~6,945,811원",2745
개포2동,11680670,dong,"8분위:3,741,083~4,890,361원",4950,"8분위:3,741,083~4,890,361원",4892,"9분위:4,890,362~6,945,811원",7799
개포4동,11680690,dong,"7분위:2,983,559~3,741,082원",7790,"7분위:2,983,559~3,741,082원",7815,"7분위:2,983,559~3,741,082원",7710
세곡동,11680700,dong,"8분위:3,741,083~4,890,361원",17103,"8분위:3,741,083~4,890,361원",17390,"8분위:3,741,083~4,890,361원",17774
일원본동,11680720,dong,"9분위:4,890,362~6,945,811원",8308,"9분위:4,890,362~6,945,811원",8387,"9분위:4,890,362~6,945,811원",8187
일원1동,11680730,dong,"7분위:2,983,559~3,741,082원",7567,"7분위:2,983,559~3,741,082원",7669,"7분위:2,983,559~3,741,082원",7500
일원2동,11680740,dong,"8분위:3,741,083~4,890,361원",6351,"8분위:3,741,083~4,890,361원",6352,"8분위:3,741,083~4,890,361원",7342
수서동,11680750,dong,"8분위:3,741,083~4,890,361원",7851,"8분위:3,741,083~4,890,361원",7762,"8분위:3,741,083~4,890,361원",7868
송파구,11710,gu,"8분위:3,741,083~4,890,361원",265484,"8분위:3,741,083~4,890,361원",268569,"8분위:3,741,083~4,890,361원",278057
풍납1동,11710510,dong,"7분위:2,983,559~3,741,082원",6861,"6분위:2,440,600~2,983,558원",6833,"7분위:2,983,559~3,741,082원",6579
풍납2동,11710520,dong,"8분위:3,741,083~4,890,361원",10025,"8분위:3,741,083~4,890,361원",10049,"8분위:3,741,083~4,890,361원",10396
거여1동,11710531,dong,"6분위:2,440,600~2,983,558원",4687,"6분위:2,440,600~2,983,558원",5085,"6분위:2,440,600~2,983,558원",5482
거여2동,11710532,dong,"7분위:2,983,559~3,741,082원",7100,"7분위:2,983,559~3,741,082원",7043,"7분위:2,983,559~3,741,082원",7060
마천1동,11710540,dong,"5분위:2,020,852~2,440,599원",8438,"5분위:2,020,852~2,440,599원",8347,"5분위:2,020,852~2,440,599원",8249
마천2동,11710550,dong,"6분위:2,440,600~2,983,558원",9247,"5분위:2,020,852~2,440,599원",9434,"5분위:2,020,852~2,440,599원",9494
방이1동,11710561,dong,"8분위:3,741,083~4,890,361원",6147,"8분위:3,741,083~4,890,361원",6180,"8분위:3,741,083~4,890,361원",6233
방이2동,11710562,dong,"7분위:2,983,559~3,741,082원",12495,"6분위:2,440,600~2,983,558원",12648,"6분위:2,440,600~2,983,558원",13455
오륜동,11710566,dong,"9분위:4,890,362~6,945,811원",6022,"9분위:4,890,362~6,945,811원",6028,"9분위:4,890,362~6,945,811원",5970
오금동,11710570,dong,"7분위:2,983,559~3,741,082원",14976,"7분위:2,983,559~3,741,082원",15492,"7분위:2,983,559~3,741,082원",15791
송파1동,11710580,dong,"7분위:2,983,559~3,741,082원",12118,"7분위:2,983,559~3,741,082원",12298,"7분위:2,983,559~3,741,082원",12413
송파2동,11710590,dong,"8분위:3,741,083~4,890,361원",7304,"8분위:3,741,083~4,890,361원",7290,"8분위:3,741,083~4,890,361원",7378
석촌동,11710600,dong,"7분위:2,983,559~3,741,082원",16428,"6분위:2,440,600~2,983,558원",16649,"6분위:2,440,600~2,983,558원",16901
삼전동,11710610,dong,"6분위:2,440,600~2,983,558원",16176,"6분위:2,440,600~2,983,558원",16303,"6분위:2,440,600~2,983,558원",16287
가락본동,11710620,dong,"7분위:2,983,559~3,741,082원",11425,"7분위:2,983,559~3,741,082원",11848,"7분위:2,983,559~3,741,082원",11890
가락1동,11710631,dong,"8분위:3,741,083~4,890,361원",356,"9분위:4,890,362~6,945,811원",353,"9분위:4,890,362~6,945,811원",9766
가락2동,11710632,dong,"8분위:3,741,083~4,890,361원",12085,"8분위:3,741,083~4,890,361원",12128,"8분위:3,741,083~4,890,361원",12298
문정1동,11710641,dong,"8분위:3,741,083~4,890,361원",8435,"7분위:2,983,559~3,741,082원",8688,"7분위:2,983,559~3,741,082원",8454
문정2동,11710642,dong,"8분위:3,741,083~4,890,361원",14516,"8분위:3,741,083~4,890,361원",15113,"8분위:3,741,083~4,890,361원",15698
장지동,11710646,dong,"7분위:2,983,559~3,741,082원",13359,"7분위:2,983,559~3,741,082원",13335,"7분위:2,983,559~3,741,082원",12928
위례동,11710647,dong,"5분위:2,020,852~2,440,599원",9222,"8분위:3,741,083~4,890,361원",9170,"8분위:3,741,083~4,890,361원",9147
잠실본동,11710650,dong,"7분위:2,983,559~3,741,082원",14437,"7분위:2,983,559~3,741,082원",14470,"7분위:2,983,559~3,741,082원",15115
잠실2동,11710670,dong,"9분위:4,890,362~6,945,811원",12041,"9분위:4,890,362~6,945,811원",12051,"9분위:4,890,362~6,945,811원",11974
잠실3동,11710680,dong,"9분위:4,890,362~6,945,811원",12415,"9분위:4,890,362~6,945,811원",12364,"9분위:4,890,362~6,945,811원",12188
잠실4동,11710690,dong,"9분위:4,890,362~6,945,811원",10411,"9분위:4,890,362~6,945,811원",10414,"9분위:4,890,362~6,945,811원",7501
잠실6동,11710710,dong,"9분위:4,890,362~6,945,811원",5384,"9분위:4,890,362~6,945,811원",5513,"9분위:4,890,362~6,945,811원",5933
잠실7동,11710720,dong,"9분위:4,890,362~6,945,811원",3374,"9분위:4,890,362~6,945,811원",3443,"9분위:4,890,362~6,945,811원",3477
강동구,11740,gu,"7분위:2,983,559~3,741,082원",176110,"7분위:2,983,559~3,741,082원",176676,"7분위:2,983,559~3,741,082원",176439
강일동,11740515,dong,"7분위:2,983,559~3,741,082원",11211,"7분위:2,983,559~3,741,082원",11155,"7분위:2,983,559~3,741,082원",11148
상일동,11740520,dong,"7분위:2,983,559~3,741,082원",3931,"7분위:2,983,559~3,741,082원",4200,"7분위:2,983,559~3,741,082원",4078
명일1동,11740530,dong,"8분위:3,741,083~4,890,361원",8132,"7분위:2,983,559~3,741,082원",8124,"7분위:2,983,559~3,741,082원",8071
명일2동,11740540,dong,"8분위:3,741,083~4,890,361원",5893,"8분위:3,741,083~4,890,361원",5928,"8분위:3,741,083~4,890,361원",5973
고덕1동,11740550,dong,"8분위:3,741,083~4,890,361원",9004,"8분위:3,741,083~4,890,361원",9006,"8분위:3,741,083~4,890,361원",9046
고덕2동,11740560,dong,"6분위:2,440,600~2,983,558원",3556,"5분위:2,020,852~2,440,599원",3508,"6분위:2,440,600~2,983,558원",3265
암사1동,11740570,dong,"6분위:2,440,600~2,983,558원",16223,"6분위:2,440,600~2,983,558원",16241,"6분위:2,440,600~2,983,558원",16097
암사2동,11740580,dong,"8분위:3,741,083~4,890,361원",5888,"7분위:2,983,559~3,741,082원",5881,"7분위:2,983,559~3,741,082원",5873
암사3동,11740590,dong,"8분위:3,741,083~4,890,361원",6307,"8분위:3,741,083~4,890,361원",6339,"8분위:3,741,083~4,890,361원",6355
천호1동,11740600,dong,"6분위:2,440,600~2,983,558원",12873,"6분위:2,440,600~2,983,558원",12898,"6분위:2,440,600~2,983,558원",12768
천호2동,11740610,dong,"6분위:2,440,600~2,983,558원",17371,"6분위:2,440,600~2,983,558원",17350,"6분위:2,440,600~2,983,558원",17482
천호3동,11740620,dong,"7분위:2,983,559~3,741,082원",13283,"7분위:2,983,559~3,741,082원",13539,"7분위:2,983,559~3,741,082원",13569
성내1동,11740640,dong,"7분위:2,983,559~3,741,082원",8014,"7분위:2,983,559~3,741,082원",8177,"7분위:2,983,559~3,741,082원",8126
성내2동,11740650,dong,"6분위:2,440,600~2,983,558원",12329,"6분위:2,440,600~2,983,558원",12379,"6분위:2,440,600~2,983,558원",12458
성내3동,11740660,dong,"7분위:2,983,559~3,741,082원",10073,"6분위:2,440,600~2,983,558원",10144,"6분위:2,440,600~2,983,558원",10286
길동,11740685,dong,"7분위:2,983,559~3,741,082원",20843,"6분위:2,440,600~2,983,558원",20437,"6분위:2,440,600~2,983,558원",20473
둔촌1동,11740690,dong,"7분위:2,983,559~3,741,082원",68,"7분위:2,983,559~3,741,082원",187,"7분위:2,983,559~3,741,082원",164
둔촌2동,11740700,dong,"7분위:2,983,559~3,741,082원",11111,"7분위:2,983,559~3,741,082원",11183,"7분위:2,983,559~3,741,082원",11207
